title,id,creator,activity,assignee,priority,status
Adding additional level of bookmarks and section numbers in python pdf documents.,9056,11509,2012-02-24.11:07:56,12260,4,1
Adding an assertClose() method to unittest.TestCase,27198,21878,2016-06-24.16:44:00,None,4,1
Adding an atomic FS write API,8604,9989,2016-01-20.14:22:34,None,4,2
Adding an index method to tuples,1696444,525,2008-02-07.06:25:40,None,4,2
adding BaseSet.filter and Set.filter_update,761104,1129,2003-07-01.05:10:16,None,4,2
Adding bin and Scripts folder into PATH,3733,4555,2008-09-02.11:35:55,None,4,2
adding bool support to xdrlib.py,1049151,1578,2005-02-24.20:23:10,None,4,2
Adding bytes.frombuffer(byteslike) constructor,29178,10371,2017-04-12.09:31:51,None,4,1
Adding context in concurrent.futures.ProcessPoolExecutor,31540,23991,2017-10-03.09:58:35,None,4,2
"Adding DOCTYPE and ""html"", ""body"" tags to SimpleHTTPServer",2169,3250,2008-02-28.14:03:33,20,4,2
Adding galeon support ,518675,3356,2002-03-17.17:10:23,None,4,2
Adding gettext,401173,8,2000-08-28.22:48:31,19,4,2
Adding IPv6 host handling to httplib,1028502,3559,2004-09-17.23:14:16,None,4,2
"Adding LogRecord attribute ""traceback""",18824,12509,2013-09-14.07:27:43,None,4,2
Adding LTTng-UST tracing support,28909,25011,2018-07-27.06:38:18,12704,4,1
Adding manually offset parameter to str/bytes split function,22360,18421,2014-09-12.21:51:58,None,4,2
"Adding missing ISO 8859 codecs, especially Thai",1001895,3874,2007-08-23.19:31:03,4,4,2
"Adding new CNS11643, a *huge* charset,	support in cjkcodecs",2066,1298,2013-07-24.10:42:18,None,5,2
Adding new regrtest resource 'urlfetch',1276356,1298,2005-12-10.17:45:26,1298,4,2
Adding NotImplementedType to types.py,683376,1129,2003-02-10.19:46:20,None,5,2
Adding redblack tree to collections module,1324770,1298,2009-04-05.13:52:25,None,4,2
Adding rsplit() to string and unicode objects.,801847,324,2003-12-15.19:38:42,114,5,2
Adding salt and Modular Crypt Format to crypt library.,10924,324,2012-06-27.14:02:35,3108,4,2
Adding start to enumerate(),2831,1616,2010-05-06.13:49:14,None,4,2
Adding support for _Bool to ctypes as c_bool,1649190,3746,2007-03-13.20:45:04,66,4,2
Adding T_SIZET to structmember.h,5248,1857,2014-07-12.20:08:31,None,4,1
adding test suite for cgitb,11512,13937,2011-07-08.19:37:31,10080,4,2
Adding the ability for getpass to print asterisks when passowrd is typed,32884,27893,2018-02-24.19:13:51,None,4,1
Adding the opposite function of shlex.split(),22454,12509,2018-06-10.23:00:55,None,4,1
adding timedelta to datetime object is not timezone aware,23494,20851,2015-03-02.23:53:20,None,4,2
Adding timeout to socket.py and httplib.py,1676823,204,2007-03-23.19:33:21,93,4,2
Adding Timer to multiprocessing,32495,27635,2018-02-16.20:19:15,None,4,2
Adding Unicode support to get|set|hasattr(),401458,4,2000-09-18.16:22:53,4,4,2
Adding unittest for cProfile / profile command line interface,30118,25635,2017-04-21.09:00:40,None,4,1
Addition giving incorrect result in certain circumstances,31435,26951,2017-09-12.20:18:08,None,4,2
Addition of abiflags breaks distutils,11200,9047,2011-06-07.17:47:58,4555,4,2
Addition of assertNotRaises,27176,22467,2016-06-01.16:43:05,None,4,2
addition of cmath.arg function,544909,992,2002-10-07.21:26:35,6,4,2
Addition of getattr_static for inspect module,9732,9716,2010-11-20.15:09:13,9716,4,2
Addition of mypy cache to gitignore,33370,28185,2018-04-30.19:11:14,None,5,2
Addition problem,8116,12011,2010-03-11.12:40:21,None,4,2
Addition to break and continue,846553,1968,2004-03-14.04:24:36,5,4,2
Addition to Documentation of configparser.ConfigParser.write(),28714,24968,2016-11-24.15:03:46,12260,4,2
Addition to readline module to get dictionary of keystrokes and commands,8492,9239,2012-10-11.20:59:37,None,4,1
Additional 2to3 documentation updates,4000,4691,2008-10-04.18:33:31,93,4,2
Additional Argument to Python/C Function,437733,2,2002-03-09.10:56:54,12,4,2
Additional assert methods for unittest,27152,15623,2016-06-22.14:03:21,None,4,1
Additional code pages for EBCDIC,18348,17167,2014-11-15.13:14:16,None,4,2
Additional dependencies and rule for `make regen-all`,30638,15623,2018-02-18.01:27:25,None,4,1
Additional docs for __iadd__ hooks,402169,14,2000-12-11.23:12:58,14,4,2
Additional encoding options to tkinter.filedialog,34198,29022,2018-07-24.02:41:04,None,4,1
Additional Flag For Unit-Test Module: There Can Be Only One (Error),2241,5553,2008-03-08.15:21:53,455,4,2
Additional float-from-string tests,29773,15623,2017-03-24.22:37:51,None,4,2
Additional implementation alternative to DictReader,29614,25630,2017-02-23.00:06:36,None,4,2
"Additional index items, other minor details",757822,466,2003-07-02.15:25:28,None,4,2
additional mappings for mimetypes.py,438790,197,2001-09-07.16:50:02,8,5,2
Additional misspelled in documentation,23957,21374,2015-04-14.20:44:10,12260,4,2
Additional PackageManger functionality,779158,886,2003-07-28.20:51:00,79,4,2
Additional potential string -> float conversion issues.,7743,1118,2010-01-23.20:49:21,1118,4,2
Additional recipes for itertools docs,16774,16812,2014-05-26.05:05:16,114,5,2
Additional string stuff.,681533,966,2003-06-28.06:29:03,None,4,2
Additional tests for email module,11589,13946,2011-03-23.18:38:16,9663,4,2
Additional tests for the os module.,17523,17544,2013-11-26.19:23:51,None,4,2
Additional tests for urllib module,24579,22088,2015-07-07.02:10:24,None,4,2
additional unittest type equality methods,2578,4455,2011-03-16.03:42:27,252,4,2
Additions & corrections to libmacui.tex,496705,3344,2002-04-15.19:55:33,12,4,2
additions to commands lib,840034,3866,2007-05-13.07:55:35,None,4,2
Additions to function docs: reduce and itertools.,19202,18426,2013-10-12.23:05:51,114,4,2
additions to imaplib,416253,442,2001-07-20.10:55:59,442,4,2
Additions to the C API,448305,371,2001-10-29.16:17:26,5,5,2
addpackage in site.py fails hard on badly formed .pth files,5258,10093,2010-12-26.22:30:03,9663,4,2
"Address bug 980938, add set_debug_output() function",984492,3531,2004-09-11.15:44:08,None,4,2
address merge conflicts in devguide null-merge instructions,16517,12075,2012-11-22.02:10:28,12075,4,2
Address remaining PEP 451-related to-do comments.,21098,14000,2014-03-30.01:19:34,14000,4,2
address sanitizer build fails,31200,26793,2017-08-14.15:28:47,None,4,1
address test_time.py failures under Redhat 6.2,762934,1098,2003-09-19.01:03:40,37,4,2
addresses.txt file leaks into search engines,11575,15,2011-03-19.19:03:09,None,4,2
AddressSanitizer: attempting double-free on 0x60b000007050,29482,24238,2017-02-08.14:59:12,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x60200000e72f,29490,24238,2017-02-08.14:57:08,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x60200000e731,29483,24238,2017-02-08.14:57:17,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x60200000e734,29487,24238,2017-02-08.14:58:04,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x60200000e734,29491,24238,2017-02-08.14:57:03,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x60200000e738,29484,24238,2017-02-08.14:56:56,None,5,2
AddressSanitizer: heap-buffer-overflow on address 0x61600004a982,29500,24238,2017-02-08.15:42:32,None,5,2
AddressSanitizer: SEGV on unknown address 0x000000000008,29497,24238,2017-02-08.14:58:42,None,5,2
AddressSanitizer: SEGV on unknown address 0x0000000028cb,29501,24238,2017-02-08.15:00:34,None,5,2
AddressSanitizer: SEGV on unknown address 0x00009fff8001,29494,24238,2017-02-08.14:59:42,None,5,2
AddressSanitizer: SEGV on unknown address 0x0000a0013639,29492,24238,2017-02-08.14:59:30,None,5,2
AddressSanitizer: SEGV on unknown address 0x0001a5525c1b,29488,24238,2017-02-08.15:00:06,None,5,2
AddressSanitizer: SEGV on unknown address 0x0005ffff800d,29498,24238,2017-02-08.15:00:22,None,5,2
AddressSanitizer: SEGV on unknown address 0x000cffff800d,29493,24238,2017-02-08.15:00:01,None,5,2
AddressSanitizer: SEGV on unknown address 0x000ebfff800d,29499,24238,2017-02-08.14:59:56,None,5,2
AddressSanitizer: SEGV on unknown address 0x01ffe96de071,29496,24238,2017-02-08.14:59:17,None,5,2
AddressSanitizer: SEGV on unknown address 0x02007ea947c3,29495,24238,2017-02-08.14:59:24,None,5,2
AddressSanitizer: SEGV on unknown address 0x7f16f88e3560,29486,24238,2017-02-08.14:59:07,None,5,2
AddressSanitizer: SEGV on unknown address 0x7f4a36c604d0,29489,24238,2017-02-08.14:57:25,None,5,2
AddressSanitizer: SEGV on unknown address 0x7fab556df550,29485,24238,2017-02-08.14:46:55,None,4,2
Adds a builtin decimal type (FixedPoint),653938,538,2003-07-08.16:37:49,None,4,2
adds a gc.get_generation function,414492,252,2001-08-09.16:05:26,83,4,2
Adds a UTF-7 codec,435971,486,2001-09-20.10:36:49,4,4,2
adds an index entry for __all__ to the tutorial,1003863,1534,2004-08-07.17:06:10,3,4,2
Adds an XML-RPC server module,461966,486,2001-09-17.17:36:54,13,4,2
adds back EntityResolver and DTDHandler,401631,117,2000-09-24.13:10:51,117,4,2
adds back the InputSource object,401630,117,2000-09-24.14:55:20,117,4,2
Adds cookie support to urllib2.py,548197,3372,2004-08-14.11:33:22,9,4,2
adds correct signatures to handler.py,401570,117,2000-09-19.16:14:41,117,4,2
adds CVS files to sdist.prune_file_list(),400656,3266,2000-06-29.02:08:44,44,4,2
adds encode- and decodestring to quopri,423140,3311,2001-10-18.22:50:46,19,5,2
adds ExternaltEntityParserCreate method,401635,117,2000-09-24.20:42:19,117,4,2
Adds Galeon support to webbrowser.py,585913,377,2002-10-10.22:50:58,35,4,2
Adds icon support to bundlebuilder.py,678218,80,2003-02-01.08:41:35,156,4,2
Adds login to auth-type servers (smtplib.py),401335,3277,2001-09-09.18:03:18,9,4,2
adds make_parser to xml.sax,401571,117,2000-09-21.08:34:44,117,4,2
Adds missing backslash to devguide setup page,20448,18939,2014-01-30.16:26:34,None,4,2
Adds Mock Object support to unittest.TestCase,706590,3432,2003-03-30.17:41:55,None,4,2
adds SSL server socket support to socketmodule.c,401647,458,2001-05-17.15:19:35,5,4,2
Adds the .compact() method to bsddb db.DB objects,1391,252,2009-01-21.15:17:52,415,4,2
addTypeEqualityFunc is not used in assertListEqual,22452,19524,2015-08-18.14:00:24,None,4,1
Adjust class-build method of Enum so final ordered dict more closely resembles definition order,28048,12590,2016-09-13.20:38:35,12590,4,2
adjust optimisation to deal with bus errors on FreeBSD,725024,1055,2003-04-24.13:15:09,None,4,2
Adjust reference-counting note,5039,155,2009-03-31.13:33:23,93,4,2
Adjust tempfile documentation for bytes filename support,25064,14751,2015-11-07.01:30:30,12260,4,2
Admin privs required for Windows?,1234850,6,2005-07-15.15:22:07,None,4,2
Adopt and document consistent semantics for handling NaN values in containers,11945,1309,2014-07-21.04:38:01,114,4,2
Adopt C3-based linearization for improved ABC support in functools.singledispatch,18244,18022,2013-07-02.09:13:29,12704,4,2
Advanced email module,221208,183,2002-06-10.00:58:30,19,4,2
advocacy howto improvements,17729,93,2013-04-23.06:58:40,7047,4,2
AE Enum and Attribute support fixes,702463,3342,2003-03-12.20:44:25,79,4,2
AE Inheritance fixes,702620,3342,2003-03-23.22:20:21,79,4,2
ae* modules: handle type inheritance,538395,3342,2002-08-09.14:26:40,79,4,2
AESend on Jaguar,595105,831,2006-02-21.10:39:55,79,4,2
aetools.TalkTo methods can be obscured,806149,79,2009-02-17.12:28:00,79,4,2
AF_NETLINK sockets basic support,1103116,3583,2006-01-14.18:13:35,None,4,2
AF_NETLINK support for socket module,1500815,2749,2006-06-05.10:49:20,None,4,2
AF_PACKET Hardware address support in socket module,947352,3519,2004-07-15.19:08:08,20,4,2
AF_UNIX is now supported in Windows,33408,28438,2018-05-02.11:17:49,None,4,1
AF_UNIX sockets do not handle Linux-specific addressing,764437,1308,2006-04-13.20:03:28,None,4,2
AF_VSOCK not unset because of wrong nesting,34555,29359,2018-09-01.22:30:48,None,4,2
"after _bytesio.seek(0), _bytesio.getvalue() returned reversed data.",15644,14057,2012-08-14.13:56:53,None,4,2
"after continue, Pdb stops at a line without a breakpoint",14789,12652,2012-05-25.11:54:29,None,4,1
"After fork in subthread, signals are blocked",853411,957,2005-03-26.10:41:30,None,4,2
After Python Installation Error,32607,27794,2018-01-23.00:18:31,None,4,2
"After registering a project to PyPI, classifiers fields aren't displayed.",11040,13679,2011-01-29.16:38:28,None,4,2
after using pdb readline does not work correctly,676342,453,2003-03-01.15:15:01,5,4,2
AIA chasing for missing intermediate certificates on TLS connections,18617,17248,2018-02-26.08:25:04,3108,4,1
"aifc cannot handle unrecognised chunk type ""CHAN""",2245,5588,2009-04-29.13:20:01,9663,4,2
Aifc comptype write fix,13680,15056,2012-01-01.17:07:42,None,4,2
Aifc low level serialization primitives fix,13589,15056,2012-01-17.16:21:18,None,4,2
Aifc markers write fix,13594,15056,2012-01-01.21:55:17,None,4,2
Aifc read compressed frames fix,13681,15056,2014-06-28.14:22:54,None,4,1
"aifc should use str instead of bytes (wave, sunau compatibility)",8934,12474,2014-12-19.00:19:36,None,4,1
aifc.Aifc_read/Aifc_write.getparams can return a namedtuple,17818,12504,2013-07-25.20:13:00,None,4,2
aifc.open expects only str or file pointer,15843,16484,2012-09-02.18:22:03,None,4,2
aifc: close() does not close the underlying file,5955,1076,2009-05-08.12:14:58,9663,4,2
AIX  Modules/unicodedata.c does not build,1733493,3181,2007-06-08.13:58:14,None,4,2
AIX 3.2.5 Has No chroot/fsync Prototypes,534108,743,2002-12-17.16:51:10,3,4,2
AIX 5.3 - GCC - Python 2.7 Shared Library Support - Fatal Python error: Interpreter not initialized (version mismatch?),10555,13403,2010-12-02.13:55:18,None,4,2
"AIX and ""specialized downloads"" links",33464,20518,2018-05-13.13:10:30,None,4,2
AIX and BeOS build quirk revisions,403679,255,2002-03-22.18:42:18,None,4,2
AIX buildbot compile errors,16002,11089,2012-09-25.19:27:12,None,4,2
"AIX compile error with Modules/posixmodule.c: Function argument assignment between types ""unsigned long"" and ""struct fsid_t"" is not allowed",32390,20518,2018-01-05.18:30:02,None,4,2
AIX configure;make fails,814544,1471,2003-10-03.13:35:48,None,4,2
AIX locale parsing failure,18228,17767,2014-10-02.09:53:02,None,4,3
AIX Objects/buffereobject.c does not build on AIX,1733488,3181,2007-06-08.17:30:13,None,4,2
AIX POLLNVAL definition causes problems,17919,17811,2013-12-16.13:35:56,15623,4,2
AIX POLLNVAL definition causes problems,923315,1212,2004-08-07.17:22:30,20,4,2
AIX port from Elemental Security,1284289,5,2005-09-14.18:16:05,5,4,2
AIX posix_fadvise and posix_fallocate,22396,17767,2014-09-30.10:41:09,None,4,2
aix regression test failures on 2.3b2,765631,1316,2003-07-05.16:19:26,35,4,2
AIX shared library extension modules installation broken - Python2.7,28311,20518,2016-09-30.07:06:58,None,4,2
AIX shared library extension modules installation broken: wrong dir names,25825,17767,2017-01-13.21:30:15,None,4,2
AIX shared library fix,941346,4593,2011-02-25.11:20:59,93,4,2
AIX shared object build of python 2.5 does not work,1733546,3181,2009-04-25.21:43:41,None,5,2
"AIX, crash loading shared module into another process than python like operator.so results in 0509-130",14150,15563,2014-06-02.15:09:25,None,4,1
AIX: configure ignores $CC,1633863,2979,2010-09-21.15:28:09,None,4,2
AIX: ModuleNotFoundError: No module named '_ctypes' - make install fails,32095,20518,2017-11-22.09:03:53,None,4,2
"AIX: Python: RuntimeError ""invalid slot offset when importing a module"" in _ssl module",19661,18630,2013-12-10.19:03:09,None,4,2
AIX: test_utf8_mode.test_cmd_line fails,34347,20518,2018-08-31.14:17:50,None,4,2
AIX: wrong flags for ld when linking standard .so modules,1634105,2979,2007-01-12.14:51:04,None,4,2
"Aliasing import of sub-{module,package} from the package raises AttributeError on import.",23203,16283,2018-03-22.12:24:45,None,4,2
Aliasing warnings in multiprocessing.c,8624,2040,2011-03-28.22:10:12,5849,4,2
Aliasing warnings in socketmodule.c,8623,2040,2016-07-24.14:51:23,None,4,2
All 3.0 buildbots are red,3089,19,2008-06-19.00:22:56,None,1,2
all classes are new style,13270,11184,2011-10-28.12:23:17,12260,4,2
All console message are in the error output in bash interpretor,33411,28439,2018-05-05.07:21:24,None,4,1
All DocTestCase instances compare and hash equal to each other,7502,982,2011-12-18.19:20:54,None,4,2
"All examples for concurrent.futures fail with ""BrokenProcessPool""",17674,17658,2013-04-10.06:34:47,12260,4,2
All numbers are bitarrays too,846568,1968,2004-01-01.06:22:37,None,4,2
all OK!!!,16825,17072,2012-12-31.13:16:43,None,4,2
All os.exec*e variants crash on Windows,23462,20821,2018-02-19.15:41:03,16632,4,2
All pysetup commands should respect exit codes,12222,4555,2011-10-06.11:24:05,4555,3,2
All sequence types support .index and .count,9746,5251,2010-11-21.00:46:10,12260,4,2
"All Sphinx generated pages could have a new ""Edit This Page"" link adjacent to the existing ""Show Source""",31055,23243,2017-07-27.19:56:23,12260,4,1
All standard keystrokes not recognized in IDLE dialogs on Mac,24812,10882,2017-06-30.00:46:26,None,4,1
