QB_RECORD_ID,DATASETNAME,AGENCYNAME,AGENCYCODE,DATASETCLASSIFICATIONLEVEL,DATASETCLASSIFICATIONNAME,DATASETCLASSIFICATIONREASON,DATASETCATEGORY,DATASETTYPE,DATAOWNER,EARLIESTDATEOFRECORDS,UPDATEINTERVAL,SUMMARY,PUBLICINTRESTINDATAVALUE,DATASETURL,KEYWORDS,MODIFIEDDATE,PUBLISHED_DATE,OPENDATA_PORTAL,OBJECTID
4784,Disadvantaged Business Enterprises (DBE) Profiles,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from disclosure under D.C. Code § 2-534(a)(2) - Personal Information.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"Stores profile data for DBEs (Disadvantaged Business Enterprises). Profile data includes company name, address, certification number, AGR (Annual Gross History) and associated NAICS codes.

Disadvantage Business Enterprise system, web based service to track Certified Disadvantage Business Enterprise (DBE) entities in DDOT. The online directory of certified DDOT DBEs and referrals to potential prime contractors for possible subcontracting opportunities is accessible to the contracting companies and ability to see bid alerts and subcontracting opportunity notifications posted by prime contractors. The potential contractors have ability to immediately notify DDOTs Office of Office of Civil Rights (OCR) of any questionable practices or activiti",Unknown,http://ddotwebapp02/DDOT/AdminServlet/Login.aspx,"transportation, business, disadvantaged, enterprise",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1914
4785,DDOT Document Box Tracking Data,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The Box Tracking System stores information on boxes (contents, locations). 
***This application hasn't been used in two years***

The Policy, Planning & Sustainability Administration along with the Office of Information & Technology has established a Temporary Storage facility at 33 N Street, NE for all DDOT documents, particularly for the overflow from the move to 55 M Street, SE. The materials are organized and searchable in an online Box Tracking System (BTS). An employee can consult the BTS staff if they are looking for documents from the move or otherwise to see if they are in Temporary Storage. In addition, documents that do not need immediate access to, can be stored as well.",No Requests,http://ddotwebapp02/BoxTrackingSystem/Login.aspx,"transportation, tracking, box, document",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1915
4786,Capital Bikeshare Dashboards,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The Dashboard publishes capital Bikeshare performance data to the public. The dashboard has 16 key performance metrics that fall under the broad categories of Ridership, Fleet performance and Safety, Customer Service, and Membership. Users can evaluate system-wide ridership trends, review complaints, monitor bicycle breakdowns, and download disaggregate data to conduct custom analysis.",Unknown,http://cabidashboard.ddot.dc.gov/cabidashboard/#Home,"transportation, cabi, capital, bikeshare, bike, ridership",2017/11/14 05:00:00+00,2018/03/11 05:00:00+00,No,1916
4787,District Transportation Access Portal (DTAP) Performance Data,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The District Transportation Access Portal (DTAP) provides a wealth of performance data and project information in an easy to use online dashboard format. 

DTAP shares information on projects under the planning, design, and construction phases. It will offer Interactive mapping tools, and will identify roadway conflicts and infrastructure to avoid damage and ensure its protection.",Unknown,https://dtap.ddot.dc.gov/,"transportation, portal, dashboard, projects, planning, conflicts",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1917
4788,FleetMgmt,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(2) - Personal Information.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The Fleet management tableset encapsulates the following aspects of the physical inventory:
Registration, Inspection, Insurance:
These are aspects of the vehicles themselves and are updated when possible via DPW's FASTER app.  
Utilization:
Vehicle check-in/out data from the inventory keybox (using DDOT's TRAKA system) is accessed via APIs.  These data are captured and stored to provide vehicle utilization estimates.  The user is also captured.
How's My Driving? call-in information by the public is also captured and associated to an operator, if possible.",Unknown,https://fleet.ddot.dc.gov/,"transportation, fleet,",2018/01/11 05:00:00+00,2018/03/11 05:00:00+00,No,1918
4789,Invoice Tracking,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The IPMA invoice tracking system is developed to help IPMA and Resource Allocation office to move invoices promptly along to pay vendors within legal requirements; locate where invoices are in the review process, and document problems and reasons for delays in processing invoices within IPMA. Construction and consultant invoices are typically first received by project engineers, team leaders or staff assistants. A staff assistant, project engineer, or other designated IPMA employee should enter the basic information about a newly-received invoice into the IPMA invoice database within one day of receiving the invoice. The basic information includes: the contract number, the task order number, the invoice numbers (both the short number of IPM",No Requests,http://ddotwebapp02/invoicetracking/,"transportation, invoice, tracking, IPMA, resource, allocation",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1919
4790,PROMPT Project Data Set,District Department of Transportation,DDOT,level2,For District Government Use,Information contained in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Daily,"The PROMPT application was created to provide a complete database of active, closed and proposed DDOT projects. Using a simple intuitive user interface project managers are able to update general project information and view relevant financial data from SOAR, PASS, PeopleSoft and FMIS in a single location without the need to go into each financial system individually. PROMPT is also used to track the progress of the annual federal obligation exercise, report on stimulus projects, create labor distribution reports and provides a platform for data gathering when needed. Financial data is not currently real time but instead is uploaded manually into the system on a schedule. Last upload date is shown on the home page. Planned future enhancemen",No Requests,http://ddotappsfm08/prompt/,"transportation, projects, active, proposed, financial",2017/12/20 05:00:00+00,2018/03/11 05:00:00+00,No,1920
4791,Permits,District Department of Transportation,DDOT,level0,Open,,Transportation,Database,DDOT,,Real-Time/Near Real-Time,"The Permit Status application helps citizens locate a permit and obtain information about permitted activities in their community from their smartphone, tablet or PC. This application is used by constituents within District of Columbia, but can also be used by NGOs, contractors or internal Department staff to locate a permit by permit number.",Unknown,http://permitviewer.ddot.dc.gov/permittingtools/,"transportation, permit, construction, occupancy, tops",,2018/03/11 05:00:00+00,No,1921
4792,Street Vendor Locations,District Department of Transportation,DDOT,level0,Open,Not yet requested by public or government entities.,Business and Economic Development,Database,DDOT,2013/10/31 04:00:00+00,Real-Time/Near Real-Time,"These data represent the point locations where prospective street vendor businesses have been requested.  Since this activity involves both business and public space permitting, this is a collaborative application between both DCRA and DDOT:  DCRA is responsible for review and approval of the business license.  DDOT is responsible for reviewing and approving that the requested location does not violate any relevant public space regulations.",No Requests,,"permit, permitting, vending, vendor, hot dog cart, FBI t-shirts",2018/01/04 05:00:00+00,2018/03/11 05:00:00+00,No,1922
4793,Capital Bikeshare Performance Measures,District Department of Transportation,DDOT,level2,For District Government Use,The information contained in this dataset is exempt from public disclosure under D.C. Code § 2-534(a)(1) - Trade Secret.,Transportation,Database,DDOT,,Real-Time/Near Real-Time,This application provides data entry forms to capture Capital Bikeshare data is owned by MTA. The data is stored in SQL server database (CaBiData). This data is utilized as source for the CaBi Dashboard application.,Unknown,http://ddotwebapp03/CaBiDashboardData/#Home,"transportation, cabi, capital, bikeshare, bike",2017/11/14 05:00:00+00,2018/03/11 05:00:00+00,No,1923
