UID,Name,Description,Owner,Owner UID,Publication Stage,Audience,Approval Status,Provenance,Type,Category,Tags,url,API Endpoint,Creation Date (UTC),Last Metadata Updated Date (UTC),Last Data Updated Date (UTC),Domain,Derived View,Visits,Downloads,Row Label,Row Count,Column Count,Contact Email,License,Attribution,Attribution Link,Published Version Name,Published Version UID,Parent UID,Source Information: Technical Contact,Common Core: Publisher,Common Core: Contact Name,Source Information: Program,Common Core: Contact Email,Source Information: Start Date,Common Core: Public Access Level,Source Information: Frequency of Data Change,Source Information: End Date,Source Information: Format,Source Information: Source Department
qyzw-yqi4,nola8/1,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.Note: For download of entire dataset, export as .csv",Treen,4ynf-dp25,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/qyzw-yqi4,https://data.nola.gov/resource/qyzw-yqi4.json,08/01/2018 12:57:00 AM,01/29/2025 03:21:51 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,1,1,Row,,42,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,,data@nola.gov,,,,,,Safety and Permits
32p2-98pm,Dryades Market Boundary,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",ptl,agt3-s33i,published,private,rejected,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/32p2-98pm,https://data.nola.gov/resource/32p2-98pm.json,06/28/2016 04:24:54 PM,01/29/2025 01:58:03 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,21,1,Row,,15,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
q64p-3he6,311 Test,,Robert O'Brien,gwb9-56ug,published,private,not_ready,official,dataset,,,https://data.nola.gov/d/q64p-3he6,https://data.nola.gov/resource/q64p-3he6.json,08/27/2018 08:36:53 PM,08/27/2018 08:57:49 PM,08/27/2018 08:42:00 PM,data.nola.gov,false,2,0,,0,24,,,,,,,,,,,,data@nola.gov,,non-public,,,,311
rk9d-uz5t,Single Family,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",David,iu9d-7kat,published,private,rejected,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/rk9d-uz5t,https://data.nola.gov/resource/rk9d-uz5t.json,06/02/2016 03:42:19 PM,01/29/2025 03:21:53 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,50,2,Row,,27,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
4qfv-afw4,my view,"City of New Oreleans permit data from 1/01/2012; Updated Nightly.
Note: For download of entire dataset, export as .csv",rjhoutman,97ur-wew4,published,private,rejected,community,filter,Administrative Data,"city of new orleans,permits",https://data.nola.gov/d/4qfv-afw4,https://data.nola.gov/resource/4qfv-afw4.json,11/19/2014 05:27:22 PM,03/03/2025 05:05:46 PM,03/29/2026 04:52:58 AM,data.nola.gov,true,5,1,,,40,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,,,,,,,"City of New Orleans, Department of Safety and Permits"
q92c-69bz,OC Haley Dryades Supermarket,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",Nadira,54wi-zzvy,published,private,rejected,community,filter,"Housing, Land Use, and Blight","city of new orleans,permits",https://data.nola.gov/d/q92c-69bz,https://data.nola.gov/resource/q92c-69bz.json,06/28/2016 04:24:01 PM,01/29/2025 01:58:16 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,5,1,Row,,15,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
6m24-b4e4,Rouses Market Boundary,"City of New Orleans permit data starting from 1/01/2012; Updated nightly.
Note: For download of entire dataset, export as .csv",ptl,agt3-s33i,published,private,rejected,community,filter,"Housing, Land Use, and Blight","permits,city of new orleans",https://data.nola.gov/d/6m24-b4e4,https://data.nola.gov/resource/6m24-b4e4.json,06/24/2016 04:56:24 PM,01/29/2025 01:58:04 AM,03/29/2026 04:52:58 AM,data.nola.gov,true,35,10,Row,,19,,Creative Commons 1.0 Universal (Public Domain Dedication),Safety and Permits,,,,rcm3-fn58,,,,LAMA,data@nola.gov,,,,,,"City of New Orleans, Department of Safety and Permits"
hwce-444r,Blighted,This dataset represents calls to the Orleans Parish Communications District 311 Call Center and historical calls to the City of New Orleans' 311 Call Center.,jfunches,cqhg-9hxp,published,private,not_ready,community,filter,City Administration,"311,resident,service,calls,requests",https://data.nola.gov/d/hwce-444r,https://data.nola.gov/resource/hwce-444r.json,10/10/2022 06:42:03 PM,01/31/2025 01:10:26 AM,03/29/2026 07:10:08 AM,data.nola.gov,true,4,0,,,19,,Creative Commons 1.0 Universal (Public Domain Dedication),Orleans Parish Communications District,,,,2jgv-pqrq,,,,,data@nola.gov,,public,,,,911 (Orleans Parish Communication District)
e2he-xim8,NOPD Districts,"<DIV STYLE=""text-align:Left;""><DIV><P><SPAN>Polygon layer of the eight districts that the New Orleans Police Department uses across the parish.</SPAN></P></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,Public Safety and Preparedness,"law enforcement,police,public safety",https://data.nola.gov/d/e2he-xim8,https://data.nola.gov/resource/e2he-xim8.json,12/13/2021 08:41:27 PM,03/14/2022 06:49:03 PM,06/13/2023 04:53:35 PM,data.nola.gov,false,1031,914,,8,5,,Creative Commons 1.0 Universal (Public Domain Dedication),Police,,,,,,,,,gis@nola.gov,,public,Does not change often,,,Police Department (NOPD)
cms2-czjw,Mardi Gras Routes,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/cms2-czjw,https://data.nola.gov/resource/cms2-czjw.json,02/18/2025 03:39:44 PM,03/29/2026 03:00:09 PM,02/06/2026 12:19:24 PM,data.nola.gov,true,160,0,,,,,,City of New Orleans,,,,tkeu-9s5e,,,,,,,,,,,
6mst-xjhm,Electronic Police Report 2014,"All Police Reports filed by NOPD officers including incident and supplemental reports containing the item number, location, disposition, signal, charges, offender race, offender gender, offender age, victim age, victim gender, and victim race. Police Reports can be updated when subsequent information is determined as a result of an investigation. In order to protect the privacy of victims, addresses are shown at the block level.Disclaimer: The New Orleans Police Department does not guarantee (either expressed or implied) the accuracy, completeness, timeliness, or correct sequencing of the information. The New Orleans Police Department will not be responsible for any error or omission, or for the use of, or the results obtained from the use of this information. For instance, the data contains ages that may be negative due to data entry errors. NOPD has chosen to publish the data as it exists in the source systems for transparency and has instituted data validation where appropriate to ensure quality data in the future. All data visualizations on maps should be considered approximate and attempts to derive specific addresses are strictly prohibited. The New Orleans Police Department is not responsible for the content of any off-site pages that are referenced by or that reference this web page other than an official City of New Orleans or New Orleans Police Department web page. The user specifically acknowledges that the New Orleans Police Department is not responsible for any defamatory, offensive, misleading, or illegal conduct of other users, links, or third parties and that the risk of injury from the foregoing rests entirely with the user. Any use of the information for commercial purposes is strictly prohibited. The unauthorized use of the words ""New Orleans Police Department,"" ""NOPD,"" or any colorable imitation of these words or the unauthorized use of the New Orleans Police Department logo is unlawful. This web page does not, in any way, authorize such use.",Enterprise Information Data Team,uqfu-rapx,published,public,approved,official,dataset,Public Safety and Preparedness,"electronic police report,epr,police",https://data.nola.gov/d/6mst-xjhm,https://data.nola.gov/resource/6mst-xjhm.json,09/28/2016 08:24:05 PM,07/30/2024 07:52:05 PM,02/28/2026 07:00:13 AM,data.nola.gov,false,1578,2873,Row,107831,21,data@nola.gov,Creative Commons 1.0 Universal (Public Domain Dedication),Police Department (NOPD),,,,,,,,,data@nola.gov,,,,,,Police Department (NOPD)
i3e4-42kc,Streetlights Other,"Point layer that comes every 2 years from the firm responsible for maintaining streetlights. Has attributes such as the light bulb type (LED, etc) and the condition of the pole and other hardware (Pay attention to Lat/Long coordinates that are reversed)",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,Transportation and Infrastructure,"311,dpw",https://data.nola.gov/d/i3e4-42kc,https://data.nola.gov/resource/i3e4-42kc.json,12/13/2021 09:25:52 PM,10/30/2025 04:19:14 PM,10/30/2025 04:19:17 PM,data.nola.gov,false,723,1502,,1100,18,,Creative Commons 1.0 Universal (Public Domain Dedication),DPW Contractor,,,,,,,,,gis@nola.gov,,public,updated in bulk every 2 years,,,Public Works (DPW)
wg2n-nu8y,Fire Stations,"<DIV STYLE=""text-align:Left;""><DIV><DIV><P><SPAN>List of Fire Stations from NOHSEP. Queried out from the ESRI Local Government Information Model's facility site points for ease of use. Feeds in to apps on the Common Operational Picture.</SPAN></P></DIV></DIV></DIV>",City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,dataset,,,https://data.nola.gov/d/wg2n-nu8y,https://data.nola.gov/resource/wg2n-nu8y.json,04/13/2022 09:19:15 PM,07/14/2023 08:00:54 AM,07/14/2023 08:00:57 AM,data.nola.gov,false,317,691,,40,19,,,,,,,,,,,,,,,,,,
r7i4-rtcc,ChartRoomABOLicense10-28-15,"Alcohol Beverage Outlet licenses within the City of New Orleans as of 8/26/2015. Data provided by City of New Orleans, Bureau of Revenue.",LSULawyer,u4u7-984b,published,private,rejected,community,filter,Economy and Workforce,"new orleans,alcohol,abo",https://data.nola.gov/d/r7i4-rtcc,https://data.nola.gov/resource/r7i4-rtcc.json,10/29/2015 12:48:27 AM,01/31/2025 02:52:34 AM,03/29/2026 07:05:06 AM,data.nola.gov,true,185,65,Row,,9,,,City of New Orleans – Bureau of Revenue,,,,uiry-as9x,,,,,data@nola.gov,,,,,,City of New Orleans - Bureau of Revenue
qq3t-7d4t,Open Greenspace,,City of New Orleans GIS Department,guap-8ddq,published,public,approved,official,map,,,https://data.nola.gov/d/qq3t-7d4t,https://data.nola.gov/resource/qq3t-7d4t.json,12/17/2024 08:53:43 PM,03/29/2026 07:16:23 AM,02/16/2025 01:38:10 AM,data.nola.gov,true,78,0,,,,,Creative Commons 1.0 Universal (Public Domain Dedication),City of New Orleans,https://data.nola.gov,,,n4z3-4iyi,,,,,,,,,,,
