
"Category Type","Title","DOI","URL","Citation","Abstract","Authors","Keywords","Full Text","Year of Publication","Conference"
"Presentations","Questionnaire Generator Based on the DDI standard","10.5281/zenodo.259545","https://doi.org/10.5281/zenodo.259545","Duffes G.  
2016.  Questionnaire Generator Based on the DDI standard. ","","G. Duffes","","","2016","EDDI"
"Presentations","Questionnaire Generator  Based on the DDI standard ","","https://unece.org/fileadmin/DAM/stats/documents/ece/ces/ge.58/2016/mtg4/PPT_29_Questionnaires_-_Insee_-_GD.pdf","Duffes G.  
2016.  Questionnaire Generator  Based on the DDI standard . ","","G. Duffes","","","2016",""
"Presentations","DDI Website Renewal: The good, the bad, and the ugly","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Edwards M.  
2016.  DDI Website Renewal: The good, the bad, and the ugly. ","","M. Edwards","","","2016","NADDI"
"Workshops","DDI Moving Forward: Improvement and Refinement of Selected Areas","","http://www.dagstuhl.de/16433","Edwards M, Gregory A, Thomas W, Wackerow J.  
2016.  DDI Moving Forward: Improvement and Refinement of Selected Areas. ","Background
The DDI (Data Documentation Initiative) metadata standard, originally created in 1995 to document social science research data, has in recent years become relevant to new user groups, including the official statistics and medical research communities. In order to respond to these new users, DDI is developing a model-based specification (DDI Version 4) that can be expressed in XML Schema, RDF-S/OWL, relational database schema, and program languages. Such a data model will make it easier to interact with other disciplines and other standards, to understand the specification, to develop and maintain it in a consistent and structured way, and to enable software development that is less dependent on specific DDI versions.
Throughout the past year, content modeling teams have been working virtually to model DDI 4 to ensure that it can document a broad spectrum of data. This year’s Dagstuhl “sprint” will focus creating re-usable multi-purpose documentation, controlled vocabularies, complex data capture and description, and funding proposals.
Goals
This workshop will extend and build upon the progress made during the past 3 years of development. The sprint will focus on four main areas of work:
Documentation: As DDI releases a first version of the Codebook Functional View to the community, documentation and documentation structure becomes essential for its successful implementation. The work during this week, will concentrate on developing both high-level and field-level documentation to assist archives, libraries, and statistical agencies, migrating from an older version of DDI to DDI 4.
Expansion of Data Capture and Description: More complex scenarios for data capture and data description will be explored.
Controlled Vocabularies: The development of the model will benefit from a closer working relationship with the Controlled Vocabularies Group as Controlled Vocabularies are used throughout the model.
 
Funding Opportunities: Explore opportunities and create documentation for potential funding proposals of the local, national, and international funders.
Results

Develop a documentation structure which can be re-used for multiple purposes. Initial base content will be written that will support the needs of different user groups (i.e. technical perspective), applied usage in substantive content areas, etc. The modular form of the documentation will also provide the basis for training materials to be used by all DDI user communities.
Controlled vocabularies will be created in the areas where a separation of a configurable set of allowed values from the specification make sense.
The existing model on data capture and data description will be expanded for complex scenarios.
Building blocks for funding proposals will be written.

","M. Edwards; A. Gregory; W. Thomas; J. Wackerow","","","2016",""
"Workshops","Documenting Open Data: Metadata for Discovery, Access and Reuse","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Farnel S, Huck J.  
2016.  Documenting Open Data: Metadata for Discovery, Access and Reuse. ","","S. Farnel; J. Huck","","Open Data can be defined as data that is easily discoverable, freely accessible, and meaningfully reusable without restrictions from copyright or other control mechanisms. Metadata is an integral part of open data because users rely on it to find, access, reuse and cite data that is meaningful to them. In this workshop we will introduce a simple framework to help participants understand how different kinds of metadata underpin these tasks. Through hands-on exercises and discussion, participants will use the framework to evaluate selected data repositories and metadata standards, and then practice creating metadata themselves. Attendees will gain a deeper understanding of Open Data and come away with a practical way of looking at metadata from the point of view of both data consumers and data producers.
","2016","NADDI"
"Presentations","An infrastructure for stimulating researchers to deposit data","10.5281/zenodo.259569","https://doi.org/10.5281/zenodo.259569","Fihn J.  
2016.  An infrastructure for stimulating researchers to deposit data. ","","J. Fihn","","","2016","EDDI"
"Presentations","The Library of Online Harmonisations","10.5281/zenodo.259561","https://doi.org/10.5281/zenodo.259561","Friedrichs M, Winters K.  
2016.  The Library of Online Harmonisations. ","","M. Friedrichs; K. Winters","","","2016","EDDI"
"Presentations","Using DDI and Colectica to document the US Consumer Expenditure Survey","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Gillman D.  
2016.  Using DDI and Colectica to document the US Consumer Expenditure Survey. ","","D. Gillman","","","2016","NADDI"
"Presentations","Metadata Management in JSON","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Gregory A.  
2016.  Metadata Management in JSON. ","","A. Gregory","","","2016","NADDI"
"Workshops","DDI Moving Forward: Facilitating Interoperability and Collaboration with Other Metadata Standards","","http://www.dagstuhl.de/16423","Gregory A, Lyle J, McEachern S, Thomas W, Wackerow J, Zapilko B.  
2016.  DDI Moving Forward: Facilitating Interoperability and Collaboration with Other Metadata Standards. ","Background
The Data Documentation Initiative (DDI) metadata standard describes data that result from observational methods in the social, behavioral, economic, and health sciences. DDI development has progressed from a codebook-oriented specification to a version that supports the full lifecycle of research data. Beginning in 2012, work began at Dagstuhl on a model-driven version of the DDI standard, advanced through a series of ""sprints"".
Goals
As the expansion of the model-driven DDI standard continues, the need to work collaboratively and to ensure interoperability between DDI and other metadata standards becomes more apparent. To realize these goals, this workshop will bring together representatives from the following metadata standards: World Wide Web Consortium (W3C) and RDF community, Statistical Data and Metadata eXchange (SDMX), Research Data Alliance (RDA), Generic Statistical Information Model (GSIM), health standards, DDI, and other related standards. The meeting will focus on the review of the current DDI work, discuss how best to work collaboratively, how to be aware of each standard’s developments, and to investigate opportunities for developing joint projects. This is a continuation of a similar workshop in 2015.
Results
It is expected that a spokesperson for each group represented at this workshop will provide information about their standard’s development procedures and goals. This will provide a basis for discussions on collaboration and future opportunities. These discussions should benefit all the represented standards and result in:

A shared understanding of the metadata standards for research data in terms of their commonalties and successful practices
Clarification of points of interaction between standards both in their current forms and in their future development
Improved communication across disciplines
Identification of any possible options for the collaborative work

","A. Gregory; J. Lyle; S. McEachern; W. Thomas; J. Wackerow; B. Zapilko","","","2016",""
"Presentations","Bridging the divide between Special Collections and contemporary research data description","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Harrigan A, Farnel S, Vashishtha S.  
2016.  Bridging the divide between Special Collections and contemporary research data description. ","","A. Harrigan; S. Farnel; S. Vashishtha","","","2016","NADDI"
"Presentations","DDI Tools Session: No Tools, No Standard","","https://iassistdata.org/conferences/archive/2016-bergen/","Hebing M.  
2016.  DDI Tools Session: No Tools, No Standard. ","","M. Hebing","","","2016","IASSIST"
"Workshops","Delivering Open Data and Statistics as a Service","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Heus P, DeCarlo A.  
2016.  Delivering Open Data and Statistics as a Service. ","","P. Heus; A. DeCarlo","","Publishing open data and delivering statistics as a service are fundamental objectives of statistical agencies, data archives, and research facilities. This entails bringing together data and metadata in easily accessible and usable fashion, for direct download or dynamic consumption over web services.
This workshop will introduce participants to a metadata driven statistical data management framework, outlining tools, techniques, and recommended practices necessary to achieve such vision. This includes data/metadata management, open data packaging, service oriented architecture, data warehouse/virtualization, and administration of large file repositories.  We will along the way demonstrate how this can be supported by open source technology and specialized products such as SledgeHammer (data/metadata packaging), our recently released Ari? platform (metadata management and new Rich Data Services (REST API for dynamic data/metadata access), and partners solutions such as  Denodo or iRODS. The role and importance of metadata in general, and DDI in particular, will be emphasized and illustrated throughout the presentation.
Rich Data Services, as a 'unifying' layer, will be particularly highlighted. RDS is an innovative middleware offering metadata driven data querying or tabulation services on SQL or Socrata data sources, while concurrently providing access to rich metadata alongside the data. RDS further offers powerful features to create custom open data packages for automated delivery, and facilitates incremental metadata enhancements. RDS can be used to rapidly establish data portals, dashboards/visualizations, metadata catalogs, and power web/mobile applications. RDS is  available to interested early adopters (contact us) and will be released later this year.
","2016","NADDI"
"Presentations","MTNA-RDS: Metadata Powered Statistical Data as a Service","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Heus P.  
2016.  MTNA-RDS: Metadata Powered Statistical Data as a Service. ","","P. Heus","","","2016","NADDI"
"Presentations","Blaise, Colectica & DDI","10.5281/zenodo.259567","https://doi.org/10.5281/zenodo.259567","Hofman L.  
2016.  Blaise, Colectica & DDI. ","","L. Hofman","","","2016","EDDI"
"Presentations","Rich metadata from the start","10.5281/zenodo.259554","https://doi.org/10.5281/zenodo.259554","Hopt O, Klas C-P, Mühlbauer A, Zenk-Möltgen W.  
2016.  Rich metadata from the start. ","","O. Hopt; C.P. Klas; A. Mühlbauer; W. Zenk-Möltgen","","","2016","EDDI"
"Presentations","Qualitative Data in DDI Views (DDI4) ","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Hoyle L.  
2016.  Qualitative Data in DDI Views (DDI4) . ","","L. Hoyle","","","2016","NADDI"
"Presentations","The Evolution of DDI - Concepts and Technology ","","https://naddiconf.org/2016/NADDI-2016-Schedule.pdf","Hoyle L.  
2016.  The Evolution of DDI - Concepts and Technology . ","","L. Hoyle","","","2016","NADDI"
"Publications","DDI as a Common Format for Export and Import for Statistical Packages","https://doi.org/10.29173/iq127","","Hoyle L, Wackerow J.  
2016.  DDI as a Common Format for Export and Import for Statistical Packages. IASSIST Quarterly. 39(3)","","L. Hoyle; J. Wackerow","","","2016",""
"Publications","DDI and Enhanced Data Citation","https://doi.org/10.29173/iq129","","Hoyle L, Vardigan M, Greenfield J, Hume S, Ionescu S, Iverson J, Kunze J, Radler B, Thomas W, Weibel S et al..  
2016.  DDI and Enhanced Data Citation. IASSIST Quarterly. 39(3)","","L. Hoyle; M. Vardigan; J. Greenfield; S. Hume; S. Ionescu; J. Iverson; J. Kunze; B. Radler; W. Thomas; S. Weibel; M. Witt","","","2016",""
