Completion time,Business name,"Doing Business As (DBA), if applicable [optional]",Business primary website,Business primary contact email address,Business primary phone number [optional],Business primary street address,Business city,Business state abbreviation ,Business zipcode,Business country,"If the primary business address does not comport to the format for #6-10, please type the address in the box below:",Does the business collect the personal information of minors?,Does the business collect consumers' precise geolocation?,Does the business collect consumers' reproductive health care data?,"Paste a link to a page on the business's website that contains details on how consumers may exercise their privacy rights by doing all of the following: 

Deleting personal information
Correcting ...",Is the business or any of it's subsidiaries regulated by the federal Fair Credit Reporting Act (FCRA)?,"If the business answered yes to #16, explain below to what extent the business or any of it's subsidiaries are regulated by FCRA:",Is the business or any of its subsidiaries regulated by the Gramm-Leach-Bliley Act and implemented regulations (GLBA)?,"If the business answered yes to #18, explain below to what extent the business or any of it's subsidiaries are regulated by GLBA:",Is the business or any of its subsidiaries regulated by the Insurance Information and Privacy Protection Act (IIPA)?,"If the business answered yes to #20, explain below to what extent the business or any of it's subsidiaries are regulated by IIPPA:",Is the business or any of its subsidiaries regulated by the Confidentiality of Medical Information Act (CMIA)?,"If the business answered yes to #22, explain below to what extent the business or any of it's subsidiaries are regulated by CMIA:","Is the business or any of its subsidiaries regulated by the privacy, security, and breach notification rules established pursuant to the Health Insurance Portability and Accountability Act (HIPAA)?","If the business answered yes to #24, explain below to what extent the business or any of it's subsidiaries are regulated by HIPAA:",Any additional information or explanation concerning the business's data collection practices the business would like to provide?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 13:00:25,"Whitepages, Inc",,https://www.whitepages.com,legal@whitepages.com,,"2033 6th Ave, Suite 1100",Seattle,WA,98121,USA,,No,No,No,https://www.whitepages.com/privacy,No,,No,,No,,No,,No,,"Regarding question # 12. Whitepages does not display or sell information of minors when it has actual knowledge that the information belongs to minors and, to the extent possible, it identifies and suppresses this information when integrating new data sets into its products. Whitepages does not knowingly purchase brokered personal information of minors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 14:22:09,Alphonso Inc.,LG Ads Solutions,https://www.alphonso.tv,compliance@lgads.tv,,"221 Hope Street, Suite 390905",Mountain View,CA,94041,USA,,No,No,No,https://alphonso.tv/privacy/consumer/,No,,No,,No,,No,,No,,Alphonso collects television viewing information through various Smart TVs. The data collected from the Smart TVs are gathered with IP addresses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 15:46:59,Buyerlink Inc.,,https://www.buyerlink.com,legal@buyerlink.com,,1820 Bonanza Street,Walnut Creek,CA,94596,USA,,No,Yes,No,https://buyerlink.com/Privacy/,Yes,"Buyerlink Inc. is regulated by the Fair Credit Reporting Act (FCRA) specifically in the
context of utilizing credit reports for employment purposes. ",No,,No,,No,,No,,"Buyerlink Inc. processes information about consumers in accordance with
its Privacy Policy: buyerlink.com/Privacy/.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/18/24 22:41:53,Machintel Inc.,,https://www.machintel.com,dpo@machintel.com,,4275 Executive Sq,La Jolla,CA,92037,USA,,No,Yes,No,https://machintel.com/do-not-sell-my-information/,No,,No,,No,,No,,No,,"Our commitment to privacy and data security is of utmost importance to us. We collect and process data in accordance with applicable laws and regulations, and we prioritize the protection of our users' information.

We aim to be transparent about our practices, and if you have any specific questions or concerns, please refer to our official privacy policy on our website. Or reach out to us via email dpo@machintel.com or fill the contact form available on our website.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 1:01:32,Definitive Healthcare LLC ,,https://www.definitivehc.com,privacy@definitivehc.com,(508) 904-4490,"492 Old Connecticut Path, Framingham",Boston ,MA,01701,USA,,No,No,No,https://www.definitivehc.com/privacy-center,No,,No,,No,,No,,No,,Please visit our Privacy Center at www.definitivehc.com/privacy-center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 1:19:19,Monocl AB,,https://www.definitivehc.com,privacy@monocl.com,0046 739429909,,,,,SWE,"Hvitfeldtsplatsen 7, 411 20 Gothenburg, SE 411 20 Sweden ",No,No,No,https://www.definitivehc.com/privacy-center,No,,No,,No,,No,,No,,"Monocl is a subsidiary of Definitive Healthcare LLC. More specific information about Monocls data collection practices can be found at:  www.definitivehc.com/privacy-center and privacy.monocl.com
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 6:49:36,"EAB Global, Inc.",,https://www.eab.com,Legal@eab.com,,2445 M St. NW,Washington,DC,20037,USA,,Yes,No,No,https://eab.com/privacy-policy-2/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 6:57:50,"Cappex.com, LLC",,https://www.appily.com,Legal@eab.com,,2445 M St. NW,Washington,DC,20037,USA,,Yes,No,No,https://eab.com/privacy-policy-2/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 7:39:38,"HealthCare, Inc., a Delaware corporation",,https://www.healthcare.com,mhenrikson@healthcare.com,,"3401 N. Miami Avenue, Suite 205",Miami,FL,33127,USA,,No,No,No,https://www.healthcare.com/privacy-policy ,No,,Yes,"HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by GLBA.",Yes,"HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by GLBA.",Yes,"HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by CMIA.  Summit Pharmacy, Inc. is a licensed pharmacy focused on workers compensation patients and is expressly regulated by CMIA.",Yes,"HealthCare.com Insurance Services, LLC and PivotHealth Holdings, LLC are focused on health insurance and health insurance services and are expressly regulated by HIPAA either as covered entities or as a business associate.  Summit Pharmacy, Inc. is a licensed pharmacy focused on workers compensation patients and is expressly regulated by HIPAA either as a covered entity or as a business associate.",No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 10:47:40,"GrayHair Software, LLC",,https://www.grayhairsoftware.com,privacy@grayhairsoftware.com,,1 SE Ocean Blvd,Stuart,FL,34994,USA,,No,No,No,https://grayhairsoftware.com/privacy-policy/#Do-Not-Sell-My-Personal-Information,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 12:15:19,Venpath,,https://www.venpath.net,privacy@venpath.net,,228 Park Ave S #37362,New York,NY,10003-1502,USA,,Yes,Yes,No,https://www.venpath.net/legal/privacy-notice,No,,No,,No,,No,,No,,No additional information or explanation to provide at this time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 12:37:11,El Toro.com LLC,,https://www.eltoro.com,legal@eltoro.com,502.353.0390,552 E. Market Street 4th Floor,Louisville,KY,40202,USA,,No,Yes,No,https://eltoro.com/your-privacy-choices/,No,,No,,No,,No,,No,,eltoro.com/privacy-policy-2/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 13:29:19,"Austin Consolidated Holdings, Inc.",,https://www.equifax.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 13:41:37,Compliance Data Center LLC,,https://www.equifax.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,Yes,The entity delivers products and services subject to GLBA as part of its business operations. ,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 13:53:31,IntelliReal LLC,,https://www.equifax.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 14:02:43,IXI Corporation,,https://www.equifax.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 14:21:41,"Knowledge Works, Inc., d/b/a PayNet",Paynet,https://sbinsights.paynetonline.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 14:40:00,Equifax Workforce Solutions LLC,,https://www.theworknumber.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,Yes,The entity generates and delivers consumer reports as part of its business operations. ,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 14:57:36,"HD Information, LLC",,https://www.totalverify.equifax.com,HDI_Support@hygenicsdata.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 15:16:16,"Ansonia Credit Data, Inc.",,https://www.ansoniacreditdata.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 15:37:56,Equifax Information Services LLC,,https://www.equifax.com,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,Yes,The entity generates and delivers consumer reports as part of its business operations. ,Yes,The entity delivers products and services subject to GLBA as part of its business operations. ,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/19/24 19:06:54,Veeva Systems Inc.,,https://www.veeva.com,privacy@veeva.com,+1 925 452 6500,4280 Hacienda Drive,Pleasanton,CA,94588,USA,,No,No,No,https://www.veeva.com/privacy/,No,,No,,No,,No,,Yes,"Veeva is a HIPAA Covered Entity in its role as a sponsor of a group health plan. In limited circumstances, Veeva also serves as a HIPAA Business Associate in its provision of certain IT and related services to HIPAA covered healthcare providers; these services are unrelated to the services Veeva provides as a data broker.","To learn more, visit veeva.com/privacy ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/21/24 8:21:09,Lookify.io,,https://www.lookify.io,support@lookify.io,,3571 Far West Blvd #3694,Austin,TX,78731,USA,,No,No,No,https://lookify.io/privacy-policy,No,,No,,No,,No,,No,,Lookify aggregates public data and provides consumers with the ability to identify spam and scam phone numbers to protect themselves from potentially abusive or dangerous callers. Users can request a report on a phone number which in certain circumstances will provide information about the caller such as name and general location. Anyone who wishes to opt out and remove their phone number from Lookify can do so by visiting lookify.io/opt-out and submitting a form which will automatically remove the phone number and associated details.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 8:00:33,"Fushia Media, LLC",,https://www.fushiamedia.com,lgold@fushiamedia.com,,"9160 Forum Corporate Parkway, Suite 350",Fort Myers,FL,33905,USA,,No,No,No,https://www.fushiamedia.com/privacy,No,,No,,No,,No,,No,,www.fushiamedia.com/privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 9:48:15,Innovative Enterprises LLC,,https://www.totalverify.equifax.com/,usprivacy@equifax.com,,"1550 Peachtree Street, N.W.",Atlanta,GA,30309,USA,,No,No,No,https://www.equifax.com/personal/my-privacy/,No,,No,,No,,No,,No,,Please visit www.equifax.com/privacy/privacy-statement/ to review our Privacy Statement for more information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 10:15:40,Affinity Answers Corporation,,https://www.affinityanswers.com,dataprivacy@affinityanswers.com,,"12708 Riata Vista Circle, Suite A113",Austin,TX,78727,USA,,No,No,No,https://www.affinityanswers.com/your-privacy-choices/,No,,No,,No,,No,,No,,"Please see the web link for our business's data collection practices
www.affinityanswers.com/privacy-policy/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 12:22:07,"Rooftop Digital, LLC",,https://www.rooftopdigital.com,privacyofficer@therooftop.io,,"30401 Agoura Rd, Suite 100",Agoura Hills,CA,91301,USA,,No,Yes,No,https://www.rooftopdigital.com/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 12:36:24,"Pathway Ventures, LLC",,https://www.indivizio.com,privacyofficer@indivizio.com,,4464 Lone Tree Way Unit #3135,Antioch,CA,94531,USA,,No,No,No,https://www.indivizio.com/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 14:40:28,"Disqus, Inc",,https://www.disqus.com,bhayes@zetaglobal.com,,"3 Park Ave., 33rd Floor",New York,NY,10016,USA,,No,No,No,https://disqus.com/data-sharing-settings/,No,,No,,No,,No,,No,,Disqus provides a popular commenting widget that website publishers can install and use at their websites to drive user engagement.  Registered Disqus users consent to have their data used for marketing purposes.  Disqus shares data with its parent company Zeta Global to be used for marketing purposes.  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/22/24 16:16:57,Intent IQ LLC,,https://www.intentiq.com,privacy@intentiq.com,646-217-0930,"37-18 Northern Boulevard, Suite 404
",Long Island City,NY,11101,USA,,No,No,No,https://www.intentiq.com/opt-out/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 7:00:46,"ZipStorm, Inc.",SeekOut,https://www.seekout.com,legal@seekout.com,,"1100 112th Ave NE, Suite 150",Bellevue,WA,98004,USA,,No,No,No,https://www.seekout.com/privacy,No,,No,,No,,No,,No,,"For more details and information about how SeekOut uses and protects personal information, please review our Privacy Policy found here: www.seekout.com/privacy. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 8:29:23,Sterling Data Company LLC,,https://www.sterling.ai,privacy@sterling.ai,,"8 The Green, Suite B",Dover,DE,19901,USA,,No,No,No,https://sterling.ai/privacy-policy/,No,,No,,No,,No,,No,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 12:15:24,KB Synergy Inc,,https://kbsynergy.com,compliance@KBSynergy.com,805-497-0117,5739 Kanan Rd #344,Agoura Hills,CA,91301,USA,,No,No,No,https://kbsynergy.com/privacy-policy-ccpa-do-not-sell-my-information/,No,,No,,No,,No,,No,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 12:59:09,Redi-Data Inc,,https://www.redidata.com,privacy@redidata.com,,107 Little Falls Rd,Fairfield,NJ,07004,USA,,No,No,No,https://www.redidata.com/privacy-policy/,No,,No,,No,,No,,No,,No additional Information.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 13:12:50,"Interactive Data, LLC",,https://www.ididata.com,Privacy@ididata.com,,2650 N Military Trail Suite 300,Boca Raton,FL,33431,USA,,Yes,No,No,https://www.ididata.com/idis-privacy-statement/,No,,Yes,"Our business is not a “financial institution” but may ingest “nonpublic personal information” (NPI), as defined by the GLBA, directly or indirectly from a financial institution and provide such information, as incorporated into our products and services, to our credentialed business customers possessing a legally permitted use under the GLBA.  Consequently, we comply with the GLBA, as applicable, and require our customers to comply with the GLBA, as applicable, with respect to information that we collect, process, sell, or disclose subject to the GLBA.  ",No,,No,,No,,"For additional information about Interactive Data’s collection, use and disclosure of personal information, please visit www.ididata.com/idis-privacy-statement/.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 13:21:49,"FOREWARN, LLC",,https://www.forewarn.com,Privacy@forewarn.com,,2650 N Military Trail Suite 300,Boca Raton,FL,33431,USA,,Yes,No,No,https://www.forewarn.com/privacy-policy/,No,,Yes,"Our business is not a “financial institution” but may ingest “nonpublic personal information” (NPI), as defined by the GLBA, directly or indirectly from a financial institution and provide such information, as incorporated into our products and services, to our credentialed business customers possessing a legally permitted use under the GLBA.  Consequently, we comply with the GLBA, as applicable, and require our customers to comply with the GLBA, as applicable, with respect to information that we collect, process, sell, or disclose subject to the GLBA.  ",No,,No,,No,,"For additional information about FOREWARN’s collection, use and disclosure of information, please visit www.forewarn.com/privacy-policy/.  ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 13:32:13,"Homeowners Marketing Services, Inc",,https://www.homeownersmarketingservices.com,dnm@homeownersmarketingservices.com,,"5000 Van Nuys Blvd, Ste 450",Sherman Oaks,CA,91403,USA,,No,No,No,https://homeownersmarketingservices.com/list-removal-request,No,,No,,No,,No,,No,,None at this time.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 15:13:50,Fraiser LLC,,https://www.fraiser.org,privacy@fraiser.org,,"200 Spectrum Center Drive, Suite 300",Irvine,CA,92618,USA,,No,No,No,https://fraiser.org/california-privacy-notice/,No,,No,,No,,No,,No,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/23/24 16:04:45,"Brooks Integrated Marketing, LLC",,https://www.brooksim.com,Privacy@brooksim.com,8005312601,3333 Renaissance Blvd. #224,Bonita Springs,FL,34134,USA,,No,No,No,https://www.brooksim.com/privacy-form,No,,No,,No,,No,,No,,"You may request to exercise your rights by: phone (800-531-2601x998) or email Privacy@BrooksIM.com provided on our website (www.brooksim.com/privacy-form).
Please provide sufficient information that allows us to reasonably verify you are the person about whom we collected personal information about.  Describe your request with sufficient detail that allows us to properly understand, evaluate, and respond to it.
As required by law, we may take steps to verify your identity before granting you access to your information or completing your request to exercise your rights. We will respond to your request within 45 days of your request submission view email response or written format via mail. We do not charge a fee for processing your request to exercise your rights.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/24 3:03:59,Choreograph LLC,,https://www.choreograph.com,privacy@choreograph.com,,3411 SILVERSIDE ROAD TATNALL BUILDING STE 104,Wilmington,DE,19810,USA,,No,Yes,Yes,https://www.choreograph.com/global-privacy-policy/global-privacy-policy-english/,No,,No,,No,,No,,No,,"As we are not a healthcare business the data we handle on behalf of our clients does not fall under HIPPAA. We would not be receiving data from a covered health care provider therefore not beholden to HIPAA regulation. We would act as a third party and through our vendor onboarding process, we have to ensure that any data sets containing sensitive or health data are consented to and not in violation of the relevant state data protection law.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/24/24 3:05:48,"Specialists Marketing Services, Inc.",,https://www.sms-inc.com,dataprivacyteam@sms-inc.com,2018655800,"250 Pehle Avenue, Suite 200",Saddle Brook,NJ,07663,USA,,No,No,No,https://sms-inc.com/privacy-notice/,No,,No,,No,,No,,No,,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
