Data Element Name,Preferred Physical Name,Subject Category Code,Description Text,Data Type Code,Maximum Length,Precision Number,Pattern Text,Unit of Measure,Value Domain,Business Owner Name,Data Asset Abbreviation,Data Asset Name,System Number
Bin 03 Factor,FACTOR03,,Factor applied to total bin 3 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Stage_Volume_Date_Time,Stage_Volume_Date_Time,,,Date,,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Bin 04,BIN04,,"The number of vehicles in the class weighing from 12,000 to 15,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 04 Factor,FACTOR04,,Factor applied to total bin 4 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 05,BIN05,,"The number of vehicles in the class weighing from 16,000 to 19,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 05 Factor,FACTOR05,,Factor applied to total bin 5 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 06,BIN06,,"The number of vehicles in the class weighing from 20,000 to 23,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 06 Factor,FACTOR06,,Factor applied to total bin 6 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
CautionCodes,CautionCodes,,,Character,100,,,,,HPPI,TMAS,Travel Monitoring Analysis System,
Bin 07,BIN07,,"The number of vehicles in the class weighing from 24,000 to 27,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 07 Factor,FACTOR07,,Factor applied to total bin 7 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 08,BIN08,,"The number of vehicles in the class weighing from 28,000 to 31,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 08 Factor,FACTOR08,,Factor applied to total bin 8 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 09,BIN09,,"The number of vehicles in the class weighing from 32,000 to 35,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 09 Factor,FACTOR09,,Factor applied to total bin 9 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 10,BIN10,,"The number of vehicles in the class weighing from 36,000 to 39,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 10 Factor,FACTOR10,,Factor applied to total bin 10 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 11,BIN11,,"The number of vehicles in the class weighing from 40,000 to 43,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 11 Factor,FACTOR11,,Factor applied to total bin 11 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 12,BIN12,,"The number of vehicles in the class weighing from 44,000 to 47,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 12 Factor,FACTOR12,,Factor applied to total bin 12 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 13,BIN13,,"The number of vehicles in the class weighing from 48,000 to 51,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 13 Factor,FACTOR13,,Factor applied to total bin 13 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 14,BIN14,,"The number of vehicles in the class weighing from 52,000 to 55,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 14 Factor,FACTOR14,,Factor applied to total bin 14 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 15,BIN15,,"The number of vehicles in the class weighing from 56,000 to 59,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 15 Factor,FACTOR15,,Factor applied to total bin 15 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 16,BIN16,,"The number of vehicles in the class weighing from 60,000 to 63,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 16 Factor,FACTOR16,,Factor applied to total bin 16 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 17,BIN17,,"The number of vehicles in the class weighing from 64,000 to 67,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 17 Factor,FACTOR17,,Factor applied to total bin 17 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 18,BIN18,,"The number of vehicles in the class weighing from 68,000 to 7,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 18 Factor,FACTOR18,,Factor applied to total bin 18 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 19,BIN19,,"The number of vehicles in the class weighing from 72,000 to 74,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 19 Factor,FACTOR19,,Factor applied to total bin 19 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 20,BIN20,,"The number of vehicles in the class weighing from 76,000 to 79,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 20 Factor,FACTOR20,,Factor applied to total bin 20 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 21,BIN21,,"The number of vehicles in the class weighing from 80,000 to 83,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 21 Factor,FACTOR21,,Factor applied to total bin 21 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 22,BIN22,,"The number of vehicles in the class weighing from 84,000 to 87,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 22 Factor,FACTOR22,,Factor applied to total bin 22 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 23,BIN23,,"The number of vehicles in the class weighing from 88,000 to 91,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 23 Factor,FACTOR23,,Factor applied to total bin 23 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 24,BIN24,,"The number of vehicles in the class weighing from 92,000 to 95,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 24 Factor,FACTOR24,,Factor applied to total bin 24 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 25,BIN25,,"The number of vehicles in the class weighing from 96,000 to 99,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 25 Factor,FACTOR25,,Factor applied to total bin 25 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 26,BIN26,,"The number of vehicles in the class weighing from 100,000 to 103,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 26 Factor,FACTOR26,,Factor applied to total bin 26 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 27,BIN27,,"The number of vehicles in the class weighing from 104,000 to 107,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 27 Factor,FACTOR27,,Factor applied to total bin 27 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 28,BIN28,,"The number of vehicles in the class weighing from 108,000 to 111,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 28 Factor,FACTOR28,,Factor applied to total bin 28 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 29,BIN29,,"The number of vehicles in the class weighing from 112,000 to 115,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 29 Factor,FACTOR29,,Factor applied to total bin 29 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 30,BIN30,,"The number of vehicles in the class weighing from 116,000 to 119,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 30 Factor,FACTOR30,,Factor applied to total bin 30 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 31,BIN31,,"The number of vehicles in the class weighing from 120,000 to 123,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 31 Factor,FACTOR31,,Factor applied to total bin 31 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 32,BIN32,,"The number of vehicles in the class weighing from 124,000 to 127,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 32 Factor,FACTOR32,,Factor applied to total bin 32 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 33,BIN33,,"The number of vehicles in the class weighing from 128,000 to 131,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 33 Factor,FACTOR33,,Factor applied to total bin 33 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 34,BIN34,,"The number of vehicles in the class weighing from 132,000 to 135,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 34 Factor,FACTOR34,,Factor applied to total bin 34 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 35,BIN35,,"The number of vehicles in the class weighing from 136,000 to 139,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 35 Factor,FACTOR35,,Factor applied to total bin 35 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 36,BIN36,,"The number of vehicles in the class weighing from 140,000 to 143,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 36 Factor,FACTOR36,,Factor applied to total bin 36 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 37,BIN37,,"The number of vehicles in the class weighing from 144,000 to 147,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 37 Factor,FACTOR37,,Factor applied to total bin 37 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 38,BIN38,,"The number of vehicles in the class weighing from 148,000 to 151,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 38 Factor,FACTOR38,,Factor applied to total bin 38 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 39,BIN39,,"The number of vehicles in the class weighing from 152,000 to 154,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 39 Factor,FACTOR39,,Factor applied to total bin 39 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 40,BIN40,,"The number of vehicles in the class weighing from 156,000 to 159,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 40 Factor,FACTOR40,,Factor applied to total bin 40 axles of this axle type.,Decimal,7,4,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 41,BIN41,,"The number of vehicles in the class weighing from 160,000 to 163,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 42,BIN42,,"The number of vehicles in the class weighing from 164,000 to 167,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 43,BIN43,,"The number of vehicles in the class weighing from 168,000 to 171,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 44,BIN44,,"The number of vehicles in the class weighing from 172,000 to 175,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 45,BIN45,,"The number of vehicles in the class weighing from 176,000 to 179,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 46,BIN46,,"The number of vehicles in the class weighing from 180,000 to 183,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 47,BIN47,,"The number of vehicles in the class weighing from 184,000 to 187,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 48,BIN48,,"The number of vehicles in the class weighing from 188,000 to 191,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 49,BIN49,,"The number of vehicles in the class weighing from 192,000 to 195,999 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin 50,BIN50,,"The number of vehicles in the class weighing from 196,000 to 250,000 lbs. inclusive.",Integer,7,0,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Bin Field,BIN_FIELD,,"The name, in uppercase,  of the field containing counts of vehicles by gross vehicle weight for which these values are set.",Character,8,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Absolute Percent,BINDER_ABS_PCT,,Percent asphalt absorbed by aggregate.,Decimal,3,2,,%,0 - 9.99,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Effective Percent,BINDER_EFF_PCT,,Effective asphalt content.,Decimal,3,2,,%,2 - 9.99,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Layer Measurement Method Code,BINDER_MEASURE,,Code indicating the measurement method of the binder course layer.,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Layer Number,LAYER_NO_BINDER,,Layer number of binder course.,Integer,2,0,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Layer Thickness,BINDER_COURSE,,Measured thickness of binder course layer.,Decimal,3,1,,in,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Percent,BINDER_PCT,,Percent asphalt by mass of total mix.,Decimal,3,1,,%,15-Feb,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Sample Number,SAMPLE_NO_BINDER,,SAMPLE_NO of binder used in mixture.,Character,7,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Sample Size,BINDER_SAMPLE_SIZE,,Quantity of asphalt binder used in preparation of lab-mixed AC sample.,Decimal,6,1,,g,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Shear Modulus,GSTAR,,Binder shear modulus used for G* ANN model.,Decimal,10,4,,psi,0.0293 - 676000,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Specific Gravity,BINDER_SPEC_GRAV,,Specific gravity of asphalt binder.,Decimal,4,3,,,0.9 - 1.1,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder Type Mixture Code,PMA_BINDER,,Code indicating the type of mixture from which the binder was taken,Character,1,,,,,HRDI,LTPP,Long-Term Pavement Performance,Single System
Binder without RAP or RAS,BINDER_NO_RAS_RAP,,The percentage of asphalt binder content without RAS or RAP.,Decimal,3,1,,%,,HRDI,LTPP,Long-Term Pavement Performance,Single System
BINDER_COURSE_STATION,BINDER_COURSE_STATION,,Location of transverse paving joints in the binder course layer.,Integer,3,0,,ft,,HRDI,LTPP,Long-Term Pavement Performance,Single System
