Accession,id,pi0,bins
GSE98202,sheet-DESeq2_results_all_genes from GSE98202_List_of_differentially_transcribed_genes.xlsx,0.463716142953701,"(0.4,0.5]"
GSE98329,GSE98329_Partek_all_transcripts.txt.gz,0.710759895804167,"(0.7,0.8]"
GSE98400,GSE98400_PcGDKO.TAM_vs_GSE98400_RING1Bfl.UNT.DESeq.Result.Table.txt.gz,0.365661277657104,"(0.3,0.4]"
GSE98467,GSE98467_RNA-Seq_CB15N_vs_CJW5477_expression_data.txt.gz,0.460948420159005,"(0.4,0.5]"
GSE98526,GSE98526_UA159T5_vs_UA159T0.txt.gz,0.934275949761636,"(0.9,1]"
GSE98720,GSE98720_PB-VS-PB_Tcf1.GeneDiffExp.xls.gz,0.213456102788082,"(0.2,0.3]"
GSE98802,sheet-res_fc_out from GSE98802_DESeq2_genes_diffexp_by_fc_42_dpi_uninfected_vs_42_dpi_YPIII.xls.gz,0.561334888348344,"(0.5,0.6]"
GSE98941,GSE98941_NvsT.csv.gz,0.92022638979807,"(0.9,1]"
GSE99086,GSE99086_Differential_Expression_WT_LN_Treg_vs_WT_Skin_Treg_5_7_17.txt.gz,0.474573314400635,"(0.4,0.5]"
GSE99097,GSE99097_edgeR_sense.txt.gz,0.43634848901286,"(0.4,0.5]"
GSE99231,GSE99231_THP-1_DESEQ2.dat.gz,0.259497474499574,"(0.2,0.3]"
GSE99363,GSE99363_ChIPseq_H3K27ac_neuron_KO_vs_WT_1kb_001a.annotated.txt.gz,0.121835538322869,"(0.1,0.2]"
GSE99389,GSE99389_DE.txt.gz,0.77149683230665,"(0.7,0.8]"
GSE99407,GSE99407_ChIPseq_ForceCalling.HumanH3K4me3_on_YFP_HumanPRDM9_peaks.protocolN.p10e-5.sep1000.autosomal.txt.gz,0.0193695816029664,"[0,0.1]"
GSE99480,GSE99480_ABC_WT_DKO_09_04_2017.csv.gz,0.832165675856565,"(0.8,0.9]"
GSE99632,sheet-Table S4A from GSE99632_Supplemental_Table_S4.xlsx.gz,0.757041779071934,"(0.7,0.8]"
GSE99864,GSE99864_WT_vs_ciaR_complementary.txt.gz,0.66199875476809,"(0.6,0.7]"
GSE99981,sheet-Control_1mgCuO from GSE99981_Processed_data.xlsx,0.233343574998693,"(0.2,0.3]"
GSE99992,GSE99992_BigTab.Timepoint.AllGenes.2017-04-25_Transcripts.csv.gz,0.303859771164714,"(0.3,0.4]"
