Model,Bio_term,Title,Link,Citations,Year
support vector machine,development biology,Bioinformatics strategies for stem cell research,https://www.researchgate.net/profile/Anup-Som/publication/323261590_Bioinformatics_strategies_for_stem_cell_research/links/5a8abf4baca272017e62a4eb/Bioinformatics-strategies-for-stem-cell-research.pdf,4,2017
support vector machine,development biology,Identification of Smoking-Associated Transcriptome Aberration in Blood with Machine Learning Methods,https://www.hindawi.com/journals/bmri/2023/5333361/,26,2023
support vector machine,development biology,Integration of Genomic and Genetic Approaches Highlight a Novel Validated Gene Signature for Pulmonary Hypertension Associated with Sickle Cell Disease,https://www.sciencedirect.com/science/article/pii/S0006497119584439,NA,2011
support vector machine,development biology,SpykProps: an imaging pipeline to quantify architecture in unilateral grass inflorescences,https://link.springer.com/article/10.1186/s13007-023-01104-z,NA,2023
support vector machine,development biology,Automatic Discovery of Bioluminescent Proteins from Large Protein Databases,https://ieeexplore.ieee.org/abstract/document/6693542/,NA,2013
support vector machine,development biology,Deep Learning Approaches to OCT-Image Classification for Technical Materials/submitted by Peham Laura,https://epub.jku.at/obvulioa/id/5164615,NA,2019
support vector machine,development biology,Algorithm for the Parkinson's Disease Behavioural Models Characterization using a Biosensor,https://search.proquest.com/openview/8c3a6eca12dbf13916a8c4c6df06ea54/1?pq-origsite=gscholar&cbl=2026366&diss=y,1,2012
support vector machine,development biology,An advanced fragment analysis-based individualized subtype classification of pediatric acute lymphoblastic leukemia,https://www.nature.com/articles/srep12435,13,2015
support vector machine,development biology,usDSM: a novel method for deleterious synonymous mutation prediction using undersampling scheme,https://academic.oup.com/bib/article-abstract/22/5/bbab123/6236069,16,2021
support vector machine,development biology,Discovering conserved insect microRNAs from expressed sequence tags,https://www.sciencedirect.com/science/article/pii/S0022191010002180,24,2010
support vector machine,development biology,Analysis of N6-methyladenosine RNA methylation regulators in diagnosis and distinct molecular subtypes of ankylosing spondylitis,https://www.hindawi.com/journals/dm/2022/4942599/,3,2022
support vector machine,development biology,Serum integrative omics reveals the landscape of human diabetic kidney disease,https://www.sciencedirect.com/science/article/pii/S2212877821002143,29,2021
linear regression,developmental biology,"Reproductive and developmental biology of Gonatocerus ashmeadi (Hymenoptera: Mymaridae), an egg parasitoid of Homalodisca coagulata (Hemiptera …",https://www.sciencedirect.com/science/article/pii/S104996440600048X,61,2006
linear regression,developmental biology,"Use of life tables to quantify reproductive and developmental biology of Gonatocerus triguttatus (Hymenoptera: Mymaridae), an egg parasitoid of Homalodisca …",https://www.sciencedirect.com/science/article/pii/S1049964407000916,29,2007
linear regression,developmental biology,"Preimaginal developmental biology of Diachasmimorpha tryoni (Cameron), a parasitoid of the Mediterranean fruit fly",https://www.cambridge.org/core/journals/international-journal-of-tropical-insect-science/article/preimaginal-developmental-biology-of-diachasmimorpha-tryoni-cameron-a-parasitoid-of-the-mediterranean-fruit-fly/CD74E25962C86FD965EC8AC94DE4C1CE,15,2001
linear regression,developmental biology,"Reproductive and developmental biology of Gonatocerus ashmeadi, an egg parasitoid of the glassy-winged sharpshooter",https://static.cdfa.ca.gov/PiercesDisease/proceedings/2005/2005_345-348.pdf,1,2004
linear regression,developmental biology,Assumption-free analysis of quantitative real-time polymerase chain reaction (PCR) data,https://www.sciencedirect.com/science/article/pii/S0304394002014234,4184,2003
linear regression,developmental biology,Developmental Biology of Zeugodacus cucurbitae (Diptera: Tephritidae) in Three Cucurbitaceous Hosts at Different Temperature Regimes,https://academic.oup.com/jinsectscience/article-abstract/15/1/160/2583474,16,2015
linear regression,developmental biology,Developmental biology of Meteorus pulchricornis parasitising painted apple moth,http://journal.nzpps.org/index.php/nzpp/article/view/6826,11,2008
linear regression,developmental biology,Coalescent models for developmental biology and the spatio-temporal dynamics of growing tissues,https://royalsocietypublishing.org/doi/abs/10.1098/rsif.2016.0112,16,2016
linear regression,developmental biology,Biochemical studies of growing mouse oocytes: preparation of oocytes and analysis of glucose-6-phosphate dehydrogenase and lactate dehydrogenase activities,https://www.sciencedirect.com/science/article/pii/0012160675900615,177,1975
linear regression,developmental biology,Developmental biology of two species of leafroller egg parasitoids,http://journal.nzpps.org/index.php/nzpp/article/view/3629,13,2000
linear regression,developmental biology,"Developmental Biology of an Exotic Scale, Acutaspis albopicta (Hemiptera: Diaspididae)",https://academic.oup.com/jee/article-abstract/105/6/2035/794836,4,2012
linear regression,developmental biology,Developmental biology and seasonal phenology of Aacanthocnema dobsoni (Hemiptera: Triozidae) and the influence of climate‐mediated changes in body size on …,https://onlinelibrary.wiley.com/doi/abs/10.1111/aen.12518,3,2021
linear regression,developmental biology,"The life span of red blood cells in the amphibian larvae, Rana catesbeiana",https://www.sciencedirect.com/science/article/pii/0012160676901731,22,1976
linear regression,developmental biology,"Developmental biology of vine mealybug, Planococcus ficus (Signoret) (Homoptera : Pseudococcidae), and its parasitoid Coccidoxenoides perminutus (Timberlake) …",https://journals.co.za/doi/abs/10.10520/EJC32621,58,2005
linear regression,developmental biology,"Developmental Biology of Forensically Important Beetle, Necrophila (Calosilpha) brunnicollis (Coleoptera: Silphidae)",https://academic.oup.com/jme/article-abstract/58/1/64/5896021,11,2021
linear regression,developmental biology,EVALUATION OF THE DEVELOPMENTAL BIOLOGY OF LEPTOYPHA MUTICA,https://getd.libs.uga.edu/pdfs/kalina_jessica_a_201308_ms.pdf#page=43,NA,2013
linear regression,developmental biology,Growth regulation in Hydra: relationship between epithelial cell cycle length and growth rate,https://www.sciencedirect.com/science/article/pii/0012160684900459,177,1984
linear regression,developmental biology,Invasion of mesenchyme into three-dimensional collagen gels: a regional and temporal analysis of interaction in embryonic heart tissue,https://www.sciencedirect.com/science/article/pii/0012160683900106,322,1983
linear regression,developmental biology,"DEVELOPMENTAL BIOLOGY AND NEUROGENESIS IN THE PRENATAL AFRICAN GREATER CANE RAT (Thryonomys swinderianus, Temminck 1827)",http://repository.pgcollegeui.com:8080/xmlui/handle/123456789/1402,NA,2021
linear regression,developmental biology,Z‐scores of the fetal aortic isthmus and duct: an aid to assessing arch hypoplasia,https://obgyn.onlinelibrary.wiley.com/doi/abs/10.1002/uog.4021,170,2007
gradient boosted trees,developmental biology,A selective inference approach for false discovery rate control using multiomics covariates yields insights into disease risk,https://www.pnas.org/doi/abs/10.1073/pnas.1918862117,16,2020
gradient boosted trees,developmental biology,Predicting gene knockout effects from expression data,https://link.springer.com/article/10.1186/s12920-023-01446-6,3,2023
gradient boosted trees,developmental biology,Prediction and characterization of human ageing-related proteins by using machine learning,https://www.nature.com/articles/s41598-018-22240-w,56,2018
gradient boosted trees,developmental biology,Diversification of multipotential postmitotic mouse retinal ganglion cell precursors into discrete types,https://elifesciences.org/articles/73809,35,2022
gradient boosted trees,developmental biology,iBLP: an XGBoost-based predictor for identifying bioluminescent proteins,https://www.hindawi.com/journals/cmmm/2021/6664362/,75,2021
gradient boosted trees,developmental biology,Cross-prediction-powered inference,https://www.pnas.org/doi/abs/10.1073/pnas.2322083121,2,2024
gradient boosted trees,developmental biology,A predictive algorithm using clinical and laboratory parameters may assist in ruling out and in diagnosing MDS,https://ashpublications.org/bloodadvances/article-abstract/5/16/3066/476533,13,2021
gradient boosted trees,developmental biology,Identifying longevity associated genes by integrating gene expression and curated annotations,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1008429,8,2020
gradient boosted trees,developmental biology,Interpreting tree ensemble machine learning models with endoR,https://journals.plos.org/ploscompbiol/article?id=10.1371/journal.pcbi.1010714,2,2022
gradient boosted trees,developmental biology,Laboratory earthquake forecasting: A machine learning competition,https://www.pnas.org/doi/abs/10.1073/pnas.2011362118,71,2021
