Accession,id,anticons,de_tool
GSE120600,GSE120600_c2c12_mrnaseq_diffexpr-results_TNF_vs_control.csv.gz,1,deseq2
GSE120601,GSE120601_edgeR.txt.gz,1,edger
GSE120602,GSE120602_plusCipro.vs.minusCipro.txt.gz,0,deseq
GSE120612,GSE120612_THP1_Etoposide_Deseq2.csv.gz,0,deseq2
GSE120653,GSE120653_TREE1OEvsShoot_2.0.1.gene_exp.diff.gz,0,cuffdiff
GSE120689,GSE120689_Diff_expressed_genes.csv.gz,0,deseq2
GSE120708,GSE120708_WT1_delta_mice.txt.gz,0,cuffdiff
GSE120712,GSE120712_WT1_LTP_90min.txt.gz,1,cuffdiff
GSE120725,GSE120725_table_zero_mM_K_vs_control.txt.gz,1,edger
GSE120820,GSM3416397_WT_All_Gene.txt.gz from GSE120820_RAW.tar,0,cuffdiff
GSE120829,sheet-Gene_Expression from GSE120829_T_vs_C_detail.xlsx,0,unknown
GSE120833,sheet-WT_All_Gene from GSE120833_RAW.tar,0,cuffdiff
GSE120836,sheet-DCM_over_Control_noncoding from GSE120836_RNASeq-DCM_vs_Control.xlsx.gz,1,edger
GSE120844,GSE120844_DEG_IFNG_POMIFNG.txt.gz,0,cuffdiff
GSE120861,GSE120861_all_deg_results.at_scale.txt.gz,1,sleuth
GSE120863,GSE120863_sham_DHCA_striatum_mRNA_seq.txt.gz,0,deseq2
GSE120874,GSE120874_deSeq2_KO_vs_WT.txt.gz,0,deseq2
GSE120889,sheet-B728a-yedQ-yhjH_RNA_seq_analyze from GSE120889_B728a-yedQ-yhjH_RNA_seq_analyzed.xlsx,0,cuffdiff
GSE120921,GSE120921_circRNA.txt.gz,0,unknown
GSE120954,sheet-gene_exp.diff from GSE120954_NH7_8_vs_NH5_6_diff_exp.xlsx,0,cuffdiff
GSE120986,GSE120986_E16.5_condition.DESeq2_results_allgenes.csv.gz,0,deseq2
GSE120996,sheet-raw data from GSE120996_fold-change.xlsx,1,edger
GSE121040,GSE121040_PER_Control_swiss_albino-DE_EdgeR.txt.gz,1,edger
GSE121045,GSE121045_ArvsNAr_complete.txt.gz,0,deseq
GSE121046,GSE121046_nr4Avsunc22_RNAi_head_collapsedisoforms_baseMeanAavg_lessthan100deleted_forGEO.txt.gz,0,deseq
GSE121051,GSE121051_AG_saline_LPS_ID.txt.gz,1,unknown
GSE121074,GSE121074_pH5AA_vs_ph5_AA_FLUC.txt.gz,0,partek
GSE121076,GSE121076_Cpa3cre_vs_Cpa3CremiR9_final_results.txt.gz,1,unknown
GSE121092,GSE121092_nanep-rnaseq-diffExp-U87.tab.gz,0,deseq2
GSE121099,GSE121099_DiffOutput_SetD5Neurons.csv.gz,0,unknown
GSE121104,GSE121104_CufflinksResults_Head_X_Body.txt.gz,0,cuffdiff
GSE121110,GSE121110_CN-VS-PA.PossionDis_Method.GeneDiffExp.txt.gz,0,unknown
GSE121120,GSE121120_ko-vs-wt_res.all.tab.gz,0,deseq2
GSE121173,GSE121173_gene_exp.diff.txt.gz,1,cuffdiff
GSE121176,sheet-results_Wt_vs_EV from GSE121176_results_Wt_vs_EV.xlsx,0,deseq2
GSE121213,GSE121213_Pax6_Mutants_E16_Neocortex.txt.gz,0,unknown
GSE121214,GSE121214_Processed_data_Dlx12_mut.txt.gz,0,unknown
GSE121222,GSE121222_Colvs35SARF18-OE-2.GeneDiffExp.txt.gz,0,unknown
GSE121223,GSE121223_CRC_CTL_KO_DESeq2.tsv.gz,0,deseq2
GSE121241,GSE121241_Differential_Gene_Expression_CuffDiff.txt.gz,0,cuffdiff
GSE121243,sheet-rhlR_RNA_seq_analyzed from GSE121243_rhlR_RNA_seq_analyzed.xlsx,0,deseq2
GSE121272,GSE121272_1481_12hr-vs-DMSO_Voom_noFilter.xls.txt.gz,0,limma
GSE121278,sheet-deSeq2_8W_vs_6W.txt from GSE121278_DeSeq2_Processed_Data.xlsx,0,deseq2
GSE121304,GSE121304_DexSeq.CTL.vs.GFP_TRA.csv.gz,0,dexseq
GSE121319,GSE121319_tmm_PC3_Control_vs_GPRC5AKO.txt.gz,0,unknown
GSE121320,sheet-C_25_diff.txt from GSE121320_TMM_method.xlsx,0,unknown
GSE121340,sheet-attr_table.biotypes from GSE121340_SupplementaryData1_RNA-Seq_HFD--CD_.xlsx,0,cuffdiff
GSE121341,sheet-Ark1 from GSE121341_SupplementaryData2_RNA-Seq_AL--FA_.xlsx,0,cuffdiff
GSE121342,sheet-attr_table.biotypes from GSE121342_SupplementaryData6_RNA-Seq_Ad-MAFG--Ad-CMV_.xlsx,0,cuffdiff
GSE121343,sheet-Ark1 from GSE121343_SupplementaryData8_RNA-Seq_SCR_LNA_CD--SCR_LNA_HFD_.xlsx,0,cuffdiff
GSE121344,sheet-Sheet1 from GSE121344_SupplementaryData5_RNA-Seq_HS_T2D--OBESE--LEAN_masked.xlsx,0,cuffdiff
GSE121345,GSE121345_Tissue_Profiling_DIETERICH_gene_exp.diff.txt.gz,0,cuffdiff
GSE121410,sheet-Unfiltered from GSE121410_ALL_DESeq2.xlsx,0,deseq2
GSE121428,GSE121428_RNA-seq_del0.4Mbd11hNCCh_vs_WTd11hNCC.txt.gz,0,unknown
GSE121448,GSE121448_mattarollo_rna_DE_Eumyc_vs_WT_results.fpm3.FDR0.05.csv.gz,1,deseq2
GSE121508,GSE121508_set2.OP50.PA14.out.csv.gz,1,unknown
GSE121509,sheet-alldetected (14).csv from GSE121509_R24.control.sams.xlsx,1,unknown
GSE121510,sheet-alldetected (8).csv from GSE121510_37.control.set16.xlsx,0,unknown
GSE121515,GSE121515_HMCES_EDGER.txt.gz,0,edger
GSE121519,GSE121519_DESeq2.txt.gz,0,deseq2
GSE121535,sheet-pum2rnaseq_DESeq2_results-with- from GSE121535_RNA-Seq_normalized_counts.xlsx,1,deseq2
GSE121569,GSE121569_dexseq-all.csv.gz,0,dexseq
GSE121591,GSE121591_IgG_vs_Untreated_UP_GO_Biological_Process_2018_table.txt.gz,0,unknown
GSE121607,GSE121607_limma_DEG_N1-Control_all_genes.txt.gz,1,limma
GSE121629,GSE121629_topTable_sp_ma_vs_sp_mo.txt.gz,1,limma
GSE121659,sheet-EHP_vs_BLM from GSE121659_Deseq_results.xlsx,1,deseq2
GSE121674,GSE121674_Alterations_in_Gene_Expresion_in_Arabidopsis_thalliana_Expressing_ISPS.csv.gz,0,limma
GSE121675,GSE121675_Alterations_in_Gene_Expression_in_Nicotiana_tabacum_Expressing_ISPS.csv.gz,1,limma
GSE121685,GSE121685_edgeR_sorted_E2.txt.gz,0,edger
GSE121694,GSE121694_Combo_vs._Iso.csv.gz,0,unknown
GSE121697,GSE121697_Cufflinks_FPKMs_and_TukeyHSD_results.txt.gz,0,cuffdiff
GSE121717,GSE121717_ExpressionArray_shSOX10_LN229_CRISPRi_limma_results_table.txt.gz,0,limma
GSE121720,GSE121720_RNAseq_subtype_signature_gene_analysis_limma_model_results.txt.gz,1,limma
GSE121725,sheet-Sheet1 from GSE121725_Transcript_differential_expression.xlsx,0,edger
GSE121728,sheet-results from GSE121728_6_months_induction_with_GFP-.xlsx,1,deseq2
GSE121739,GSE121739_Atm_Rag2ccp53vsWT.genes.txt.gz,0,deseq2
GSE121749,GSE121749_DESeq2_shRai1_TTX_vs_shRai1_Veh.txt.gz,0,deseq2
GSE121790,GSE121790_HEC1A_GFPneg_vs_HEC1A_control.csv.gz,0,deseq2
GSE121794,GSE121794_Results_Adult_Skin_Teff_vs_Tregs.csv.gz,0,edger
GSE121795,GSE121795_ResultsDESeqpaired.csv.gz,0,deseq2
GSE121797,sheet-NC_007795_transcripts from GSE121797_SI-3Bvs3A.xls.gz,0,rockhopper
GSE121809,sheet-NUC_WT_vs_NUC_KO_Differential_E from GSE121809_NUC_WT_vs_NUC_KO_Differential_Expression.xlsx,0,unknown
GSE121832,GSE121832_C_4.4.VS.4.0-all_genes.txt.gz,1,edger
GSE121833,GSE121833_C_5.5.VS.5.0-all_genes.txt.gz,1,edger
GSE121834,GSE121834_C_9.1.VS.9.0-all_genes.txt.gz,1,edger
GSE121858,GSE121858_MNU-Cre-v-MNU-WT-P005_FC1.5_FPKM1.txt.gz,0,unknown
GSE121863,GSE121863_T1D-ND-DEBrowser_output.txt.gz,0,deseq2
GSE121888,GSE121888_DESep_output_results.csv.gz,0,deseq2
GSE121911,sheet-Sheet1 from GSE121911_SFTS_Ferret_DEG.xlsx,0,clc genomics
GSE121920,GSE121920_s105_L4vsN2_L4.Differential_analysis_results.xls.gz,0,unknown
GSE121952,GSE121952_HepG2_shMETTL14_RiboDiff_Differential_Translation_Efficiency.txt.gz,0,unknown
GSE121955,sheet-CycA_vs_GFP from GSE121955_CycA_vs_GFP.xlsx.gz,0,deseq2
GSE121956,sheet-SG_vs_BD from GSE121956_SG_vs_BD.xlsx.gz,0,deseq2
GSE121980,sheet-tRNA 1 dpi from GSE121980_596B_GEO_PROCESSED_TRNA_MRNA.xlsx,0,deseq2
GSE121989,GSE121989_counts.48hpf_tet23DMvsWT.txt.gz,0,deseq2
GSE122015,sheet-DE analysis results from GSE122015_Supplementary_Material_File_S1.xlsx,1,deseq2
GSE122033,GSE122033_DESeq2_lncRNAs_EP_Islets.csv.gz,0,deseq2
GSE122045,GSE122045_VCAN-AN_vs_Control-C57_deseq_118473_1276.txt.gz,0,deseq2
GSE122047,sheet-WT-vs-hda6_hda9.genes.annot from GSE122047_WT-vs-hda6_hda9.genes.annot.xlsx,0,unknown
GSE122064,sheet-total Comp-Wt from GSE122064_Deseq2_totRNA_DRsaI.xlsx,1,deseq2
GSE122065,sheet-MS2RsaImut4vsMS2contr.comp-anno from GSE122065_Deseq2_MS2_all_samples.xlsx,1,deseq2
GSE122089,GSE122089_all.counts.1612297_vs_1605272.edgeR_all.xls.gz,0,edger
GSE122095,GSE122095_N-VS-W.DEGseq_Method.GeneDiffExp.txt.gz,1,degseq
GSE122099,GSE122099_ATXN1_82Q_Tg_Inferior_Olive_5weeks.txt.gz,0,cuffdiff
GSE122101,sheet-All genes from GSE122101_List_of_genes_differentially_expressed_by_Ssu72_depletion_ES_cells_.xlsx,0,cuffdiff
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,0,deseq
GSE122157,sheet-TAMVsNcaph2.genes_de.tsv from GSE122157_TAMVsNCaph2.genes_de.xlsx,0,deseq
GSE122193,GSE122193_hUCMSC_mock-hUCMSC_MR766_48hpi.genes.xls.gz,0,edger
GSE122210,sheet-DMSO_vs_CKBA.diff.exp.annot from GSE122210_DMSO_vs_CKBA.diff.exp.annot.xls.gz,0,unknown
GSE122235,GSE122235_cuffdiff_results.txt.gz,0,cuffdiff
GSE122249,GSE122249_DESeq-PRC-vs-PRO.txt.gz,0,deseq
GSE122253,GSE122253_M40-M418.gene_exp.diff.gz,0,cuffdiff
GSE122264,GSE122264_diffexpr-results.PHF2.csv.gz,1,deseq2
GSE122292,sheet-Sheet1 from GSE122292_RNAseq_Nelfb_KO_expression_summary.xlsx,0,unknown
GSE122343,GSE122343_res.genes.pituitary.csv.gz,0,deseq
GSE122349,GSE122349_res.genes.fat.csv.gz,1,deseq
GSE122393,sheet-Expression Browser from GSE122393_LG_MF_E18.5_Expression_Browser_Raw.xlsx,0,seurat
GSE122405,GSE122405_hm_deseq.csv.gz,0,deseq
GSE122409,GSE122409_Degust_Voom_Limma_-_IL23_expansion.csv.gz,1,limma
GSE122412,GSE122412_all.csv.gz,0,deseq2
GSE122416,GSE122416_A5SS.MATS.JCEC_copy.txt.gz,0,unknown
GSE122440,sheet-Table_S6 from GSE122440_Patten_TableS6.xlsx.gz,1,deseq2
GSE122459,sheet-DESeq2 analysis from GSE122459_normalized_genes_all_samples.xlsx.gz,0,deseq2
GSE122470,GSE122470_foxo_vs_5905_female_head.csv.gz,1,deseq2
GSE122483,GSE122483_ren_gene.description.txt.gz,1,unknown
GSE122486,GSE122486_G510_SOCS3KO_DESeq2.txt.gz,0,deseq2
GSE122544,GSE122544_N2OP50_vs_N2PA14.deseq.results.significant.csv.gz,1,deseq2
GSE122554,GSE122554_cuffdiff_iron_phosphorus.diff.gz,0,cuffdiff
GSE122566,sheet-iAsF0 from GSE122566_iAs_F0_2.5ppm_Gas_RNAseq.xlsx,0,deseq2
GSE122572,GSE122572_RNA-seq_VCaP_siNON-vs-siBCOR_EtOH-vs-DHT.txt.gz,0,edger
GSE122629,sheet-1448A-rhpS-KB from GSE122629_RhpR_and_RhpRS_RNA-seq_analyzed.xlsx,0,cuffdiff
GSE122655,GSE122655_genes.counts.matrix.Mock_vs_Nef.edgeR.DE_results.txt.gz,0,edger
GSE122665,GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,0,unknown
GSE122679,sheet-Sheet1 from GSE122679_cufflinks_HNPC_v_GBM_comparison.xlsx,0,cuffdiff
GSE122710,sheet-Sheet1 from GSE122710_genelist.xlsx,1,partek
GSE122715,GSE122715_E14vsP24KO.txt.gz,0,deseq2
GSE122717,sheet-Sheet1 from GSE122717_WT_cmd1_RNA_seq_FPKM_all.xlsx,0,edger
GSE122724,GSE122724_Synapt_Genes_proteinCoding_DE.tsv.gz,0,deseq2
GSE122726,sheet-MigR_VS_RevA from GSE122726_processed_193.xlsx,0,deseq2
GSE122751,GSE122751_Partek_U_24h_vs_C7_24h_Gene_Diff.txt.gz,0,partek
GSE122753,GSE122753_RNA_seq_Tam_Dox_vs_WT_mESC.txt.gz,0,cuffdiff
GSE122767,sheet-Differential Expression from GSE122767_Differential_expression__RNA_seq_data_for_Garcia_et_al.xlsx,0,edger
GSE122791,sheet-DEseq_Samples27-28 over 25-26 from GSE122791_TableS4_DEseq_GFP_vs_KLF4.xlsx.gz,1,deseq2
GSE122796,GSE122796_Gene_Levels.txt.gz,0,unknown
GSE122812,sheet-All_23997 from GSE122812_1.shLacZ-1_shLacZ-2_shLacZ-3.vs.shAmd1-2_shAmd1-3_shAmd1-4.xlsx,0,cuffdiff
GSE122816,GSE122816_DE_ps.csv.gz,0,deseq2
GSE122832,GSE122832_Differential_expression_GIC_wt_KDM4C_KD.txt.gz,0,deseq2
GSE122834,GSE122834_processed_data.txt.gz,1,deseq2
GSE122875,GSE122875_sphere_dge_results.csv.gz,1,unknown
GSE122900,GSE122900_known_gene_counts.csv.gz,0,deseq2
GSE122941,GSE122941_genes.edgeR_results.txt.gz,1,edger
GSE122950,sheet-Control_vs_Treated from GSE122950_isoform_exp_diff.xls.gz,0,unknown
GSE122951,sheet-merged from GSE122951_IK_OP9_vs_WT_OP9.xls.gz,0,deseq2
GSE122990,GSE122990_DEseq_ARC7-ARC10-ARC16_ARM4-ARM5-ARM6_DEG_list_1_.csv.gz,0,deseq
GSE122991,GSE122991_DEseq_AD5-AD64-AD38-AD24_AD2-AD10-AD26-AD50_DEG_list.csv.gz,1,deseq2
GSE122992,GSE122992_DEseq_AR6-AR7-AR13-AR19_AR8-AR9-AR17-AR24_DEG_list.csv.gz,0,deseq
GSE122995,sheet-CPM from GSE122995_RNA160603DE_Counts_and_Analysis.xlsx.gz,0,edger
GSE123002,sheet-KOvsWT.SRSF3 from GSE123002_DGE_KOvsWT.SRSF3.xlsx.gz,1,sleuth
GSE123017,GSE123017_RPE1_gene_exp_diff.csv.gz,0,cuffdiff
GSE123019,GSE123019_Ctr_vs_cKO.diff.exp.xls.annot.xls.gz,0,unknown
GSE123068,GSE123068_metaseqr_all_out_Empty_vs_Wnt.txt.gz,0,deseq
GSE123101,GSE123101_TDG_KO_vs_WT_gene_exp_diff.txt.gz,0,cuffdiff
GSE123118,GSE123118_deseq_Y55.csv.gz,1,deseq2
GSE123126,GSE123126_Galaxy173-DESeq2_DEgenes_brafvbrafpi3k.tab.gz,0,deseq2
GSE123138,GSM3496281_wt-log2fc.txt.gz from GSE123138_RAW.tar,0,degseq
GSE123144,GSM3496282_swd22D-log2fc.txt.gz from GSE123144_RAW.tar,0,degseq
GSE123152,GSE123152_lettuce.txt.gz,0,cuffdiff
GSE123186,GSE123186_Lanno_et_al_2018_Cuffdiff.txt.gz,0,cuffdiff
GSE123195,GSE123195_WTm_vs_SLm_comparisons.csv.gz,0,cuffdiff
GSE123267,GSE123267_reduced_vs_basal.txt.gz,1,deseq2
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,0,cuffdiff
GSE123282,GSE123282_NanoTi_E1_processed_data.csv.gz,0,edger
GSE123290,sheet-Sheet1 from GSE123290_GEO_Submission_RNA_seq.xlsx,0,unknown
GSE123296,GSE123296_gene_exp.diff3.txt.gz,0,cuffdiff
GSE123300,GSE123300_between_before_and_8wk.after.txt.gz,1,unknown
GSE123303,sheet-RPKM from GSE123303_dgat1_RNAseq_expressiondata.xls.gz,0,clc genomics
GSE123341,GSE123341_EdgeR_DE_results_WT_vs_SOX10FF.txt.gz,0,edger
GSE123369,GSE123369_MSL-VS-PSL.DEseq2_Method.GeneDiffExp.txt.gz,0,deseq2
GSE123372,GSE123372_gene_data_table_113018_geo.tsv.gz,0,edger
GSE123374,GSE123374_gvsd.Differential_analysis_results.xls.gz,1,unknown
GSE123381,GSE123381_Gene_expression_ctrl_drought_PS_cultivar.txt.gz,0,cuffdiff
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,1,deseq2
GSE123417,sheet-differential expression of gene from GSE123417_differential_expression_Jayavelu_etal.xlsx,1,unknown
GSE123440,sheet-WT_vs_Scn5aHET from GSE123440_Scn5a_RE6-9_RNA-seq_counts.xlsx,0,deseq2
GSE123459,sheet-CWTvsVWT_0FC from GSE123459_WTCvsWTV.xlsx,1,deseq2
GSE123462,GSE123462_hepatocyte_polarization_system_counts_and_DE.csv.gz,1,edger
GSE123514,GSE123514_DESeq2_out_ERCC_MEF_Dp1Tyb_vs_WT.txt.gz,0,deseq2
GSE123529,sheet-PMS.edgeR.DEG.all.Annotation from GSE123529_PMS.edgeR.DEG.all.Annotation.xls.gz,0,edger
GSE123531,GSE123531_J_188vsJ_N2.Differential_analysis_results.txt.gz,0,unknown
GSE123533,GSE123533_pos_over_neg.txt.gz,1,unknown
GSE123547,sheet-sheet1 from GSE123547_RNAseq_logFC_cafNCMmcnfNCM.xlsx.gz,1,limma
GSE123554,sheet-Sheet1 from GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx,0,cuffdiff
GSE123561,GSE123561_gene_exp_morc_wt.diff.gz,0,cuffdiff
GSE123564,GSE123564_patient_vs_healthy_Riboseq.csv.gz,1,deseq2
GSE123636,GSE123636_C59D2_vs_C59_DeSeq2.txt.gz,0,deseq2
GSE123656,sheet-Gene differential expression from GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,0,unknown
GSE123669,GSE123669_HDN_vs_Naive_DEG.csv.gz,1,deseq2
GSE123681,sheet-shTDG_All_Genes from GSE123681_shTDG_gene_expression_table.xls.gz,0,deseq2
GSE123752,sheet-Gene_level_TAXsiDDX5.17vsCtrl from GSE123752_differential_gene_expression_level.xlsx,0,deseq2
GSE123771,sheet-GFPvsTdT_results from GSE123771_GFPvsTdT_results.xlsx,1,deseq2
GSE123773,sheet-LOF_results from GSE123773_LOF_results.xlsx,1,deseq2
GSE123777,sheet-1 from GSE123777_7072_vs_DMSO.CLL4.xlsx,0,deseq2
GSE123807,GSE123807_G007MEKi-MEKi.txt.gz,1,deseq2
GSE123809,GSE123809_Ion_029_036_Yoshimoto_RNAseq_processedData_02162016.txt.gz,1,edger
GSE123815,sheet-IWR_vs_DMSO.DESeq2_comparison from GSE123815_IWR1_vs_DMSO_DESeq2_Foldchange_FPKM.xlsx,1,deseq2
GSE123826,sheet-Veerle from GSE123826_Veerle.xlsx,0,clc genomics
GSE123836,GSE123836_WT_vs_Myf6KO_DiffExpr.tsv.gz,0,deseq2
GSE123846,GSE123846_deseq_rpd3s418a.csv.gz,0,deseq2
GSE123860,GSE123860_A549_shMUC1_v_vector.deseq.csv.gz,0,deseq2
GSE123881,GSE123881_healthy_colon.txt.gz,0,deseq2
GSE123901,GSE123901_all_comparisons.txt.gz,1,limma
GSE123909,sheet-ANOVA Truly R vs S PBS 10-10-18 from GSE123909_ANOVA_Truly_RvsS_Untx_10-10-18.xlsx,0,partek
GSE123916,GSE123916_D300-over-NTG.processed.txt.gz,1,limma
GSE123933,GSE123933_DESEQ2_Transcripts_IPx.txt.gz,0,deseq2
GSE123976,sheet-Unfiltered from GSE123976_HF.v.NF_DESeq2.xlsx,0,deseq2
GSE123999,sheet-DE_analysis from GSE123999_ILMN_176_190_mRNAseq_STAR_featureCoutns_edgeR_20171220.xlsx,0,edger
GSE124117,GSE124117_WT-NC_vs_WT-PTUt3.gene_exp.txt.gz,0,cuffdiff
GSE124123,sheet-results.txt from GSE124123_11844R_Treat_vs_Control_gender.xlsx,1,deseq2
GSE124144,GSE124144_SupplementalTablePolyIC.txt.gz,0,cuffdiff
GSE124146,GSE124146_ctlvshdac2_Genes_DE_results.tsv.gz,0,deseq
GSE124161,GSE124161_G6_TvsG6_C.Differential_analysis_results.txt.gz,0,unknown
GSE124190,GSE124190_GMP_RNAseq.txt.gz,0,unknown
GSE124206,sheet-For GEO from GSE124206_W83_Gal_processed_file_122018.xlsx,1,rockhopper
GSE124209,GSE124209_DESeq2_ATG12KO_vs_ATG12FF_annotated.csv.gz,1,deseq2
GSE124211,GSE124211_limma_DEG_Ectopic-Control_all_genes.txt.gz,1,limma
GSE124221,GSE124221_POE-siPool1_vs_POE-Control.txt.gz,0,deseq2
GSE124254,GSE124254_rnaSeq_DeseqResults.csv.gz,0,deseq2
GSE124301,GSE124301_Expression_File-rbpl_vs_WT.txt.gz,0,clc genomics
GSE124304,GSE124304_ReadCounts_DeSeqRes.csv.gz,0,deseq2
GSE124314,GSE124314_2018.03.26.uvOnly-SAonly.txt.gz,1,edger
GSE124317,GSE124317_RNA-Seq.SWD2_all_genes.tsv.gz,0,deseq2
GSE124324,sheet-Sheet1 from GSE124324_processeddata_matrix_ShhRNAseq.xlsx,0,cuffdiff
GSE124337,GSE124337_ProcessedDataMatrix.txt.gz,0,edger
GSE124341,GSE124341_MTB_MTB_ESX1.txt.gz,0,deseq
GSE124357,sheet-1 from GSE124357_SmDe_1.xlsx,0,deseq2
GSE124369,GSE124369_iBALT_subsets_degust_Voom_Limma.csv.gz,1,limma
GSE124372,GSE124372_Galaxy341-N2-OP50-OG1RF.tabular.txt.gz,0,cuffdiff
GSE124392,GSE124392_DiffGenes.D16MAFBeGFP+_vs_D28MAFBeGFP+.txt.gz,0,deseq2
GSE124397,sheet-RRM12 15H from GSE124397_RRM12.xlsx,0,unknown
GSE124409,GSE124409_fpkm_DESeq2_output.txt.gz,0,deseq2
GSE124427,GSE124427_chipseq_DiffBind_H3K4me3_FvsM.txt.gz,0,unknown
GSE124504,GSE124504_Ax_foxo_vs_5905_female_muscle.csv.gz,1,deseq2
GSE124510,GSE124510_ctrl_MM1s_vs_10_E7107_MM1s_results_deseq2_counts.csv.gz,0,deseq2
GSE124525,GSE124525_deseqall.results.hscg.hsct.txt.gz,0,deseq
GSE124526,GSE124526_siRNA-NC_3_reps_vs._siRNA-PiHL_3_reps.xls.gz,1,edger
GSE124544,sheet-gene_exp from GSE124544_DKO_vs_WT.xlsx,0,cuffdiff
GSE124548,sheet-AllData from GSE124548_AllData_170308_RNAseq_Kopp_Results.xlsx,1,unknown
GSE124558,GSE124558_MNase_TE.txt.gz,0,unknown
GSE124586,GSE124586_OHC.Vs.24HE_Allgenes.txt.gz,1,unknown
GSE124592,GSE124592_Counts_and_DGE_results_TRAP.txt.gz,0,deseq2
GSE124622,GSE124622_Adriamycin_vs_Control_deseq_30164_196.txt.gz,0,deseq2
GSE124624,GSE124624_Log2_fold_changes.txt.gz,0,deseq2
GSE124636,GSE124636_RNA-seq_A549_siNON-vs-siIRF2BP2_EtOH-vs-dex-vs-TNF-vs-DT.txt.gz,0,edger
GSE124643,sheet-DMSO_vs_112.deseq from GSE124643_DMSO_vs_112.deseq.xls.gz,0,deseq2
GSE124655,GSE124655_Cuffdiff_TamR_siNS_siEPAS1-3.txt.gz,0,cuffdiff
GSE124658,GSE124658_MCF7-PTENshRNA_vs_NTshRNA-DEGs.txt.gz,0,deseq2
GSE124664,sheet-71QvsWT from GSE124664_HD_71Q_109Q_DESeq2.xls.gz,0,deseq2
GSE124726,sheet-48w_CRB from GSE124726_Table_CRB_totRNA.xlsx.gz,0,edger
GSE124729,GSE124729_NfixKOvWT_gene_exp.diff.gz,0,cuffdiff
GSE124745,GSE124745_Tug1_Tissues_Testes.csv.gz,1,unknown
GSE124753,GSE124753_Gene_expression_count_and_description.csv.gz,0,unknown
GSE124757,GSE124757_180409.siRNA.R11.Count.Limma.Individual.Single.Interaction.LogFC.Gene.Description.R11.Paired.0.6h.csv.gz,0,limma
GSE124761,GSE124761_edgeR_siCTR_t12_relative_to_t0_QLF-test_filtered_1cpm_3rep.csv.gz,1,edger
GSE124771,sheet-genes_exp_TPM_ann_all.txt from GSE124771_cDC1_vs_IL10_genes_exp_TPM_ann_all.xls.gz,0,deseq2
GSE124789,sheet-P2 from GSE124789_Conv_v_MAP_DeSeq2.xlsx.gz,1,deseq2
GSE124812,GSE124812_Col_vs_lsm8_20.bins_du_psi_pir.tab.gz,0,edger
GSE124919,GSE124919_C437G_DexEffect_MEFs_unfiltered_DESeq.txt.gz,0,deseq2
GSE124924,GSE124924_frt82_w-VS-m2-73_w.DEseq2_Method.GeneDiffExp.xls.gz,0,deseq2
GSE124936,GSE124936_Count_Expression_Data.txt.gz,0,edger
GSE124963,sheet-All data from GSE124963_MOLM14_RNA-Seq.xlsx,0,deseq2
GSE124986,GSE124986_L2-VS-L5.DEseq2_Method.GeneDiffExp.xls.gz,0,deseq2
GSE125010,GSE125010_RPKM_values_for_ALL_samples.txt.gz,1,unknown
GSE125011,GSE125011_RPKM_values_for_ALL_samples.txt.gz,1,unknown
GSE125017,GSE125017_edgeR.output.csv.gz,1,edger
GSE125022,GSE125022_List_all-genes_RNAseq_PGS-ANOVA_Keloid-vs-ctrl_no-filter.txt.gz,0,partek
GSE125023,sheet-Sheet1 from GSE125023_Normalized_Counts.xlsx,0,unknown
GSE125036,GSE125036_Control_LPS_vs_Dropout_LPS_BM.htseq.edgeR.txt.gz,1,edger
GSE125052,GSE125052_diff_exp_deseq2_ru226vsdmso.xls.gz,0,deseq2
GSE125073,sheet-core_table from GSE125073_RPKM_values_for_ALL_samples.xlsx,1,unknown
GSE125090,GSE125090_Ub6GG_v_ctrl.txt.gz,0,edger
GSE125092,GSE125092_KO-IFT88_vs_WT-IFT88.txt.gz,0,deseq2
GSE125110,GSE125110_diff_exp_genes_padj.tsv.gz,1,deseq2
GSE125125,GSE125125_bs_control_fus_ko_wt_gene.tsv.gz,1,sleuth
GSE125150,GSE125150_diffexp_summary.csv.gz,1,unknown
GSE125152,GSE125152_HOPX_KD.txt.gz,1,partek
GSE125159,GSE125159_rna_wt.264.3205_60.txt.gz,0,deseq2
GSE125167,GSE125167_Control_2days_diff_Vs_Undiff.tsv.gz,0,unknown
GSE125178,GSE125178_Piccolis_RNAseq_processed_n1_n2_n5_n6_n7.txt.gz,0,cuffdiff
GSE125228,GSE125228_GSA_results_root.txt.gz,1,partek
GSE125242,GSE125242_processed_data.txt.gz,0,unknown
GSE125276,sheet-DESeq2_res_all_new.txt from GSE125276_DESeq2_final_new.xls.gz,0,deseq2
GSE125282,sheet-all_genes_fold_changes_CC36TM9_ from GSE125282_CC36_all_genes_fold_changes_shTMED9_vs_CTH_Vector_alone.xlsx,0,edger
GSE125303,sheet-core_table from GSE125303_RNA-abundance_values_for_ALL_samples.xlsx,1,unknown
GSE125332,GSE125332_rtg3_vs_WT_in_myriocin_genes.txt.gz,1,unknown
