Accession,id,anticons,model
GSE121790,GSE121790_HEC1A_GFPneg_vs_HEC1A_control.csv.gz,0,illumina hiseq 2500
GSE121794,GSE121794_Results_Adult_Skin_Teff_vs_Tregs.csv.gz,0,illumina hiseq 2500
GSE121795,GSE121795_ResultsDESeqpaired.csv.gz,0,illumina hiseq 2500
GSE121809,sheet-NUC_WT_vs_NUC_KO_Differential_E from GSE121809_NUC_WT_vs_NUC_KO_Differential_Expression.xlsx,0,nextseq 500
GSE121832,GSE121832_C_4.4.VS.4.0-all_genes.txt.gz,1,illumina novaseq 6000
GSE121833,GSE121833_C_5.5.VS.5.0-all_genes.txt.gz,1,illumina novaseq 6000
GSE121834,GSE121834_C_9.1.VS.9.0-all_genes.txt.gz,1,illumina novaseq 6000
GSE121863,GSE121863_T1D-ND-DEBrowser_output.txt.gz,0,nextseq 500
GSE121911,sheet-Sheet1 from GSE121911_SFTS_Ferret_DEG.xlsx,0,illumina hiseq 2500
GSE121920,GSE121920_s105_L4vsN2_L4.Differential_analysis_results.xls.gz,0,illumina hiseq 2000
GSE121952,GSE121952_HepG2_shMETTL14_RiboDiff_Differential_Translation_Efficiency.txt.gz,0,illumina hiseq 4000
GSE121955,sheet-CycA_vs_GFP from GSE121955_CycA_vs_GFP.xlsx.gz,0,nextseq 500
GSE121956,sheet-SG_vs_BD from GSE121956_SG_vs_BD.xlsx.gz,0,nextseq 500
GSE121980,sheet-tRNA 1 dpi from GSE121980_596B_GEO_PROCESSED_TRNA_MRNA.xlsx,0,illumina hiseq 4000
GSE122015,sheet-DE analysis results from GSE122015_Supplementary_Material_File_S1.xlsx,1,illumina hiseq 2500
GSE122033,GSE122033_DESeq2_lncRNAs_EP_Islets.csv.gz,0,illumina hiseq 2000
GSE122045,GSE122045_VCAN-AN_vs_Control-C57_deseq_118473_1276.txt.gz,0,illumina hiseq 2500
GSE122047,sheet-WT-vs-hda6_hda9.genes.annot from GSE122047_WT-vs-hda6_hda9.genes.annot.xlsx,0,illumina hiseq 2500
GSE122064,sheet-total Comp-Wt from GSE122064_Deseq2_totRNA_DRsaI.xlsx,1,illumina hiseq 2500
GSE122065,sheet-MS2RsaImut4vsMS2contr.comp-anno from GSE122065_Deseq2_MS2_all_samples.xlsx,1,illumina miseq
GSE122089,GSE122089_all.counts.1612297_vs_1605272.edgeR_all.xls.gz,0,illumina hiseq 2500
GSE122095,GSE122095_N-VS-W.DEGseq_Method.GeneDiffExp.txt.gz,1,illumina hiseq 2000
GSE122099,GSE122099_ATXN1_82Q_Tg_Inferior_Olive_5weeks.txt.gz,0,illumina hiseq 2500
GSE122101,sheet-All genes from GSE122101_List_of_genes_differentially_expressed_by_Ssu72_depletion_ES_cells_.xlsx,0,illumina hiseq 2000
GSE122139,GSE122139_DEseq_SW001_SW002_DEG_list.csv.gz,0,illumina hiseq 2000
GSE122193,GSE122193_hUCMSC_mock-hUCMSC_MR766_48hpi.genes.xls.gz,0,illumina hiseq 2500
GSE122210,sheet-DMSO_vs_CKBA.diff.exp.annot from GSE122210_DMSO_vs_CKBA.diff.exp.annot.xls.gz,0,hiseq x ten
GSE122235,GSE122235_cuffdiff_results.txt.gz,0,illumina hiseq 3000
GSE122253,GSE122253_M40-M418.gene_exp.diff.gz,0,nextseq 500
GSE122264,GSE122264_diffexpr-results.PHF2.csv.gz,1,illumina hiseq 2500
GSE122292,sheet-Sheet1 from GSE122292_RNAseq_Nelfb_KO_expression_summary.xlsx,0,illumina hiseq 2500
GSE122343,GSE122343_res.genes.pituitary.csv.gz,0,illumina hiscansq
GSE122349,GSE122349_res.genes.fat.csv.gz,1,illumina hiscansq
GSE122393,sheet-Expression Browser from GSE122393_LG_MF_E18.5_Expression_Browser_Raw.xlsx,0,illumina hiseq 4000
GSE122412,GSE122412_all.csv.gz,0,nextseq 500
GSE122416,GSE122416_A5SS.MATS.JCEC_copy.txt.gz,0,illumina hiseq 2500
GSE122483,GSE122483_ren_gene.description.txt.gz,1,illumina hiseq 2500
GSE122486,GSE122486_G510_SOCS3KO_DESeq2.txt.gz,0,nextseq 500
GSE122544,GSE122544_N2OP50_vs_N2PA14.deseq.results.significant.csv.gz,1,illumina hiseq 2500
GSE122554,GSE122554_cuffdiff_iron_phosphorus.diff.gz,0,illumina hiseq 2000
GSE122566,sheet-iAsF0 from GSE122566_iAs_F0_2.5ppm_Gas_RNAseq.xlsx,0,illumina hiseq 3000
GSE122655,GSE122655_genes.counts.matrix.Mock_vs_Nef.edgeR.DE_results.txt.gz,0,illumina miseq
GSE122665,GSE122665_PP6fl_flmKC_vs_cKOmKC.diff.exp.annot.txt.gz,0,illumina hiseq 4000
GSE122710,sheet-Sheet1 from GSE122710_genelist.xlsx,1,illumina hiseq 4000
GSE122717,sheet-Sheet1 from GSE122717_WT_cmd1_RNA_seq_FPKM_all.xlsx,0,hiseq x ten
GSE122724,GSE122724_Synapt_Genes_proteinCoding_DE.tsv.gz,0,illumina hiseq 2000
GSE122726,sheet-MigR_VS_RevA from GSE122726_processed_193.xlsx,0,nextseq 500
GSE122751,GSE122751_Partek_U_24h_vs_C7_24h_Gene_Diff.txt.gz,0,illumina hiseq 1500
GSE122753,GSE122753_RNA_seq_Tam_Dox_vs_WT_mESC.txt.gz,0,nextseq 500
GSE122767,sheet-Differential Expression from GSE122767_Differential_expression__RNA_seq_data_for_Garcia_et_al.xlsx,0,illumina hiseq 2500
GSE122796,GSE122796_Gene_Levels.txt.gz,0,illumina hiseq 2000
GSE122812,sheet-All_23997 from GSE122812_1.shLacZ-1_shLacZ-2_shLacZ-3.vs.shAmd1-2_shAmd1-3_shAmd1-4.xlsx,0,illumina novaseq 6000
GSE122816,GSE122816_DE_ps.csv.gz,0,illumina hiscansq
GSE122834,GSE122834_processed_data.txt.gz,1,hiseq x ten
GSE122875,GSE122875_sphere_dge_results.csv.gz,1,illumina hiseq 4000
GSE122900,GSE122900_known_gene_counts.csv.gz,0,nextseq 500
GSE122950,sheet-Control_vs_Treated from GSE122950_isoform_exp_diff.xls.gz,0,illumina hiseq 2000
GSE122951,sheet-merged from GSE122951_IK_OP9_vs_WT_OP9.xls.gz,0,illumina hiseq 2000
GSE122990,GSE122990_DEseq_ARC7-ARC10-ARC16_ARM4-ARM5-ARM6_DEG_list_1_.csv.gz,0,illumina hiseq 2000
GSE122991,GSE122991_DEseq_AD5-AD64-AD38-AD24_AD2-AD10-AD26-AD50_DEG_list.csv.gz,1,illumina hiseq 2000
GSE122992,GSE122992_DEseq_AR6-AR7-AR13-AR19_AR8-AR9-AR17-AR24_DEG_list.csv.gz,0,illumina hiseq 2000
GSE122995,sheet-CPM from GSE122995_RNA160603DE_Counts_and_Analysis.xlsx.gz,0,illumina hiseq 2500
GSE123019,GSE123019_Ctr_vs_cKO.diff.exp.xls.annot.xls.gz,0,illumina hiseq 4000
GSE123068,GSE123068_metaseqr_all_out_Empty_vs_Wnt.txt.gz,0,ion torrent proton
GSE123118,GSE123118_deseq_Y55.csv.gz,1,nextseq 500
GSE123126,GSE123126_Galaxy173-DESeq2_DEgenes_brafvbrafpi3k.tab.gz,0,illumina hiseq 2000
GSE123138,GSM3496281_wt-log2fc.txt.gz from GSE123138_RAW.tar,0,nextseq 500
GSE123152,GSE123152_lettuce.txt.gz,0,illumina hiseq 2000
GSE123186,GSE123186_Lanno_et_al_2018_Cuffdiff.txt.gz,0,illumina hiseq 4000
GSE123195,GSE123195_WTm_vs_SLm_comparisons.csv.gz,0,illumina hiseq 2000
GSE123267,GSE123267_reduced_vs_basal.txt.gz,1,illumina hiseq 2500
GSE123277,GSE123277_Control_vs_Deferasirox_Treated.diff.gz,0,illumina hiseq 2500
GSE123282,GSE123282_NanoTi_E1_processed_data.csv.gz,0,illumina hiseq 2000
GSE123296,GSE123296_gene_exp.diff3.txt.gz,0,nextseq 500
GSE123300,GSE123300_between_before_and_8wk.after.txt.gz,1,illumina hiseq 2500
GSE123303,sheet-RPKM from GSE123303_dgat1_RNAseq_expressiondata.xls.gz,0,illumina hiseq 2500
GSE123341,GSE123341_EdgeR_DE_results_WT_vs_SOX10FF.txt.gz,0,illumina hiseq 1000
GSE123369,GSE123369_MSL-VS-PSL.DEseq2_Method.GeneDiffExp.txt.gz,0,illumina hiseq 2000
GSE123374,GSE123374_gvsd.Differential_analysis_results.xls.gz,1,illumina hiseq 4000
GSE123381,GSE123381_Gene_expression_ctrl_drought_PS_cultivar.txt.gz,0,illumina miseq
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,1,illumina miseq
GSE123417,sheet-differential expression of gene from GSE123417_differential_expression_Jayavelu_etal.xlsx,1,nextseq 500
GSE123440,sheet-WT_vs_Scn5aHET from GSE123440_Scn5a_RE6-9_RNA-seq_counts.xlsx,0,illumina hiseq 2500
GSE123459,sheet-CWTvsVWT_0FC from GSE123459_WTCvsWTV.xlsx,1,illumina hiseq 4000
GSE123462,GSE123462_hepatocyte_polarization_system_counts_and_DE.csv.gz,1,illumina hiseq 2000
GSE123514,GSE123514_DESeq2_out_ERCC_MEF_Dp1Tyb_vs_WT.txt.gz,0,illumina hiseq 4000
GSE123529,sheet-PMS.edgeR.DEG.all.Annotation from GSE123529_PMS.edgeR.DEG.all.Annotation.xls.gz,0,illumina hiseq 2500
GSE123531,GSE123531_J_188vsJ_N2.Differential_analysis_results.txt.gz,0,illumina hiseq 2000
GSE123533,GSE123533_pos_over_neg.txt.gz,1,illumina hiseq 2000
GSE123547,sheet-sheet1 from GSE123547_RNAseq_logFC_cafNCMmcnfNCM.xlsx.gz,1,nextseq 500
GSE123554,sheet-Sheet1 from GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx,0,illumina hiseq 2500
GSE123561,GSE123561_gene_exp_morc_wt.diff.gz,0,illumina hiseq 4000
GSE123656,sheet-Gene differential expression from GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,0,illumina hiseq 2500
GSE123669,GSE123669_HDN_vs_Naive_DEG.csv.gz,1,illumina hiseq 2000
GSE123752,sheet-Gene_level_TAXsiDDX5.17vsCtrl from GSE123752_differential_gene_expression_level.xlsx,0,illumina hiseq 2500
GSE123771,sheet-GFPvsTdT_results from GSE123771_GFPvsTdT_results.xlsx,1,illumina hiseq 4000
GSE123773,sheet-LOF_results from GSE123773_LOF_results.xlsx,1,illumina hiseq 2500
GSE123777,sheet-1 from GSE123777_7072_vs_DMSO.CLL4.xlsx,0,illumina hiseq 4000
GSE123807,GSE123807_G007MEKi-MEKi.txt.gz,1,illumina hiseq 2500
GSE123809,GSE123809_Ion_029_036_Yoshimoto_RNAseq_processedData_02162016.txt.gz,1,ion torrent proton
GSE123826,sheet-Veerle from GSE123826_Veerle.xlsx,0,illumina hiseq 1500
GSE123846,GSE123846_deseq_rpd3s418a.csv.gz,0,nextseq 500
GSE123860,GSE123860_A549_shMUC1_v_vector.deseq.csv.gz,0,nextseq 500
GSE123881,GSE123881_healthy_colon.txt.gz,0,illumina hiseq 4000
GSE123901,GSE123901_all_comparisons.txt.gz,1,nextseq 500
GSE123909,sheet-ANOVA Truly R vs S PBS 10-10-18 from GSE123909_ANOVA_Truly_RvsS_Untx_10-10-18.xlsx,0,illumina hiseq 3000
GSE123916,GSE123916_D300-over-NTG.processed.txt.gz,1,illumina hiseq 4000
GSE123933,GSE123933_DESEQ2_Transcripts_IPx.txt.gz,0,illumina hiseq 4000
GSE123999,sheet-DE_analysis from GSE123999_ILMN_176_190_mRNAseq_STAR_featureCoutns_edgeR_20171220.xlsx,0,illumina hiseq 4000
GSE124117,GSE124117_WT-NC_vs_WT-PTUt3.gene_exp.txt.gz,0,illumina hiseq 4000
GSE124123,sheet-results.txt from GSE124123_11844R_Treat_vs_Control_gender.xlsx,1,illumina hiseq 2500
GSE124144,GSE124144_SupplementalTablePolyIC.txt.gz,0,nextseq 500
GSE124146,GSE124146_ctlvshdac2_Genes_DE_results.tsv.gz,0,illumina hiseq 4000
GSE124161,GSE124161_G6_TvsG6_C.Differential_analysis_results.txt.gz,0,hiseq x ten
GSE124206,sheet-For GEO from GSE124206_W83_Gal_processed_file_122018.xlsx,1,illumina hiseq 3000
GSE124209,GSE124209_DESeq2_ATG12KO_vs_ATG12FF_annotated.csv.gz,1,illumina hiseq 4000
GSE124211,GSE124211_limma_DEG_Ectopic-Control_all_genes.txt.gz,1,illumina hiseq 4000
GSE124221,GSE124221_POE-siPool1_vs_POE-Control.txt.gz,0,illumina hiseq 2500
GSE124301,GSE124301_Expression_File-rbpl_vs_WT.txt.gz,0,illumina hiseq 2000
GSE124304,GSE124304_ReadCounts_DeSeqRes.csv.gz,0,illumina hiseq 2000
GSE124314,GSE124314_2018.03.26.uvOnly-SAonly.txt.gz,1,illumina hiseq 2500
GSE124317,GSE124317_RNA-Seq.SWD2_all_genes.tsv.gz,0,illumina hiseq 1500
GSE124324,sheet-Sheet1 from GSE124324_processeddata_matrix_ShhRNAseq.xlsx,0,nextseq 500
GSE124337,GSE124337_ProcessedDataMatrix.txt.gz,0,nextseq 500
GSE124357,sheet-1 from GSE124357_SmDe_1.xlsx,0,illumina hiseq 2000
GSE124369,GSE124369_iBALT_subsets_degust_Voom_Limma.csv.gz,1,illumina hiseq 2500
GSE124372,GSE124372_Galaxy341-N2-OP50-OG1RF.tabular.txt.gz,0,illumina hiseq 4000
GSE124392,GSE124392_DiffGenes.D16MAFBeGFP+_vs_D28MAFBeGFP+.txt.gz,0,nextseq 500
GSE124397,sheet-RRM12 15H from GSE124397_RRM12.xlsx,0,illumina hiseq 2500
GSE124525,GSE124525_deseqall.results.hscg.hsct.txt.gz,0,illumina hiseq 4000
GSE124526,GSE124526_siRNA-NC_3_reps_vs._siRNA-PiHL_3_reps.xls.gz,1,illumina hiseq 3000
GSE124544,sheet-gene_exp from GSE124544_DKO_vs_WT.xlsx,0,illumina novaseq 6000
GSE124548,sheet-AllData from GSE124548_AllData_170308_RNAseq_Kopp_Results.xlsx,1,illumina hiseq 4000
GSE124586,GSE124586_OHC.Vs.24HE_Allgenes.txt.gz,1,illumina hiseq 2000
GSE124592,GSE124592_Counts_and_DGE_results_TRAP.txt.gz,0,illumina hiseq 2500
GSE124622,GSE124622_Adriamycin_vs_Control_deseq_30164_196.txt.gz,0,illumina hiseq 2500
GSE124624,GSE124624_Log2_fold_changes.txt.gz,0,illumina hiseq 1000
GSE124643,sheet-DMSO_vs_112.deseq from GSE124643_DMSO_vs_112.deseq.xls.gz,0,nextseq 500
GSE124655,GSE124655_Cuffdiff_TamR_siNS_siEPAS1-3.txt.gz,0,nextseq 500
GSE124658,GSE124658_MCF7-PTENshRNA_vs_NTshRNA-DEGs.txt.gz,0,illumina hiseq 2500
GSE124664,sheet-71QvsWT from GSE124664_HD_71Q_109Q_DESeq2.xls.gz,0,illumina hiseq 2000
GSE124729,GSE124729_NfixKOvWT_gene_exp.diff.gz,0,illumina hiseq 2000
GSE124753,GSE124753_Gene_expression_count_and_description.csv.gz,0,illumina hiseq 2000
GSE124757,GSE124757_180409.siRNA.R11.Count.Limma.Individual.Single.Interaction.LogFC.Gene.Description.R11.Paired.0.6h.csv.gz,0,illumina hiseq 2500
GSE124761,GSE124761_edgeR_siCTR_t12_relative_to_t0_QLF-test_filtered_1cpm_3rep.csv.gz,1,illumina hiseq 4000
GSE124771,sheet-genes_exp_TPM_ann_all.txt from GSE124771_cDC1_vs_IL10_genes_exp_TPM_ann_all.xls.gz,0,nextseq 500
GSE124789,sheet-P2 from GSE124789_Conv_v_MAP_DeSeq2.xlsx.gz,1,illumina novaseq 6000
GSE124812,GSE124812_Col_vs_lsm8_20.bins_du_psi_pir.tab.gz,0,nextseq 500
GSE124919,GSE124919_C437G_DexEffect_MEFs_unfiltered_DESeq.txt.gz,0,illumina hiseq 4000
GSE124924,GSE124924_frt82_w-VS-m2-73_w.DEseq2_Method.GeneDiffExp.xls.gz,0,illumina hiseq 2000
GSE124986,GSE124986_L2-VS-L5.DEseq2_Method.GeneDiffExp.xls.gz,0,hiseq x ten
GSE125010,GSE125010_RPKM_values_for_ALL_samples.txt.gz,1,bgiseq-500
GSE125011,GSE125011_RPKM_values_for_ALL_samples.txt.gz,1,bgiseq-500
GSE125017,GSE125017_edgeR.output.csv.gz,1,illumina hiseq 3000
GSE125023,sheet-Sheet1 from GSE125023_Normalized_Counts.xlsx,0,illumina hiseq 2000
GSE125036,GSE125036_Control_LPS_vs_Dropout_LPS_BM.htseq.edgeR.txt.gz,1,nextseq 550
GSE125052,GSE125052_diff_exp_deseq2_ru226vsdmso.xls.gz,0,illumina hiseq 4000
GSE125073,sheet-core_table from GSE125073_RPKM_values_for_ALL_samples.xlsx,1,bgiseq-500
GSE125090,GSE125090_Ub6GG_v_ctrl.txt.gz,0,illumina hiseq 2500
GSE125092,GSE125092_KO-IFT88_vs_WT-IFT88.txt.gz,0,illumina hiseq 2500
GSE125110,GSE125110_diff_exp_genes_padj.tsv.gz,1,nextseq 500
GSE125125,GSE125125_bs_control_fus_ko_wt_gene.tsv.gz,1,illumina hiseq 4000
GSE125150,GSE125150_diffexp_summary.csv.gz,1,illumina hiseq 4000
GSE125152,GSE125152_HOPX_KD.txt.gz,1,bgiseq-500
GSE125167,GSE125167_Control_2days_diff_Vs_Undiff.tsv.gz,0,illumina hiseq 2000
GSE125178,GSE125178_Piccolis_RNAseq_processed_n1_n2_n5_n6_n7.txt.gz,0,illumina hiseq 2500
GSE125228,GSE125228_GSA_results_root.txt.gz,1,ion torrent proton
GSE125242,GSE125242_processed_data.txt.gz,0,illumina hiseq 2500
GSE125276,sheet-DESeq2_res_all_new.txt from GSE125276_DESeq2_final_new.xls.gz,0,nextseq 500
GSE125282,sheet-all_genes_fold_changes_CC36TM9_ from GSE125282_CC36_all_genes_fold_changes_shTMED9_vs_CTH_Vector_alone.xlsx,0,illumina hiseq 2500
GSE125303,sheet-core_table from GSE125303_RNA-abundance_values_for_ALL_samples.xlsx,1,bgiseq-500
GSE125332,GSE125332_rtg3_vs_WT_in_myriocin_genes.txt.gz,1,illumina hiseq 2500
GSE125453,sheet-PBS_vs_ACD.csv from GSE125453_PBS_versus_ACD.xlsx,0,nextseq 500
GSE125466,GSE125466_RSeq_results_sex_only_age_in_days_ordered_by_padj.csv.gz,0,illumina hiseq 4000
GSE125467,GSE125467_DESeq2_genes_diffexp_by_fc_A_37C_vs_D_48-53C.csv.gz,1,illumina hiseq 2000
GSE125472,GSE125472_20181220_Results_Wnt_Signature_ALL.txt.gz,0,illumina hiseq 2000
GSE125512,GSE125512_SecondSample_vs_FirstSample.all.gene.result.xls.gz,1,illumina hiseq 1000
GSE125577,GSE125577_HiBEC_Ctrl_vs_HiBEC_TGFb.diffexp.rpkm.tsv.gz,0,illumina hiseq 3000
GSE125578,GSE125578_20190114_Stim_Wnt.csv.gz,0,illumina hiseq 2000
GSE125581,GSE125581_QK_KOvsWT_DESeq2.tsv.gz,0,illumina hiseq 2000
GSE125642,GSE125642_SOX4unstrandedgene_exp.diff.gz,0,nextseq 500
GSE125685,GSE125685_Tsc2cKO_SNI_DEseq2.csv.gz,1,illumina hiseq 3000
GSE125698,GSM3580558_Jak1KO_vs_WT_Processed_NoPvalCuttOff.txt.gz from GSE125698_RAW.tar,0,illumina hiseq 2000
GSE125699,GSE125699_MFN1_RNAseq.tsv.gz,0,illumina hiseq 2500
GSE125738,GSE125738_fpkm_T47D-TR_vs_T47D.txt.gz,0,hiseq x ten
GSE125756,GSE125756_WT_ADRplus_vs_WT_ADRminus_DEseq2_expr.txt.gz,0,hiseq x ten
GSE125776,GSE125776_gene_exp_diff.xls.gz,0,illumina hiseq 2500
GSE125781,GSE125781_cds_stationary.xls.gz,0,illumina hiseq 2500
GSE125802,GSE125802_gene_exp.diff.gz,0,illumina hiseq 4000
GSE125852,GSE125852_HNF4A2.tsv.gz,0,illumina novaseq 6000
GSE125896,sheet-Sheet1 from GSE125896_Processed_Data.xlsx,0,bgiseq-500
GSE125903,GSE125903_Differential_Expression_Genes_DESeq2.csv.gz,0,illumina hiseq 2500
GSE125917,GSE125917_EthanolvsControl.txt.gz,0,illumina hiseq 2500
GSE125963,sheet-RNAseq from GSE125963_processed_data.xls.gz,0,illumina genome analyzer
GSE125964,sheet-HHCYTO vs HHCYTO+PVD from GSE125964_Processed_data_file-Brewer.xlsx,0,illumina hiseq 2500
GSE125990,GSE125990_gene_exp.diff.gz,0,nextseq 500
GSE126084,GSE126084_LPS_NCTvsLPS_deg.txt.gz,0,illumina hiseq 2000
GSE126164,sheet-Sheet1 from GSE126164_CuffDiff_DG_nuclei_KS1.xlsx,0,illumina hiseq 2500
GSE126185,sheet-All genes from GSE126185_Table_S5.xlsx,0,illumina hiseq 2500
GSE126217,sheet-Differential_expression_analysi from GSE126217_Cosmc_Glom_RNAseq_processed_readcounts.xlsx,1,illumina hiseq 2000
GSE126248,GSE126248_p18_p24_p30-CuffDiff_results.txt.gz,0,illumina hiseq 2500
GSE126275,GSE126275_hairpin7vsiLuc.complete.txt.gz,0,illumina hiseq 4000
GSE126311,GSE126311_DNMT3B-vector_vs_vector-vector.gene_exp.diff.gz,0,illumina genome analyzer iix
GSE126353,sheet-H29 from GSE126353_RNAseqresults.xlsx,1,nextseq 500
GSE126401,GSE126401_Day5_CPC_Isl1_quanty_transcripts_diff_expr.txt.gz,0,illumina hiseq 2500
GSE126403,GSE126403_E10_5_Isl1_hypo_OFT_RV_quanty_transcripts_diff_expr.txt.gz,0,bgiseq-500
GSE126406,GSE126406_E8_75_Isl1_KO_quanty_transcripts_diff_expr.txt.gz,0,illumina hiseq 2500
GSE126416,sheet-All from GSE126416_gene_exp.xls.gz,0,nextseq 500
GSE126435,GSE126435_Cuffdiff_BY4742_0_v_BY4742_1_differential_expression.txt.gz,0,nextseq 500
GSE126457,GSE126457_17921_17924_vs_17927_17928_19016_02.txt.gz,0,illumina hiseq 2500
GSE126458,GSE126458_gene_exp.diff.gz,0,nextseq 500
GSE126492,GSE126492_Non_inj_VS_Inj_KD_TE_DESeq_RUVseq_shrink_result_table.txt.gz,1,illumina hiseq 2500
GSE126503,GSE126503_A3SS.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,0,illumina hiseq 2000
GSE126516,sheet-KO_DE2output - Copy from GSE126516_KO_DE2output.xlsx,0,illumina hiseq 2500
GSE126537,GSE126537_sleuth_all_human.txt.gz,1,nextseq 500
GSE126538,GSE126538_sleuth_all.txt.gz,1,nextseq 500
GSE126544,sheet-Fold change - M9Glucose vs LB3 from GSE126544_SupplementaryTable6_Transcriptome_Analysis.xlsx,1,illumina miseq
GSE126564,GSE126564_293Vector_vs_293FOXM1a.txt.gz,0,nextseq 500
GSE126585,GSE126585_AM.EV_AM.anc1_results.csv.gz,1,illumina hiseq 2500
GSE126632,GSE126632_gene.expression.tsv.gz,0,illumina hiseq 2500
GSE126635,GSE126635_CTCFvsWT_DEseq2.csv.gz,0,illumina hiseq 2500
GSE126673,GSE126673_3ampClontech_isoform_exp.diff.gz,0,illumina hiseq 2000
GSE126674,GSE126674_4Nugenpool_isoform_exp.diff.gz,0,illumina hiseq 2000
GSE126707,sheet-Sheet1 from GSE126707_GFP+ve_GFP-ve.xlsx,0,nextseq 500
GSE126708,GSE126708_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,0,illumina hiseq 2500
GSE126717,GSE126717_LDAP_vs_RGDS_Condition_vs_Control_Default.txt.gz,0,illumina hiseq 2500
GSE126749,GSE126749_gene_exp.diff.gz,0,nextseq 500
GSE126807,GSE126807_edgeR_exactTest_DEG_EV_NEG_VS_EV_POS_cpm0.5.csv.gz,0,illumina hiseq 2500
GSE126821,GSE126821_all_compare.xls.gz,0,illumina hiseq 2000
GSE126840,GSE126840_GSCs_DE.csv.gz,1,illumina hiseq 2500
GSE126841,GSE126841_DESeq2_gene_kclt_kclo.txt.gz,0,nextseq 500
GSE126860,GSE126860_gene_exp.diff.gz,0,illumina hiseq 2000
GSE126861,GSE126861_KDM2B.CXXCfl.spikenormalised_DESeq2_nucRNA.txt.gz,1,nextseq 500
GSE126888,GSE126888_miR19_4dvsCtrl_4d_Expression_Profile.txt.gz,0,illumina hiseq 2000
GSE126939,GSE126939_SHPKO_vs_WT.txt.gz,1,illumina hiseq 2000
GSE126940,GSE126940_edgeR_sg10_sgtom_dox_gene_summary_180601.txt.gz,0,illumina hiseq 4000
GSE126957,sheet-Sheet 1 from GSE126957_Complete_geneList_EdgeR.xlsx,1,illumina hiseq 2500
GSE126960,sheet-Complete_geneList_EdgeR_with_FP from GSE126960_Complete_geneList_EdgeR_with_FPKM_ribo_disp.xlsx,0,illumina hiseq 4000
GSE127000,GSE127000_K_MCWLS_MCWHS_10W.csv.gz,0,illumina hiseq 2500
GSE127161,sheet-pSN+RA vs pSN+SA from GSE127161_DeNooij.diff.expr.xlsx,0,illumina hiseq 2000
GSE127203,GSE127203_MVA_16h_vs._MOCK_16h.txt.gz,0,illumina hiseq 2000
GSE127223,GSE127223_RNAseq_UDDF.csv.gz,0,illumina hiseq 4000
GSE127275,sheet-degust-23 from GSE127275_Legrand_etal_2019_ProcessedData.xlsx,1,illumina hiseq 3000
GSE127296,GSE127296_repeat_vs_noRepeat.SE.GeneDiffSplice.xls.gz,0,illumina hiseq 4000
GSE127322,sheet-Gene description from GSE127322_processed_data.xlsx,0,illumina hiseq 2000
GSE127344,sheet-all from GSE127344_RNASeq.pod_pre-shock.vs.RC.xlsx,0,nextseq 500
GSE127448,sheet-ligular region from GSE127448_Ligular_region_mRNA_Seq.xls.gz,0,illumina hiseq 4000
GSE127478,sheet-DESeq2 Output from GSE127478_MELAS_Project_DE_genes.xlsx,1,illumina hiseq 4000
GSE127516,sheet-Sheet1 from GSE127516_DESeq2_1.12.4.GrhPosINPvsEyPosINP.xlsx,0,illumina hiseq 2500
GSE127522,GSE127522_YB6vOB6_results.csv.gz,1,illumina hiseq 4000
GSE127550,sheet-DESeq2_m2_analysis.txt from GSE127550_DESeq2_H397A_by_WT_analysis.xlsx,1,illumina hiseq 4000
GSE127726,GSE127726_DESeq2_resultsCondition_day4_day2.csv.gz,1,illumina hiseq 2500
GSE127736,GSE127736_KDvsCTRL.Differential_analysis_results.xls.gz,1,illumina hiseq 2500
GSE127751,GSE127751_4595_double_gene_exp.txt.gz,0,illumina hiseq 2000
GSE127769,GSE127769_miR-1a_Input-VS-miR-1a_Mature.GeneDiffExp.txt.gz,0,illumina hiseq 2000
GSE127802,sheet-WT-2 vs PhoPQ-4 from GSE127802_Wt_vs_delta-phoPQ.xls.gz,0,illumina hiseq 4000
GSE127805,GSE127805_WT_Ctrl-WT_Stress.deseq.csv.gz,0,illumina hiseq 2500
GSE127812,sheet-Sheet1 from GSE127812_Total-expresssion.xlsx,1,illumina hiseq 2000
GSE127816,sheet-VPC17005+DHT_vs_Dmso+DHT from GSE127816_DESeq2results_PCaDrugs_vsDHT.xlsx,0,bgiseq-500
GSE127822,sheet-Con 1 h vs. LR 1 h vs. Con ... from GSE127822_Sb_Ax_Buds_LR_vs_Intact_GEO_r.xlsx,0,illumina hiseq 2500
GSE127856,sheet-DE; LA vs PCM-1 LA from GSE127856_Atria-RNA-seq-counts.xlsx,0,illumina hiseq 4000
GSE127886,GSE127886_DMSO-GSK_gene.txt.gz,0,illumina hiseq 2500
GSE127917,GSE127917_gene.expression.tsv.gz,0,illumina hiseq 2500
GSE127929,GSE127929_WT_vs_Mdxmtr.deseq.txt.gz,1,illumina hiseq 4000
GSE127976,GSE127976_Control_vs_Zfhx3-CKO.anno.txt.gz,0,illumina hiseq 2500
GSE128025,sheet-Raw Counts 381 from GSE128025_RNA_seq-381-W83_Motility-Biofilm_processed_file_122021.xlsx,1,illumina hiseq 2000
