Accession,id,Class,log10_n_pvalues,anticons
GSE123341,GSE123341_EdgeR_DE_results_WT_vs_SOX10FF.txt.gz,other,4.3100344691359895,all other classes
GSE123369,GSE123369_MSL-VS-PSL.DEseq2_Method.GeneDiffExp.txt.gz,other,4.371603469729753,all other classes
GSE123372,GSE123372_gene_data_table_113018_geo.tsv.gz,other,4.246005904076029,all other classes
GSE123374,GSE123374_gvsd.Differential_analysis_results.xls.gz,anti-conservative,5.445515467379233,anti-conservative
GSE123381,GSE123381_Gene_expression_ctrl_drought_PS_cultivar.txt.gz,bimodal,4.4345210012657725,all other classes
GSE123403,GSE123403_CDK0005_PAO1_results_all.csv.gz,anti-conservative,3.7456992266025058,anti-conservative
GSE123417,sheet-differential expression of gene from GSE123417_differential_expression_Jayavelu_etal.xlsx,anti-conservative,4.1331555381979905,anti-conservative
GSE123440,sheet-WT_vs_Scn5aHET from GSE123440_Scn5a_RE6-9_RNA-seq_counts.xlsx,other,4.429784568354671,all other classes
GSE123459,sheet-CWTvsVWT_0FC from GSE123459_WTCvsWTV.xlsx,anti-conservative,4.262783209850764,anti-conservative
GSE123462,GSE123462_hepatocyte_polarization_system_counts_and_DE.csv.gz,anti-conservative,4.110825310054965,anti-conservative
GSE123514,GSE123514_DESeq2_out_ERCC_MEF_Dp1Tyb_vs_WT.txt.gz,other,4.291280028591798,all other classes
GSE123529,sheet-PMS.edgeR.DEG.all.Annotation from GSE123529_PMS.edgeR.DEG.all.Annotation.xls.gz,bimodal,4.502276866344697,all other classes
GSE123531,GSE123531_J_188vsJ_N2.Differential_analysis_results.txt.gz,other,4.36688968965338,all other classes
GSE123533,GSE123533_pos_over_neg.txt.gz,anti-conservative,4.137259138636768,anti-conservative
GSE123547,sheet-sheet1 from GSE123547_RNAseq_logFC_cafNCMmcnfNCM.xlsx.gz,anti-conservative,4.182927969236992,anti-conservative
GSE123554,sheet-Sheet1 from GSE123554_payelg_WT_Fis_gene_exp_Final.xlsx,other,3.583198773968623,all other classes
GSE123561,GSE123561_gene_exp_morc_wt.diff.gz,conservative,4.525783127911044,all other classes
GSE123564,GSE123564_patient_vs_healthy_Riboseq.csv.gz,anti-conservative,4.075765878215734,anti-conservative
GSE123636,GSE123636_C59D2_vs_C59_DeSeq2.txt.gz,other,4.490927182060255,all other classes
GSE123656,sheet-Gene differential expression from GSE123656_Processed_data_file_Sanchez-Montesino_et_al_2018_.xlsx,bimodal,5.002904382630707,all other classes
GSE123669,GSE123669_HDN_vs_Naive_DEG.csv.gz,anti-conservative,4.169498094684968,anti-conservative
GSE123681,sheet-shTDG_All_Genes from GSE123681_shTDG_gene_expression_table.xls.gz,other,4.512591018200944,all other classes
GSE123752,sheet-Gene_level_TAXsiDDX5.17vsCtrl from GSE123752_differential_gene_expression_level.xlsx,bimodal,4.238246886526687,all other classes
GSE123771,sheet-GFPvsTdT_results from GSE123771_GFPvsTdT_results.xlsx,anti-conservative,4.212240888801534,anti-conservative
GSE123773,sheet-LOF_results from GSE123773_LOF_results.xlsx,anti-conservative,4.198739540104416,anti-conservative
GSE123777,sheet-1 from GSE123777_7072_vs_DMSO.CLL4.xlsx,other,4.376868821638668,all other classes
GSE123807,GSE123807_G007MEKi-MEKi.txt.gz,anti-conservative,4.211467624439142,anti-conservative
GSE123809,GSE123809_Ion_029_036_Yoshimoto_RNAseq_processedData_02162016.txt.gz,anti-conservative,4.096110175084596,anti-conservative
GSE123815,sheet-IWR_vs_DMSO.DESeq2_comparison from GSE123815_IWR1_vs_DMSO_DESeq2_Foldchange_FPKM.xlsx,anti-conservative,4.297169380969235,anti-conservative
GSE123826,sheet-Veerle from GSE123826_Veerle.xlsx,other,4.390864484372611,all other classes
GSE123836,GSE123836_WT_vs_Myf6KO_DiffExpr.tsv.gz,bimodal,4.695350317569429,all other classes
GSE123846,GSE123846_deseq_rpd3s418a.csv.gz,other,3.8178957571617955,all other classes
GSE123860,GSE123860_A549_shMUC1_v_vector.deseq.csv.gz,other,4.278479223046323,all other classes
GSE123881,GSE123881_healthy_colon.txt.gz,other,4.4525377439293985,all other classes
GSE123901,GSE123901_all_comparisons.txt.gz,anti-conservative,3.9693693117335274,anti-conservative
GSE123909,sheet-ANOVA Truly R vs S PBS 10-10-18 from GSE123909_ANOVA_Truly_RvsS_Untx_10-10-18.xlsx,other,4.528955245414603,all other classes
GSE123916,GSE123916_D300-over-NTG.processed.txt.gz,anti-conservative,4.080806804334363,anti-conservative
GSE123933,GSE123933_DESEQ2_Transcripts_IPx.txt.gz,other,5.032445491943011,all other classes
GSE123976,sheet-Unfiltered from GSE123976_HF.v.NF_DESeq2.xlsx,other,4.496071276220637,all other classes
GSE123999,sheet-DE_analysis from GSE123999_ILMN_176_190_mRNAseq_STAR_featureCoutns_edgeR_20171220.xlsx,bimodal,4.192260718642044,all other classes
GSE124117,GSE124117_WT-NC_vs_WT-PTUt3.gene_exp.txt.gz,bimodal,4.3863384163575105,all other classes
GSE124123,sheet-results.txt from GSE124123_11844R_Treat_vs_Control_gender.xlsx,anti-conservative,4.200494821738647,anti-conservative
GSE124144,GSE124144_SupplementalTablePolyIC.txt.gz,bimodal,4.7691039595175955,all other classes
GSE124146,GSE124146_ctlvshdac2_Genes_DE_results.tsv.gz,bimodal,4.260667536990012,all other classes
GSE124161,GSE124161_G6_TvsG6_C.Differential_analysis_results.txt.gz,other,4.524629760313674,all other classes
GSE124190,GSE124190_GMP_RNAseq.txt.gz,other,4.591220479634285,all other classes
GSE124206,sheet-For GEO from GSE124206_W83_Gal_processed_file_122018.xlsx,anti-conservative,3.3001605369513523,anti-conservative
GSE124209,GSE124209_DESeq2_ATG12KO_vs_ATG12FF_annotated.csv.gz,anti-conservative,4.228733908376136,anti-conservative
GSE124211,GSE124211_limma_DEG_Ectopic-Control_all_genes.txt.gz,anti-conservative,4.2490025749097615,anti-conservative
GSE124221,GSE124221_POE-siPool1_vs_POE-Control.txt.gz,other,4.291990095346181,all other classes
GSE124254,GSE124254_rnaSeq_DeseqResults.csv.gz,other,4.679391552456953,all other classes
GSE124301,GSE124301_Expression_File-rbpl_vs_WT.txt.gz,other,4.509027693701782,all other classes
GSE124304,GSE124304_ReadCounts_DeSeqRes.csv.gz,other,4.4184338800803244,all other classes
GSE124314,GSE124314_2018.03.26.uvOnly-SAonly.txt.gz,anti-conservative,4.1176026916900845,anti-conservative
GSE124317,GSE124317_RNA-Seq.SWD2_all_genes.tsv.gz,other,4.434872165596942,all other classes
GSE124324,sheet-Sheet1 from GSE124324_processeddata_matrix_ShhRNAseq.xlsx,other,4.156488576050017,all other classes
GSE124337,GSE124337_ProcessedDataMatrix.txt.gz,other,4.322612050188288,all other classes
GSE124341,GSE124341_MTB_MTB_ESX1.txt.gz,bimodal,3.6019514041335214,all other classes
GSE124357,sheet-1 from GSE124357_SmDe_1.xlsx,other,4.457579146995762,all other classes
GSE124369,GSE124369_iBALT_subsets_degust_Voom_Limma.csv.gz,anti-conservative,4.084147133154448,anti-conservative
GSE124372,GSE124372_Galaxy341-N2-OP50-OG1RF.tabular.txt.gz,bimodal,4.622535219887546,all other classes
GSE124392,GSE124392_DiffGenes.D16MAFBeGFP+_vs_D28MAFBeGFP+.txt.gz,other,4.173972532817962,all other classes
GSE124397,sheet-RRM12 15H from GSE124397_RRM12.xlsx,conservative,4.763719921025807,all other classes
GSE124409,GSE124409_fpkm_DESeq2_output.txt.gz,other,4.3014423795704335,all other classes
GSE124427,GSE124427_chipseq_DiffBind_H3K4me3_FvsM.txt.gz,bimodal,4.008344629252689,all other classes
GSE124504,GSE124504_Ax_foxo_vs_5905_female_muscle.csv.gz,anti-conservative,4.016155511951455,anti-conservative
GSE124510,GSE124510_ctrl_MM1s_vs_10_E7107_MM1s_results_deseq2_counts.csv.gz,other,4.304188829614843,all other classes
GSE124525,GSE124525_deseqall.results.hscg.hsct.txt.gz,bimodal,4.154363100666316,all other classes
GSE124526,GSE124526_siRNA-NC_3_reps_vs._siRNA-PiHL_3_reps.xls.gz,anti-conservative,4.360990798578921,anti-conservative
GSE124544,sheet-gene_exp from GSE124544_DKO_vs_WT.xlsx,bimodal,4.366945663852573,all other classes
GSE124548,sheet-AllData from GSE124548_AllData_170308_RNAseq_Kopp_Results.xlsx,anti-conservative,4.19228861256812,anti-conservative
GSE124558,GSE124558_MNase_TE.txt.gz,other,4.033383541173119,all other classes
GSE124586,GSE124586_OHC.Vs.24HE_Allgenes.txt.gz,anti-conservative,4.142921057515615,anti-conservative
GSE124592,GSE124592_Counts_and_DGE_results_TRAP.txt.gz,bimodal,4.161966616364075,all other classes
GSE124622,GSE124622_Adriamycin_vs_Control_deseq_30164_196.txt.gz,other,4.314225470926496,all other classes
GSE124624,GSE124624_Log2_fold_changes.txt.gz,other,4.2847690133490195,all other classes
GSE124636,GSE124636_RNA-seq_A549_siNON-vs-siIRF2BP2_EtOH-vs-dex-vs-TNF-vs-DT.txt.gz,bimodal,4.682307567815464,all other classes
GSE124643,sheet-DMSO_vs_112.deseq from GSE124643_DMSO_vs_112.deseq.xls.gz,other,4.1883377790407526,all other classes
GSE124655,GSE124655_Cuffdiff_TamR_siNS_siEPAS1-3.txt.gz,bimodal,4.753981171127868,all other classes
GSE124658,GSE124658_MCF7-PTENshRNA_vs_NTshRNA-DEGs.txt.gz,other,4.296336054602047,all other classes
GSE124664,sheet-71QvsWT from GSE124664_HD_71Q_109Q_DESeq2.xls.gz,bimodal,4.483016420144132,all other classes
GSE124726,sheet-48w_CRB from GSE124726_Table_CRB_totRNA.xlsx.gz,other,4.663493620419193,all other classes
GSE124729,GSE124729_NfixKOvWT_gene_exp.diff.gz,bimodal,4.3675236418690195,all other classes
GSE124745,GSE124745_Tug1_Tissues_Testes.csv.gz,anti-conservative,4.542389669540937,anti-conservative
GSE124753,GSE124753_Gene_expression_count_and_description.csv.gz,other,4.1079219001862795,all other classes
GSE124757,GSE124757_180409.siRNA.R11.Count.Limma.Individual.Single.Interaction.LogFC.Gene.Description.R11.Paired.0.6h.csv.gz,other,4.074779882331932,all other classes
GSE124761,GSE124761_edgeR_siCTR_t12_relative_to_t0_QLF-test_filtered_1cpm_3rep.csv.gz,anti-conservative,4.11048869983667,anti-conservative
GSE124771,sheet-genes_exp_TPM_ann_all.txt from GSE124771_cDC1_vs_IL10_genes_exp_TPM_ann_all.xls.gz,other,4.480624869462199,all other classes
GSE124789,sheet-P2 from GSE124789_Conv_v_MAP_DeSeq2.xlsx.gz,anti-conservative,4.230729844577681,anti-conservative
GSE124812,GSE124812_Col_vs_lsm8_20.bins_du_psi_pir.tab.gz,bimodal,5.097052438241659,all other classes
GSE124919,GSE124919_C437G_DexEffect_MEFs_unfiltered_DESeq.txt.gz,other,4.099922232196922,all other classes
GSE124924,GSE124924_frt82_w-VS-m2-73_w.DEseq2_Method.GeneDiffExp.xls.gz,other,4.16946869782694,all other classes
GSE124936,GSE124936_Count_Expression_Data.txt.gz,bimodal,4.16625245195416,all other classes
GSE124963,sheet-All data from GSE124963_MOLM14_RNA-Seq.xlsx,other,4.559822868712976,all other classes
GSE124986,GSE124986_L2-VS-L5.DEseq2_Method.GeneDiffExp.xls.gz,other,4.800723949976152,all other classes
GSE125010,GSE125010_RPKM_values_for_ALL_samples.txt.gz,anti-conservative,4.205988850752451,anti-conservative
GSE125011,GSE125011_RPKM_values_for_ALL_samples.txt.gz,anti-conservative,4.205231438820003,anti-conservative
GSE125017,GSE125017_edgeR.output.csv.gz,anti-conservative,3.6242820958356683,anti-conservative
GSE125022,GSE125022_List_all-genes_RNAseq_PGS-ANOVA_Keloid-vs-ctrl_no-filter.txt.gz,other,4.50312307207684,all other classes
GSE125023,sheet-Sheet1 from GSE125023_Normalized_Counts.xlsx,other,4.2777237887624535,all other classes
GSE125036,GSE125036_Control_LPS_vs_Dropout_LPS_BM.htseq.edgeR.txt.gz,anti-conservative,4.0377451292695925,anti-conservative
GSE125052,GSE125052_diff_exp_deseq2_ru226vsdmso.xls.gz,other,4.115943176939055,all other classes
GSE125073,sheet-core_table from GSE125073_RPKM_values_for_ALL_samples.xlsx,anti-conservative,4.2256193813333995,anti-conservative
GSE125090,GSE125090_Ub6GG_v_ctrl.txt.gz,other,4.230372274412419,all other classes
GSE125092,GSE125092_KO-IFT88_vs_WT-IFT88.txt.gz,other,4.221727130133901,all other classes
GSE125110,GSE125110_diff_exp_genes_padj.tsv.gz,anti-conservative,3.664077590185075,anti-conservative
GSE125125,GSE125125_bs_control_fus_ko_wt_gene.tsv.gz,anti-conservative,4.216139500603143,anti-conservative
GSE125150,GSE125150_diffexp_summary.csv.gz,anti-conservative,4.277494609611012,anti-conservative
GSE125152,GSE125152_HOPX_KD.txt.gz,anti-conservative,4.110219223689404,anti-conservative
GSE125159,GSE125159_rna_wt.264.3205_60.txt.gz,other,4.395343869356829,all other classes
GSE125167,GSE125167_Control_2days_diff_Vs_Undiff.tsv.gz,bimodal,5.374546727938959,all other classes
GSE125178,GSE125178_Piccolis_RNAseq_processed_n1_n2_n5_n6_n7.txt.gz,conservative,4.9691175819408056,all other classes
GSE125228,GSE125228_GSA_results_root.txt.gz,anti-conservative,4.345216846431345,anti-conservative
GSE125242,GSE125242_processed_data.txt.gz,other,4.305910002904615,all other classes
GSE125276,sheet-DESeq2_res_all_new.txt from GSE125276_DESeq2_final_new.xls.gz,other,4.234997879686031,all other classes
GSE125282,sheet-all_genes_fold_changes_CC36TM9_ from GSE125282_CC36_all_genes_fold_changes_shTMED9_vs_CTH_Vector_alone.xlsx,other,4.173972532817962,all other classes
GSE125303,sheet-core_table from GSE125303_RNA-abundance_values_for_ALL_samples.xlsx,anti-conservative,4.224274014294258,anti-conservative
GSE125332,GSE125332_rtg3_vs_WT_in_myriocin_genes.txt.gz,anti-conservative,3.7878853509409245,anti-conservative
GSE125453,sheet-PBS_vs_ACD.csv from GSE125453_PBS_versus_ACD.xlsx,other,4.250590758700192,all other classes
GSE125466,GSE125466_RSeq_results_sex_only_age_in_days_ordered_by_padj.csv.gz,other,4.391217483239402,all other classes
GSE125467,GSE125467_DESeq2_genes_diffexp_by_fc_A_37C_vs_D_48-53C.csv.gz,anti-conservative,3.6336704060514435,anti-conservative
GSE125472,GSE125472_20181220_Results_Wnt_Signature_ALL.txt.gz,other,4.522535517046624,all other classes
GSE125512,GSE125512_SecondSample_vs_FirstSample.all.gene.result.xls.gz,anti-conservative,4.221153321954705,anti-conservative
GSE125577,GSE125577_HiBEC_Ctrl_vs_HiBEC_TGFb.diffexp.rpkm.tsv.gz,other,4.807886650687304,all other classes
GSE125578,GSE125578_20190114_Stim_Wnt.csv.gz,other,4.464966204890961,all other classes
GSE125581,GSE125581_QK_KOvsWT_DESeq2.tsv.gz,other,4.410000712543462,all other classes
GSE125603,GSE125603_experiment_A_FC.txt.gz,other,4.488959437748713,all other classes
GSE125642,GSE125642_SOX4unstrandedgene_exp.diff.gz,bimodal,4.436003535669896,all other classes
GSE125685,GSE125685_Tsc2cKO_SNI_DEseq2.csv.gz,anti-conservative,3.934498451243568,anti-conservative
GSE125698,GSM3580558_Jak1KO_vs_WT_Processed_NoPvalCuttOff.txt.gz from GSE125698_RAW.tar,bimodal,4.75350645699097,all other classes
GSE125699,GSE125699_MFN1_RNAseq.tsv.gz,other,4.359399072180887,all other classes
GSE125725,GSE125725_mES_RiboSeq_WTvMettl14KO_1hRecovery.csv.gz,other,3.8531504364478426,all other classes
GSE125738,GSE125738_fpkm_T47D-TR_vs_T47D.txt.gz,bimodal,4.311817411695856,all other classes
GSE125756,GSE125756_WT_ADRplus_vs_WT_ADRminus_DEseq2_expr.txt.gz,other,4.6586694982061685,all other classes
GSE125776,GSE125776_gene_exp_diff.xls.gz,bimodal,4.22276847934858,all other classes
GSE125781,GSE125781_cds_stationary.xls.gz,bimodal,4.123198075031999,all other classes
GSE125802,GSE125802_gene_exp.diff.gz,bimodal,4.785358312403774,all other classes
GSE125831,GSE125831_RNAseq_DEseq2_female_KOvsWT.tsv.gz,other,4.210586024905156,all other classes
GSE125852,GSE125852_HNF4A2.tsv.gz,other,4.54383222047354,all other classes
GSE125896,sheet-Sheet1 from GSE125896_Processed_Data.xlsx,bimodal,4.261999948651827,all other classes
GSE125903,GSE125903_Differential_Expression_Genes_DESeq2.csv.gz,other,4.681910259129991,all other classes
GSE125917,GSE125917_EthanolvsControl.txt.gz,other,4.341513659870251,all other classes
GSE125932,sheet-SAN_vs_WM from GSE125932_VENUS_vs_KATUSHKA_E17.5_sorted_counts_mm10.xlsx,other,4.530340596857957,all other classes
GSE125963,sheet-RNAseq from GSE125963_processed_data.xls.gz,other,4.214393431255206,all other classes
GSE125964,sheet-HHCYTO vs HHCYTO+PVD from GSE125964_Processed_data_file-Brewer.xlsx,other,4.020195489753195,all other classes
GSE125977,sheet-sheet1 from GSE125977_microRNA_star_PM_vis_CONTROL_Wald_DESeq2.xls.gz,uniform,2.737987326333431,anti-conservative
GSE125990,GSE125990_gene_exp.diff.gz,bimodal,4.879692122941993,all other classes
GSE126084,GSE126084_LPS_NCTvsLPS_deg.txt.gz,other,4.354223723264851,all other classes
GSE126164,sheet-Sheet1 from GSE126164_CuffDiff_DG_nuclei_KS1.xlsx,bimodal,5.562536714802964,all other classes
GSE126185,sheet-All genes from GSE126185_Table_S5.xlsx,other,4.431074137951586,all other classes
GSE126217,sheet-Differential_expression_analysi from GSE126217_Cosmc_Glom_RNAseq_processed_readcounts.xlsx,anti-conservative,4.227012095991085,anti-conservative
GSE126226,GSE126226_Alkbh1_WT_OE_gene_expression_cuffdiff.txt.gz,conservative,6.039158226505527,all other classes
GSE126248,GSE126248_p18_p24_p30-CuffDiff_results.txt.gz,bimodal,4.130719636562953,all other classes
GSE126275,GSE126275_hairpin7vsiLuc.complete.txt.gz,other,4.6038261452421585,all other classes
GSE126311,GSE126311_DNMT3B-vector_vs_vector-vector.gene_exp.diff.gz,bimodal,4.800228909905183,all other classes
GSE126353,sheet-H29 from GSE126353_RNAseqresults.xlsx,anti-conservative,4.265572461743118,anti-conservative
GSE126401,GSE126401_Day5_CPC_Isl1_quanty_transcripts_diff_expr.txt.gz,other,4.433033388650613,all other classes
GSE126403,GSE126403_E10_5_Isl1_hypo_OFT_RV_quanty_transcripts_diff_expr.txt.gz,other,4.436893809463851,all other classes
GSE126406,GSE126406_E8_75_Isl1_KO_quanty_transcripts_diff_expr.txt.gz,other,4.447359621271918,all other classes
GSE126416,sheet-All from GSE126416_gene_exp.xls.gz,bimodal,4.639765304463499,all other classes
GSE126435,GSE126435_Cuffdiff_BY4742_0_v_BY4742_1_differential_expression.txt.gz,other,3.8530895298518657,all other classes
GSE126457,GSE126457_17921_17924_vs_17927_17928_19016_02.txt.gz,bimodal,4.68414490100605,all other classes
GSE126458,GSE126458_gene_exp.diff.gz,bimodal,4.7749036440829205,all other classes
GSE126469,GSE126469_Placenta_HYBRIDvsSPRET_DESeq2_DE.txt.gz,anti-conservative,4.269326110710237,anti-conservative
GSE126477,GSE126477_DESeq2_Ctrl_vs_PhenDC3_ALLp-value.xls.gz,anti-conservative,4.197115081087266,anti-conservative
GSE126492,GSE126492_Non_inj_VS_Inj_KD_TE_DESeq_RUVseq_shrink_result_table.txt.gz,anti-conservative,3.0580462303952816,anti-conservative
GSE126503,GSE126503_A3SS.MATS.ReadsOnTargetAndJunctionCounts.txt.gz,conservative,3.642167634404945,all other classes
GSE126516,sheet-KO_DE2output - Copy from GSE126516_KO_DE2output.xlsx,other,4.211360859155118,all other classes
GSE126537,GSE126537_sleuth_all_human.txt.gz,anti-conservative,4.204391331919299,anti-conservative
GSE126538,GSE126538_sleuth_all.txt.gz,anti-conservative,4.188703548118428,anti-conservative
GSE126544,sheet-Fold change - M9Glucose vs LB3 from GSE126544_SupplementaryTable6_Transcriptome_Analysis.xlsx,anti-conservative,3.659821158055705,anti-conservative
GSE126557,sheet-Sheet1 from GSE126557_INS1RNAseqrepeat.xlsx,other,4.240923478794255,all other classes
GSE126564,GSE126564_293Vector_vs_293FOXM1a.txt.gz,conservative,4.405773101373357,all other classes
GSE126585,GSE126585_AM.EV_AM.anc1_results.csv.gz,anti-conservative,4.085397622016969,anti-conservative
GSE126632,GSE126632_gene.expression.tsv.gz,bimodal,5.444472630753661,all other classes
GSE126635,GSE126635_CTCFvsWT_DEseq2.csv.gz,other,4.187774455163985,all other classes
GSE126673,GSE126673_3ampClontech_isoform_exp.diff.gz,conservative,4.947781606311056,all other classes
GSE126674,GSE126674_4Nugenpool_isoform_exp.diff.gz,other,5.235715254351042,all other classes
GSE126707,sheet-Sheet1 from GSE126707_GFP+ve_GFP-ve.xlsx,other,4.606069507128994,all other classes
GSE126708,GSE126708_Cuffdiff_gene_differential_expression_testing.tabular.txt.gz,bimodal,4.129883155340622,all other classes
