Date Received,Request Number,Requester Category,Request Description
30-Apr-21,OIR-FOI-2021-0039,Journalist,- copies of any records held referring or relating to a review of the operation of the Compliance Team (for Covid-19). This request to cover the period 1 April 2021 to date of receipt of the request.
29-Apr-21,OIR-FOI-2021-0038,Journalist,"* Copies of all complaints made to the Ceann Comhairle or Clerk of the Dáil Peter Finnegan about the use of the Convention Centre Dublin for Dáil sittings. * Copies of all replies they made to such complaints. The time period can be limited to between January 1st, 2021 and April 29th, 2021."
29-Apr-21,OIR-FOI-2021-0037,Other,records showing the facilities and any support provided by the Houses of the Oireachtas to the Irish Womens Parliamentary Caucus since the Caucus was established in 2017.
28-Apr-21,OIR-FOI-2021-0036,Oireachtas/Public Representative,"The list of visitors, signed in by a TD or staff member, to the Dail on 14th June 2017 and 15th June 2017."
26-Apr-21,OIR-FOI-2021-0035,Journalist,"- a copy of the slides, Powerpoint, handouts, or study materials associated with the following course:12-Oct-20 Constituency Database - Remote In-house"
22-Apr-21,OIR-FOI-2021-0034,Journalist,Any records that indicate the scale of legal costs being incurred in 2021.  Any records showing how much it cost to run the Office of Parliamentary Legal Advisor in 2019 and in 2020.  Records of how much has been paid out in legal awards or settlements in 2019 and 2020.  Records of how much was paid in associated legal costs in those years.  Records of how much was paid on sourcing outside legal advice or opinion in 2019 and 2020.
15-Apr-21,OIR-FOI-2021-0032,Other,"All emails between Margaret Crawley, Mairin Devlin, and Ms T Doolan during the following period 01/04/2020 - 01/05/2020, which references Overtime of Parliamentary Ushers and the IA Report (updated 29/04/2020) We request the email dated 30/04/2020 between the parties listed above and the report on Overtime Recommendations for Parliamentary Ushers which was updated on the 29th of April 2020.docx HR( 1) ."
13-Apr-21,OIR-FOI-2021-0031,Journalist,"Under the FOI Act 2014, I am seeking a re-release of FOI request  OIR-FOI-2021-0014."
06-Apr-21,OIR-FOI-2021-0030,Journalist,"I am requesting the release of details relating to legal costs paid by the Oireachtas relating to all cases and appeals taken against the State by Gemma O'Doherty and John Waters challenging Covid-19 restrictions, specifically the total amount of all costs incurred, with a breakdown of whom the costs were paid to (i.e. counsel, solicitors, etc.) and for what services (court appearances, legal advice)."
01-Apr-21,OIR-FOI-2021-0029,Journalist,"- copies of all internal audits completed in the period 1 Apr 2020 to 31 March 2021. This can exclude any such records already released to me if applicable. I would prefer to receive this information electronically, ideally in its original electronic format."
25-Mar-21,OIR-FOI-2021-0027,Journalist,"- access to the Internal Audit Report on the Mobile Phone Repayment Scheme for Members carried out in 2019 / 2020. - access to any internal correspondence in relation to the audit's findings.  as clarified - correspondence between Jerome Flanagan, Internal Audit; Ciaran Smith, Principal Officer, Members' Services, International and Travel Services, Catering; and Stephen Mooney, Assistant Principal, Members' Services. Please include correspondence with Paul O'Neill, KOSI. - access to details of any records of changes subsequently made to the scheme as a result of the audit. From 2019  to date."
16-Mar-21,OIR-FOI-2021-0026,Other,"Records of any action by the Oireachtas into the conduct of the former Captain of the Guard for the Houses of the Oireachtas arising from the events at Station House Hotel in Clifden Co. Galway on August 19th 2020.  I am seeking records in relation to the Oireachtas handling of this matter from 20th August 2020 up to and including announcement of  "".."" retirement on 15th October 2020. However, I am aware that one newspaper reported his last day of work was the earlier date of 10 September 2020.  The records sought may include decisions (not) to review his conduct, and disciplinary actions and any outcome."
16-Mar-21,OIR-FOI-2021-0025,Other,Legal advices given on the Gender Recognition Bill/Act 2015. Legal advices given on Health (regulation of termination of Pregnancy) Bill/Act 2018. This request is also to cover what legal advices were sought (as well as received) for both acts/bills.
16-Mar-21,OIR-FOI-2021-0024,Other,"Any advice given on the amendment to the Gender Recognition (Amendment) Bill 2017 from the Oireachtas business units to - Fintan Warfield, Grace O'Sullivan and David PB Norris during the time period June 2016 and April 2017."
09-Mar-21,OIR-FOI-2021-0023,Journalist,"1 - details of how many TDs and Senators requested that their attendance record at Leinster House be ""reconciled"" following a period of absence (i.e. how many days TDs and Senators requested that they be marked down as being present at the Oireachtas despite not physically being there).  2 - how many days in total TDs and Senators sought to have reconciled.  3 - a breakdown of the reasons given for a reconciliation (e.g. foreign travel, illness, etc)The period I'm interested in is 2019 and 2020."
01-Mar-21,OIR-FOI-2021-0022,Journalist,"- a datadump of line by line expenditure in the following categories for the calendar year 2020 (Ref FOI R1395): 10000, 20000, 21008, 21013, 21025, 21026, 21054, 21514, 21517, 24009, 24010, 24011, 24013, 24014, 25007, 26006, 26008, 26016, 26018, 26020, 26021, 26022, 26024. I would prefer to receive this information electronically, ideally in its original electronic format."
24-Feb-21,OIR-FOI-2021-0021,Other,The cost of installing electric charging points on Oireachtas properties. The number of electric charging points in total on Oireachtas properties in 2020. The total cost of electricity provision for the charging points in 2020.
05-Feb-21,OIR-FOI-2021-0018,Other,(1) Copy of the written communication from a Sinn Fein official to the Ceann Comhairle Sean O'Fearghail on 3rd or 4th February 2021 commenting on the issue of what happened during questions on promised legislation on Wednesday in Dail Eireann.
01-Feb-21,OIR-FOI-2021-0017,Journalist,"I am requesting the release of all records, information and details held in relation to costs associated with the purchase of new IT equipment and office equipment (desks, chairs, stationary, etc.) during 2020. I would like the information to be broken down in tabular form providing as much detail as is feasible, including an itemisation of equipment bought and at what cost (e.g. X number of PCs for €Y)."
01-Feb-21,OIR-FOI-2021-0016,Journalist,"- The number of training courses, seminars, presentations or any other type of training event arranged or provided by the Oireachtas Training Unit in period 1 Jan 2020 to current date.  - The number of registrants & actual participants at each course.  - The cost of each event, or if appropriate, the costs of the series of events where multiple events related to the same type of training or were provided by the same trainer/company.  - The names of any companies used for such training and how much they received."
