title,id,creation,activity,status
unittest can unnecessarily modify sys.path (and with the wrong case),23097,2014-12-21.08:42:19,2022-04-11.14:58:11,1
multiprocessing doc organization impedes understanding,23100,2014-12-22.23:58:11,2022-04-11.14:58:11,1
Only READ support for Decimal in json,23123,2014-12-27.17:10:51,2022-04-11.14:58:11,1
Key presses are doubled in Tkinter dialog invoked from window close handler with Cocoa Tk,23128,2014-12-29.16:34:22,2022-04-11.14:58:11,1
syntax diagram after EBNF description?,23139,2014-12-31.09:47:51,2022-04-11.14:58:11,1
Integration of unittest.FunctionTestCase with automatic discovery and loading,23142,2015-01-01.07:58:44,2022-04-11.14:58:11,1
pdb docs need to contain a statement on threads/multithreaded debugging,23163,2015-01-04.10:21:23,2022-04-11.14:58:11,1
socket.recvfrom(0) waits for data,23176,2015-01-06.02:58:37,2022-04-11.14:58:11,1
Provide a C helper function to chain raised (but not yet caught) exceptions,23188,2015-01-08.03:17:20,2022-04-11.14:58:11,1
Sorting with locale (strxfrm) does not work properly with Python3 on BSD or OS X,23195,2015-01-08.20:30:56,2022-04-11.14:58:11,1
Deprecate the zlib decompressor’s flush() method,23200,2015-01-09.01:26:21,2022-04-11.14:58:11,1
help() function incorrectly captures comment preceding a nested function,23217,2015-01-10.09:33:16,2022-04-11.14:58:11,1
Modernize the IDLE Find/Replace/Find in Files dialogs,23218,2015-01-10.10:00:51,2022-04-11.14:58:11,1
bz2/lzma: Compressor/Decompressor objects are only initialized in __init__,23224,2015-01-12.00:58:28,2022-04-11.14:58:11,1
The tarfile module crashes when tarfile contains a symlink and unpack directory contain it too,23228,2015-01-13.08:55:02,2022-04-11.14:58:11,1
"'codecs' module functionality + its docs -- concerning custom codecs, especially non-string ones",23232,2015-01-13.15:04:27,2022-04-11.14:58:11,1
run_tests.py doesn't set test.support.verbose correctly,23235,2015-01-14.00:04:35,2022-04-11.14:58:11,1
Interrupts are lost during readline PyOS_InputHook processing (reopening),23237,2015-01-14.02:13:03,2022-04-11.14:58:11,1
http.server failed to decode '+' to ' ' when calling cgi script/executable in window,23238,2015-01-14.08:59:16,2022-04-11.14:58:11,1
traceback: formatting a traceback stats the filesystem,23273,2015-01-19.17:55:08,2022-04-11.14:58:12,1
multiprocessing maxtasksperchild=1 + logging = task loss,23278,2015-01-20.02:02:52,2022-04-11.14:58:12,1
Improve termcap detection in setup.py,23284,2015-01-20.22:51:23,2022-04-11.14:58:12,1
ctypes.util.find_library needlessly call crle on Solaris,23287,2015-01-21.00:33:02,2022-04-11.14:58:12,1
Documentation about Py_Finalize(): Freeing objects,23291,2015-01-21.17:53:44,2022-04-11.14:58:12,1
Clarify error when ‘tokenize.detect_encoding’ receives text,23297,2015-01-22.04:40:26,2022-04-11.14:58:12,1
Update PC/example_nt and extending/windows.rst,23311,2015-01-24.17:40:01,2022-04-11.14:58:12,1
Incorrect evaluation order of function arguments with *args,23316,2015-01-25.15:46:56,2022-04-11.14:58:12,1
[doc] mention that flags arg to imaplib's append should be a string,23323,2015-01-26.12:41:03,2022-04-11.14:58:12,1
Turn SIG_DFL and SIG_IGN into functions,23325,2015-01-26.20:38:30,2022-04-11.14:58:12,1
Add non-interactive version of Bdb.runcall,23331,2015-01-27.13:09:19,2022-04-11.14:58:12,1
shutil.rmtree doesn't work correctly on FreeBSD.,23346,2015-01-29.04:52:53,2022-04-11.14:58:12,1
Content-length is incorrect when request body is a list or tuple,23350,2015-01-30.01:12:42,2022-04-11.14:58:12,1
getargs.c: redundant C-contiguity check,23376,2015-02-02.12:10:22,2022-04-11.14:58:12,1
HTTPResponse may drop buffer holding next response,23377,2015-02-02.12:56:16,2022-04-11.14:58:12,1
Maybe can not shutdown ThreadPoolExecutor when call the method of shutdown,23382,2015-02-03.08:20:03,2022-04-11.14:58:12,1
urllib.proxy_bypass_registry slow down under Windows if website has no reverse DNS and Fiddler is runing,23384,2015-02-03.09:05:39,2022-04-11.14:58:12,1
pkgutil.find_loader raises an ImportError on PEP 420 implicit namespace packages,23389,2015-02-03.17:55:40,2022-04-11.14:58:12,1
dynload_shlib does not close ldl handles when the interpreter is shut down,23402,2015-02-06.18:21:40,2022-04-11.14:58:12,1
"Tools/freeze ""make"" gets missing file error with unix shared builds",23405,2015-02-07.10:48:02,2022-04-11.14:58:12,1
os.walk always follows Windows junctions,23407,2015-02-07.20:59:23,2022-04-11.14:58:12,1
Make urllib.parse.SplitResult etc arguments optional,23416,2015-02-09.04:03:57,2022-04-11.14:58:12,1
"Windows getlocale unix-like with french, german, portuguese, spanish",23425,2015-02-09.20:55:10,2022-04-11.14:58:12,1
support encoded filename in Content-Disposition for HTTP in cgi.FieldStorage,23434,2015-02-10.14:54:47,2022-04-11.14:58:12,1
xml.dom.minidom.Element.ownerDocument is hidden,23436,2015-02-10.19:30:43,2022-04-11.14:58:12,1
HCI Bluetooth socket bind error on an arm crosscompiled environment,23444,2015-02-11.15:50:15,2022-04-11.14:58:12,1
urllib2 needs to remove scope from IPv6 address when creating Host header,23448,2015-02-11.18:40:23,2022-04-11.14:58:12,1
[doc] Clarify bytes vs text with non-seeking tarfile stream,23453,2015-02-12.11:19:58,2022-04-11.14:58:12,1
"file iterator ""deemed broken""; can resume after StopIteration",23455,2015-02-12.18:48:54,2022-04-11.14:58:12,1
Setup locales on buildbots,23472,2015-02-17.14:43:48,2022-04-11.14:58:12,1
Expose http.cookiejar.split_header_words(),23498,2015-02-22.00:58:10,2022-04-11.14:58:13,1
undefined behavior in Objects/obmalloc.c,23503,2015-02-23.21:18:56,2022-04-11.14:58:13,1
[CVE-2015-2104] Urlparse insufficient validation leads to open redirect,23505,2015-02-24.00:11:53,2022-04-11.14:58:13,1
"isbuiltin, isroutine, etc.",23525,2015-02-26.06:03:25,2022-04-11.14:58:13,1
Proposal for asyncio: SubprocessTransport.detach() to detach a process from a transport,23540,2015-02-27.18:11:10,2022-04-11.14:58:13,1
"Add to unicodedata a function to query the ""Quick_Check"" property for a character",23550,2015-02-28.18:21:10,2022-04-11.14:58:13,1
Reduce the number of comparisons for range checking.,23553,2015-03-01.00:50:38,2022-04-11.14:58:13,1
Group the docs of similar methods in stdtypes.rst,23560,2015-03-02.09:28:10,2022-04-11.14:58:13,1
local_clear walks the list of threads without holding head_lock.,23565,2015-03-02.19:45:23,2022-04-11.14:58:13,1
datetime: support leap seconds,23574,2015-03-03.14:42:23,2022-04-11.14:58:13,1
Add tests for wsgiref.validate,23577,2015-03-03.16:58:55,2022-04-11.14:58:13,1
struct.pack error messages do not indicate which argument was invalid,23578,2015-03-03.17:03:05,2022-04-11.14:58:13,1
Errno conflicts in ssl.SSLError,23588,2015-03-05.04:10:08,2022-04-11.14:58:13,1
Allow easy display of local variables in log messages?,23597,2015-03-06.02:12:46,2022-04-11.14:58:13,1
Implement __format__ for Fraction,23602,2015-03-07.17:06:09,2022-04-11.14:58:13,1
Inconsistency in datetime.utcfromtimestamp(Decimal),23607,2015-03-08.10:35:01,2022-04-11.14:58:13,1
Opaque error message on UTF-8 decoding to surrogates,23614,2015-03-08.21:36:35,2022-04-11.14:58:13,1
Idle: conflict between loop execution and undo shortcut.,23616,2015-03-09.06:18:26,2022-04-11.14:58:13,1
"Improve py launcher help, index, and doc",23633,2015-03-10.22:31:54,2022-04-11.14:58:13,1
Add scgi to urllib.parse.uses_netloc,23636,2015-03-11.00:49:52,2022-04-11.14:58:13,1
Not documented special names,23639,2015-03-11.11:15:01,2022-04-11.14:58:13,1
tarfile not re-entrant for multi-threading,23649,2015-03-12.16:40:01,2022-04-11.14:58:13,1
Memory corruption using pickle over pipe to subprocess,23655,2015-03-13.06:47:14,2022-04-11.14:58:13,1
Turtle left/right inverted when using different coordinates orientation,23660,2015-03-13.15:42:52,2022-04-11.14:58:13,1
Modernize HTML output of difflib.HtmlDiff.make_file(),23664,2015-03-14.23:22:54,2022-04-11.14:58:13,1
Add shell session logging option to IDLE,23666,2015-03-14.23:38:05,2022-04-11.14:58:13,1
Modifications to support iOS as a cross-compilation target,23670,2015-03-15.06:25:47,2022-04-11.14:58:13,1
Add support of UnicodeTranslateError in standard error handlers,23676,2015-03-15.21:59:08,2022-04-11.14:58:13,1
Mention dict and set comps in library reference,23677,2015-03-16.08:50:55,2022-04-11.14:58:13,1
Sporadic freeze in test_interrupted_write_retry_text,23680,2015-03-16.15:53:27,2022-04-11.14:58:13,1
re functions never release GIL,23690,2015-03-17.17:04:35,2022-04-11.14:58:14,1
Undocumented feature prevents re module from finding certain matches,23692,2015-03-17.18:49:44,2022-04-11.14:58:14,1
Module level map & submit for concurrent.futures,23697,2015-03-18.03:20:20,2022-04-11.14:58:14,1
Multiprocessing.Manager: fix behavior and doc inconsistencies,23698,2015-03-18.06:33:05,2022-04-11.14:58:14,1
strptime() with year-weekday pair can produce invalid data,23717,2015-03-20.11:19:31,2022-04-11.14:58:14,1
__del__() order is broken since 3.4.0,23720,2015-03-20.12:56:26,2022-04-11.14:58:14,1
Clarify documentation of positional-only default values,23738,2015-03-22.10:31:01,2022-04-11.14:58:14,1
locale.setlocale checks locale name for string incorrectly,23739,2015-03-22.15:36:40,2022-04-11.14:58:14,1
http.client request and send method have some datatype issues,23740,2015-03-22.19:28:44,2022-04-11.14:58:14,1
[doc] platform module exposes win32_ver function on posix systems,23747,2015-03-23.09:30:16,2022-04-11.14:58:14,1
"tempfile.NamedTemporaryFile should be able to toggle ""delete""",23755,2015-03-24.00:55:06,2022-04-11.14:58:14,1
urllib.parse: make coap:// known,23759,2015-03-24.10:45:14,2022-04-11.14:58:14,1
Tkinter in Python 3.4 on Windows don't post internal clipboard data to the Windows clipboard on exit,23760,2015-03-24.10:47:56,2022-04-11.14:58:14,1
[doc] Reference inspect.Signature.bind from functools.wraps documentation,23764,2015-03-24.18:14:33,2022-04-11.14:58:14,1
Library and include paths not added when cross-compiling on localized system,23767,2015-03-24.20:04:00,2022-04-11.14:58:14,1
importlib does not properly remove frames when invoking external import hooks,23773,2015-03-25.03:28:58,2022-04-11.14:58:14,1
Identify Moved Lines with difflib,23791,2015-03-27.16:25:20,2022-04-11.14:58:14,1
http package should support HTTP/2,23794,2015-03-27.17:58:30,2022-04-11.14:58:14,1
Support POSIX uselocale interface for thread-specific locale settings,23800,2015-03-28.20:50:31,2022-04-11.14:58:14,1
Symlink to directory on Windows 8,23808,2015-03-29.18:45:10,2022-04-11.14:58:14,1
RFE: emit a warning when a module in a traceback shadows a stdlib module,23809,2015-03-30.01:00:31,2022-04-11.14:58:14,1
RSS and Atom feeds of buildbot results are broken,23813,2015-03-30.18:35:51,2022-04-11.14:58:14,1
argparse: Parser level defaults do not always override argument level defaults,23814,2015-03-30.18:40:47,2022-04-11.14:58:14,1
"test_socket testCmsgTruncLen0 gets ""received malformed or improperly-truncated ancillary data"" warning under OS X",23828,2015-03-31.16:55:36,2022-04-11.14:58:14,1
Add AF_IUCV support to sockets,23830,2015-03-31.19:01:24,2022-04-11.14:58:14,1
Windows: Failure to check return value from lseek() in Modules/mmapmodule.c,23860,2015-04-03.17:44:00,2022-04-11.14:58:15,1
Make stdprinter use DebugOutputString when no stdout/stderr available,23861,2015-04-03.18:55:50,2022-04-11.14:58:15,1
__all__ lists are incomplete,23883,2015-04-07.16:23:10,2022-04-11.14:58:15,1
faulthandler_user should use _PyThreadState_Current,23886,2015-04-08.08:03:04,2022-04-11.14:58:15,1
Introduce sys.implementation.opt_levels,23892,2015-04-08.21:41:44,2022-04-11.14:58:15,1
Update Python 3 extension module porting guide,23897,2015-04-09.14:15:35,2022-04-11.14:58:15,1
poplib maxline behaviour may be wrong,23906,2015-04-10.15:26:33,2022-04-11.14:58:15,1
"skipitem() in getargs.c still supports 'w' and 'w#', and shouldn't",23926,2015-04-13.02:44:00,2022-04-11.14:58:15,1
Struct module should accept arrays,23933,2015-04-13.14:25:51,2022-04-11.14:58:15,1
"IDLE: revise window size, placement startup options",23937,2015-04-13.20:05:32,2022-04-11.14:58:15,1
zero-valued timestamps are mishandled by os.stat() in Windows,23946,2015-04-14.11:56:59,2022-04-11.14:58:15,1
Add mechanism to import stdlib package bypassing user packages,23947,2015-04-14.14:45:19,2022-04-11.14:58:15,1
"Odd behavior with ""file"" and ""filename"" attributes in cgi.FieldStorage",23950,2015-04-14.16:48:15,2022-04-11.14:58:15,1
test_mmap uses cruel and unusual amounts of disk space,23953,2015-04-14.18:17:35,2022-04-11.14:58:15,1
Update imaplib to support RFC3501,23959,2015-04-14.20:47:44,2022-04-11.14:58:15,1
More clearly expose/explain native and cross-build target information,23966,2015-04-15.16:36:51,2022-04-11.14:58:15,1
Make inspect.signature expression evaluation more powerful,23967,2015-04-15.18:52:37,2022-04-11.14:58:15,1
PEP 484 implementation,23973,2015-04-16.18:32:03,2022-04-11.14:58:15,1
numbers.Rational implements __float__ incorrectly,23975,2015-04-16.20:06:57,2022-04-11.14:58:15,1
ZipFile.writestr implies non-regular files,23976,2015-04-16.20:48:40,2022-04-11.14:58:15,1
ttk.Style.element_create using incorrect tk.call syntax,23978,2015-04-16.22:49:38,2022-04-11.14:58:15,1
Documentation for format units starting with 'e' is inconsistent,23980,2015-04-16.23:38:45,2022-04-11.14:58:15,1
argparse fails to detect program name when there is a slash at the end of the program's path,23994,2015-04-18.17:48:03,2022-04-11.14:58:15,1
unicodedata_UCD_lookup() has theoretical buffer overflow,23997,2015-04-18.22:32:38,2022-04-11.14:58:15,1
Undefined behavior in dtoa.c (rshift 32 of 32bit data type),23999,2015-04-18.22:52:13,2022-04-11.14:58:15,1
Get rid of rare format units in PyArg_Parse*,24009,2015-04-19.19:14:44,2022-04-11.14:58:15,1
IMAP library lacks documentation about expected parameter types,24027,2015-04-22.15:19:43,2022-04-11.14:58:15,1
IMAP library encoding enhancement,24030,2015-04-22.18:14:30,2022-04-11.14:58:15,1
plistlib assumes dict_type is descendent of dict,24040,2015-04-23.18:35:08,2022-04-11.14:58:16,1
Implement Mac East Asian encodings properly,24041,2015-04-23.18:52:10,2022-04-11.14:58:16,1
Implement mac_romanian and mac_croatian encodings,24043,2015-04-23.19:02:04,2022-04-11.14:58:16,1
Behavior of large returncodes  (sys.exit(nn)),24045,2015-04-24.00:47:08,2022-04-11.14:58:16,1
"sys.exit(code) returns ""success"" to the OS for some nonzero values of code",24052,2015-04-24.15:29:13,2022-04-11.14:58:16,1
Define EXIT_SUCCESS and EXIT_FAILURE constants in sys,24053,2015-04-24.15:47:49,2022-04-11.14:58:16,1
"Better expose closure, generator & coroutine status of functions",24056,2015-04-25.06:13:53,2022-04-11.14:58:16,1
Weakproxy is an instance of collections.Iterator,24067,2015-04-27.21:42:46,2022-04-11.14:58:16,1
pstats: sub-millisecond display,24084,2015-04-30.16:27:51,2022-04-11.14:58:16,1
"Add a ""copy value to clipboard"" option to the debugger",24090,2015-05-01.11:20:48,2022-04-11.14:58:16,1
Add support for retrieving the certificate chain,24107,2015-05-01.17:45:25,2022-04-11.14:58:16,1
zipfile.ZipFile.write() does not accept bytes arcname,24110,2015-05-01.21:30:03,2022-04-11.14:58:16,1
Carry comments with the AST,24119,2015-05-03.15:21:10,2022-04-11.14:58:16,1
[configparser] Add section/option delimiter to ExtendedInterpolation,24131,2015-05-06.02:16:28,2022-04-11.14:58:16,1
Direct sub-classing of pathlib.Path,24132,2015-05-06.05:26:53,2022-04-11.14:58:16,1
"In pdb using ""until X"" doesn't seem to have effect in commands",24140,2015-05-07.11:31:04,2022-04-11.14:58:16,1
Makefile in tarball don't provide make uninstall target,24143,2015-05-07.18:55:53,2022-04-11.14:58:16,1
Support |= for parameters in converters,24145,2015-05-08.12:33:11,2022-04-11.14:58:16,1
Dialect class defaults are not documented.,24147,2015-05-09.01:05:19,2022-04-11.14:58:16,1
test_mailcap fails if a mailcap file contains a non-decodable character,24152,2015-05-09.20:45:44,2022-04-11.14:58:16,1
test_urandom_fd_reopened failure if OS X crash reporter default set to Developer,24157,2015-05-10.14:10:25,2022-04-11.14:58:16,1
Misleading TypeError when pickling bytes to a file opened as text,24159,2015-05-10.14:34:19,2022-04-11.14:58:16,1
ArgumentParser behavior does not match generated help,24166,2015-05-11.14:15:33,2022-04-11.14:58:16,1
sockets convert out-of-range port numbers % 2**16,24169,2015-05-12.18:50:58,2022-04-11.14:58:16,1
Add https?_proxy support to http.client,24177,2015-05-13.16:04:25,2022-04-11.14:58:16,1
Make LOGGING_FORMAT of assertLogs configurable,24193,2015-05-14.12:03:49,2022-04-11.14:58:16,1
Make tokenize recognize Other_ID_Start and Other_ID_Continue chars,24194,2015-05-14.13:00:27,2022-04-11.14:58:16,1
Add `Executor.filter` to concurrent.futures,24195,2015-05-14.21:26:41,2022-04-11.14:58:16,1
please align the platform tag for windows,24198,2015-05-14.22:18:20,2022-04-11.14:58:16,1
Argument Clinic doesn't mangle conflicting names,24207,2015-05-16.10:21:03,2022-04-11.14:58:16,1
